# R1,R2,R3,E
1.511780,1.511780,1.511781,80.197942
1.511781,1.511784,1.624569,72.005116
1.511776,1.511781,1.734233,66.756757
1.511781,1.511782,1.840621,63.435890
1.511781,1.511788,1.943512,61.383553
1.511781,1.511788,2.042701,60.292989
1.511781,1.511781,2.137981,59.811084
1.511781,1.511788,2.229203,56.531152
1.511781,1.511788,2.316189,53.068484
1.511781,1.511782,2.398759,50.148041
1.511776,1.511781,2.476758,47.843282
1.511781,1.511784,2.550043,46.143278
1.511780,1.511781,2.618481,44.887410
1.511777,1.511781,2.681929,44.033310
1.511781,1.511787,2.740281,43.530330
1.511781,1.511793,2.793418,43.319494
1.511781,1.511787,2.841227,43.349805
1.511777,1.511781,2.883619,43.575125
1.511780,1.511781,2.920536,43.953650
1.511781,1.511784,2.951896,44.448912
1.511776,1.511781,2.977621,45.034328
1.511781,1.511782,2.997695,45.688475
1.511781,1.511788,3.012064,46.363524
1.511781,1.511788,3.020692,47.012729
1.492829,1.511781,1.700760,69.950568
1.511781,1.614578,1.700749,60.199713
1.511781,1.700761,1.733438,53.941750
1.511781,1.700749,1.849118,50.034384
1.511781,1.700749,1.961397,47.509768
1.511781,1.700758,2.070054,46.090591
1.511781,1.700762,2.174831,45.419011
1.511781,1.700754,2.275532,44.849857
1.511781,1.700762,2.371973,41.362601
1.511781,1.700758,2.463939,38.288476
1.511781,1.700749,2.551270,35.882765
1.511781,1.700749,2.633784,34.052842
1.511781,1.700761,2.711335,32.735614
1.511781,1.700749,2.783738,31.809053
1.511781,1.700760,2.850893,31.236300
1.511781,1.700755,2.912642,30.970304
1.511781,1.700764,2.968885,30.913454
1.511781,1.700755,3.019487,31.120821
1.511781,1.700760,3.064382,31.508323
1.511781,1.700749,3.103450,32.040487
1.511781,1.700761,3.136658,32.617057
1.511781,1.700749,3.163893,33.317127
1.511781,1.700749,3.185141,34.056138
1.511781,1.700758,3.200357,34.782097
1.511781,1.700762,3.209496,35.405066
1.477776,1.511781,1.889723,65.858860
1.511781,1.606015,1.889727,54.608474
1.511781,1.731971,1.889734,47.554260
1.511781,1.855220,1.889731,43.069586
1.511781,1.889721,1.975431,40.264362
1.511781,1.889734,2.092309,38.420129
1.511781,1.889731,2.205534,37.526395
1.511781,1.889718,2.314845,37.006199
1.511781,1.889726,2.420030,35.448733
1.511781,1.889718,2.520818,32.490173
1.511781,1.889731,2.617011,29.969937
1.511781,1.889734,2.708394,28.038847
1.511781,1.889721,2.794768,26.609826
1.511781,1.889731,2.875985,25.616484
1.511781,1.889734,2.951851,24.955528
