# R1,R2,R3,E
1.511781,1.511782,1.840621,51.539768
1.511781,1.511788,1.943512,49.414422
1.511781,1.511788,2.042701,47.127469
1.511781,1.511781,2.137981,45.087189
1.511781,1.511788,2.229203,43.427176
1.511781,1.511788,2.316189,42.152417
1.511781,1.511782,2.398759,41.277539
1.511776,1.511781,2.476758,40.746753
1.511781,1.511784,2.550043,39.238340
1.511780,1.511781,2.618481,37.323512
1.511777,1.511781,2.681929,36.022692
1.511781,1.511787,2.740281,35.049450
1.511781,1.511793,2.793418,34.362039
1.511781,1.511787,2.841227,33.924503
1.511777,1.511781,2.883619,33.705432
1.511780,1.511781,2.920536,33.675858
1.511781,1.511784,2.951896,33.804558
1.511776,1.511781,2.977621,34.065967
1.511781,1.511782,2.997695,34.414483
1.511781,1.511788,3.012064,34.879621
1.511781,1.511788,3.020692,35.353344
1.511781,1.614578,1.700749,50.970505
1.511781,1.700761,1.733438,50.518991
1.511781,1.700749,1.849118,50.220083
1.511781,1.700749,1.961397,48.389960
1.511781,1.700758,2.070054,45.753679
1.511781,1.700762,2.174831,43.329291
1.511781,1.700754,2.275532,41.310698
1.511781,1.700762,2.371973,39.726847
1.511781,1.700758,2.463939,38.544952
1.511781,1.700749,2.551270,37.673775
1.511781,1.700749,2.633784,36.782526
1.511781,1.700761,2.711335,35.469365
1.511781,1.700749,2.783738,34.173096
1.511781,1.700760,2.850893,33.128247
1.511781,1.700755,2.912642,32.339235
1.511781,1.700764,2.968885,31.791220
1.511781,1.700755,3.019487,31.457694
1.511781,1.700760,3.064382,31.313886
1.511781,1.700749,3.103450,31.333268
1.511781,1.700761,3.136658,31.491581
1.511781,1.700749,3.163893,31.759213
1.511781,1.700749,3.185141,32.104793
1.511781,1.700758,3.200357,32.483484
1.511781,1.700762,3.209496,32.819603
1.477776,1.511781,1.889723,50.677739
1.511781,1.606015,1.889727,50.534040
1.511781,1.731971,1.889734,49.864346
1.511781,1.855220,1.889731,48.917103
1.511781,1.889721,1.975431,47.628253
1.511781,1.889734,2.092309,44.616317
1.511781,1.889731,2.205534,41.788279
1.511781,1.889718,2.314845,39.388796
1.511781,1.889726,2.420030,37.469932
1.511781,1.889718,2.520818,35.998501
1.511781,1.889731,2.617011,34.858964
1.511781,1.889734,2.708394,33.905828
1.511781,1.889721,2.794768,32.948811
1.511781,1.889731,2.875985,31.889096
1.511781,1.889734,2.951851,30.919689
1.511781,1.889727,3.022220,30.132808
1.511781,1.889723,3.086947,29.533057
1.511781,1.889735,3.145917,29.122560
1.511781,1.889723,3.198978,28.890067
1.511781,1.889727,3.246064,28.820484
1.511781,1.889734,3.287068,28.895606
1.511781,1.889731,3.321890,29.095687
1.511781,1.889721,3.350468,29.397698
1.511781,1.889734,3.372776,29.771688
1.511781,1.889731,3.388728,30.169715
1.511781,1.889718,3.398301,30.508783
1.470464,1.511781,2.078706,46.537008
1.511781,1.602032,2.078705,45.923504
1.511781,1.732490,2.078699,45.435922
1.511781,1.861168,2.078702,45.053014
1.511781,1.987534,2.078701,44.589309
1.511781,2.078694,2.111123,44.001852
1.511781,2.078701,2.231544,42.179762
1.511781,2.078700,2.348426,37.494682
1.511781,2.078691,2.461435,35.310351
1.511781,2.078699,2.570305,33.600096
1.511781,2.078691,2.674735,32.298190
1.511781,2.078700,2.774500,31.244565
1.511781,2.078701,2.869350,30.317167
1.511781,2.078694,2.959064,29.433370
1.511781,2.078701,3.043463,28.595618
1.511781,2.078702,3.122342,27.868950
1.511781,2.078699,3.195531,27.268953
1.511781,2.078705,3.262895,26.810888
1.511781,2.078706,3.324264,26.516571
1.511781,2.078705,3.379519,26.372605
1.511781,2.078699,3.428544,26.370137
1.511781,2.078702,3.471243,26.497972
1.511781,2.078701,3.507520,26.742278
1.511781,2.078694,3.537298,27.085680
1.511781,2.078701,3.560534,27.503137
1.511781,2.078700,3.577160,27.953481
1.511781,2.078691,3.587140,28.356859
1.474957,1.511781,2.267672,43.123429
1.511781,1.606110,2.267676,42.105577
1.511781,1.737974,2.267672,41.220889
1.511781,1.869520,2.267666,40.480699
1.511781,1.999897,2.267671,39.804566
1.511781,2.128418,2.267671,39.099394
1.511781,2.254501,2.267667,37.192300
1.511781,2.267668,2.377654,34.832521
1.511781,2.267673,2.497439,32.666499
1.511781,2.267665,2.613463,31.072653
1.511781,2.267671,2.725402,29.997517
1.511781,2.267665,2.832911,29.188433
1.511781,2.267673,2.935719,28.450836
1.511781,2.267668,3.033540,28.406433
1.511781,2.267667,3.126150,28.088574
1.511781,2.267671,3.213325,26.427533
1.511781,2.267671,3.294850,25.752777
1.511781,2.267666,3.370530,25.174227
1.511781,2.267672,3.440216,24.716985
1.511781,2.267676,3.503725,24.370855
1.511781,2.267672,3.560919,24.273818
1.511781,2.267666,3.611682,24.200963
1.511781,2.267671,3.655908,24.135122
1.511781,2.267671,3.693490,24.111382
1.511781,2.267667,3.724344,24.208828
1.511781,2.267668,3.748415,24.485501
1.511781,2.267673,3.765648,24.917355
1.511781,2.267665,3.775992,25.443648
1.495353,1.511781,2.456648,40.478457
1.511781,1.621889,2.456642,39.491027
1.511781,1.751665,2.456647,38.120200
1.511781,1.883106,2.456642,36.950048
1.511781,2.014989,2.456648,35.904427
1.511781,2.146311,2.456639,36.189486
1.511781,2.276281,2.456641,33.226816
1.511781,2.404185,2.456646,31.689449
1.511781,2.456635,2.529448,29.862171
1.511781,2.456643,2.651559,28.090098
1.511781,2.456638,2.770052,26.570390
1.511781,2.456644,2.884542,25.326326
1.511781,2.456638,2.994647,24.349109
1.511781,2.456643,3.100063,23.562508
1.511781,2.456635,3.200464,22.903666
1.511781,2.456646,3.295614,22.323293
1.511781,2.456641,3.385214,21.803675
1.511781,2.456639,3.469073,21.349228
1.511781,2.456648,3.546974,20.960133
1.511781,2.456642,3.618710,20.570238
1.511781,2.456647,3.684136,20.303624
1.511781,2.456642,3.743077,20.253150
1.511781,2.456648,3.795408,20.327024
1.511781,2.456639,3.840992,20.481788
1.511781,2.456641,3.879749,20.710920
1.511781,2.456646,3.911579,20.995506
1.511781,2.456635,3.936399,21.310890
1.511781,2.456643,3.954181,21.603054
1.511781,2.456638,3.964856,21.778707
1.511781,1.652946,2.645615,36.860104
1.511781,1.776799,2.645610,35.834039
1.511781,1.904861,2.645618,34.391227
1.511781,2.035429,2.645610,33.069609
1.511781,2.167164,2.645615,31.701662
1.511781,2.298959,2.645624,30.162782
1.511781,2.429846,2.645619,28.471679
1.511781,2.559079,2.645618,26.974172
1.511781,2.645625,2.685974,25.447014
1.511781,2.645616,2.809930,24.039735
1.511781,2.645612,2.930454,22.823356
1.511781,2.645617,3.047092,21.757290
1.511781,2.645612,3.159419,20.947588
1.511781,2.645616,3.267082,20.290285
1.511781,2.645625,3.369744,19.733838
1.511781,2.645618,3.467084,19.253182
1.511781,2.645619,3.558849,18.836162
1.511781,2.645624,3.644777,18.492466
1.511781,2.645615,3.724637,18.230601
1.511781,2.645610,3.798223,18.023496
1.511781,2.645618,3.865366,17.934758
1.511781,2.645610,3.925870,17.918562
1.511781,2.645615,3.979610,17.966496
1.511781,2.645624,4.026454,18.067620
1.511781,2.645619,4.066263,18.207597
1.511781,2.645618,4.098970,18.366611
1.511781,2.645625,4.124495,18.515470
1.511781,2.645616,4.142755,18.616574
1.511781,2.645612,4.153730,18.656717
1.511781,1.816526,2.834587,32.913494
1.511781,1.937769,2.834592,32.033186
1.511781,2.063996,2.834589,30.804150
1.511781,2.193480,2.834592,29.397899
1.511781,2.324763,2.834587,27.930161
1.511781,2.456648,2.834592,25.842767
1.511781,2.588104,2.834588,24.404266
1.511781,2.718287,2.834591,22.996501
1.511781,2.834592,2.846430,21.608022
1.511781,2.834585,2.971886,20.457369
1.511781,2.834585,3.094091,19.479367
1.511781,2.834589,3.212534,18.663511
1.511781,2.834585,3.326756,17.726560
1.511781,2.834585,3.436365,17.061678
1.511781,2.834592,3.540992,16.611868
1.511781,2.834591,3.640287,16.352927
1.511781,2.834588,3.733961,16.254225
1.511781,2.834592,3.821737,16.096602
1.511781,2.834587,3.903359,15.945884
1.511781,2.834592,3.978622,15.841261
1.511781,2.834589,4.047304,15.786085
1.511781,2.834592,4.109238,15.776843
1.511781,2.834587,4.164248,15.807517
1.511781,2.834592,4.212211,15.869341
1.511781,2.834588,4.252990,15.982403
1.511781,2.834591,4.286500,16.067383
1.511781,2.834592,4.312647,16.137064
1.511781,2.834585,4.331362,16.173920
1.511781,2.834585,4.342612,16.181517
1.511781,2.156200,3.212537,26.501434
1.511781,2.272678,3.212542,25.651141
1.511781,2.395309,3.212530,23.936259
1.511781,2.522363,3.212542,21.983250
1.511781,2.652274,3.212537,20.537000
1.511781,2.783734,3.212529,19.158359
1.511781,2.915614,3.212528,17.526100
1.511781,3.046925,3.212536,15.988443
1.511781,3.176765,3.212526,14.701872
1.511781,3.212528,3.304411,13.651665
1.511781,3.212532,3.429184,12.818624
1.511781,3.212534,3.550473,12.180419
1.511781,3.212532,3.667749,11.712905
1.511781,3.212528,3.780543,11.390042
1.511781,3.212526,3.888416,11.184513
1.511781,3.212536,3.990988,11.069697
1.511781,3.212528,4.087888,11.021500
1.511781,3.212529,4.178812,11.018905
1.511781,3.212537,4.263472,11.044780
1.511781,3.212542,4.341601,11.086061
1.511781,3.212530,4.412954,11.133117
1.511781,3.212542,4.477360,11.179336
1.511781,3.212537,4.534595,11.220985
1.511781,3.212529,4.584514,11.256214
1.511781,3.212528,4.626990,11.284613
1.511781,3.212536,4.661909,11.306564
1.511781,3.212526,4.689148,11.322807
1.511781,3.212528,4.708665,11.333926
1.511781,3.212532,4.720399,11.340402
1.511781,2.684941,3.779443,17.694928
1.511781,2.795691,3.779460,16.604823
1.511781,2.913639,3.779443,14.894129
1.511781,3.037165,3.779460,13.250500
1.511781,3.164679,3.779443,11.852341
1.511781,3.294849,3.779451,10.676009
1.511781,3.426422,3.779463,9.708407
1.511781,3.558286,3.779461,8.934608
1.511781,3.689456,3.779450,8.336129
1.511781,3.779462,3.819089,7.891961
1.511781,3.779453,3.946364,7.578855
1.511781,3.779452,4.070595,7.361947
1.511781,3.779453,4.191146,7.232934
1.511781,3.779462,4.307457,7.167294
1.511781,3.779450,4.418978,7.143399
1.511781,3.779461,4.525285,7.145545
1.511781,3.779463,4.625935,7.162203
1.511781,3.779451,4.720533,7.185108
1.511781,3.779443,4.808757,7.208626
1.511781,3.779460,4.890319,7.229114
1.511781,3.779443,4.964881,7.244807
1.511781,3.779460,5.032266,7.254899
1.511781,3.779443,5.092193,7.259819
1.511781,3.779451,5.144526,7.260369
1.511781,3.779463,5.189084,7.257767
1.511781,3.779461,5.225713,7.253470
1.511781,3.779450,5.254307,7.248704
1.511781,3.779462,5.274812,7.244531
1.511781,3.779453,5.287123,7.241753
1.511781,3.045087,4.157393,13.007048
1.511781,3.152797,4.157397,11.664486
1.511781,3.268167,4.157384,10.466711
1.511781,3.389619,4.157397,9.427843
1.511781,3.515600,4.157393,8.553332
1.511781,3.644779,4.157404,7.839560
1.511781,3.775858,4.157402,7.275294
1.511781,3.907702,4.157388,6.849027
1.511781,4.039318,4.157402,6.543721
1.511781,4.157404,4.169734,6.336215
1.511781,4.157400,4.298129,6.206243
1.511781,4.157397,4.423735,6.133690
1.511781,4.157400,4.545878,6.101399
1.511781,4.157404,4.663936,6.094928
1.511781,4.157402,4.777328,6.103481
1.511781,4.157388,4.885548,6.119459
1.511781,4.157402,4.988171,6.137730
1.511781,4.157404,5.084738,6.154933
1.511781,4.157393,5.174876,6.169106
1.511781,4.157397,5.258265,6.179225
1.511781,4.157384,5.334579,6.185118
1.511781,4.157397,5.403586,6.187011
1.511781,4.157393,5.465001,6.185646
1.511781,4.157404,5.518658,6.181901
1.511781,4.157402,5.564343,6.176656
1.511781,4.157388,5.601911,6.170900
1.511781,4.157402,5.631281,6.165426
1.511781,4.157404,5.652317,6.160993
1.511781,4.157400,5.664961,6.158112
1.511781,3.959990,5.102264,6.629106
1.511781,4.062120,5.102265,6.360506
1.511781,4.172535,5.102265,6.129500
1.511781,4.289788,5.102265,5.939968
1.511781,4.412481,5.102264,5.790838
1.511781,4.539281,5.102263,5.678060
1.511781,4.668918,5.102259,5.596320
1.511781,4.800229,5.102258,5.540402
