# R1,R2,R3,ETriat,E
2.800000,2.830084,2.000000,28.408320,9.112100
1.900000,2.571149,2.500000,36.471582,13.799324
2.500000,2.571149,1.900000,36.471582,13.799324
1.600000,4.978115,5.000000,9.408130,9.124025
5.000000,4.978115,1.600000,9.408130,9.124025
1.700000,3.181004,3.000000,21.619174,10.643780
3.000000,3.181004,1.700000,21.619174,10.643780
1.700000,4.993794,5.000000,9.401593,4.940596
5.000000,4.993794,1.700000,9.401593,4.940596
1.800000,2.815522,2.500000,31.636355,12.266636
2.500000,2.815522,1.800000,31.636355,12.266636
1.800000,5.011420,5.000000,9.441187,2.360367
5.000000,5.011420,1.800000,9.441187,2.360367
1.600000,4.041943,4.000000,11.160643,10.063063
4.000000,4.041943,1.600000,11.160643,10.063063
1.600000,9.849023,10.000000,9.101966,8.963348
10.000000,9.849023,1.600000,9.101966,8.963348
1.700000,3.615742,3.500000,14.446929,7.428103
3.500000,3.615742,1.700000,14.446929,7.428103
1.700000,7.884591,8.000000,9.090827,4.768539
8.000000,7.884591,1.700000,9.090827,4.768539
1.800000,3.219410,3.000000,21.220617,7.813462
3.000000,3.219410,1.800000,21.220617,7.813462
1.800000,7.889166,8.000000,9.128553,2.184567
8.000000,7.889166,1.800000,9.128553,2.184567
1.600000,3.586801,3.500000,14.515169,11.598779
3.500000,3.586801,1.600000,14.515169,11.598779
1.600000,7.881282,8.000000,9.105164,8.961497
8.000000,7.881282,1.600000,9.105164,8.961497
1.700000,4.065512,4.000000,11.148378,5.895836
4.000000,4.065512,1.700000,11.148378,5.895836
1.700000,9.848145,10.000000,9.087225,4.769977
10.000000,9.848145,1.700000,9.087225,4.769977
1.800000,3.647195,3.500000,14.372154,4.809845
3.500000,3.647195,1.800000,14.372154,4.809845
1.800000,5.957281,6.000000,9.184127,2.203660
6.000000,5.957281,1.800000,9.184127,2.203660
1.600000,5.935146,6.000000,9.158228,8.977560
6.000000,5.935146,1.600000,9.158228,8.977560
1.700000,3.012784,2.800000,25.774533,12.530262
2.800000,3.012784,1.700000,25.774533,12.530262
1.700000,5.945383,6.000000,9.145960,4.786914
6.000000,5.945383,1.700000,9.145960,4.786914
1.800000,3.054444,2.800000,25.193269,9.575399
2.800000,3.054444,1.800000,25.193269,9.575399
1.800000,4.091389,4.000000,11.162863,3.313126
4.000000,4.091389,1.800000,11.162863,3.313126
1.700000,3.870117,2.800000,19.391114,9.231927
2.800000,3.870117,1.700000,19.391114,9.231927
1.800000,6.264184,6.000000,9.172116,2.197833
6.000000,6.264184,1.800000,9.172116,2.197833
1.800000,10.160709,10.000000,9.124974,2.186161
10.000000,10.160709,1.800000,9.124974,2.186161
1.700000,3.935734,2.800000,19.261867,9.195761
2.800000,3.935734,1.700000,19.261867,9.195761
1.800000,5.864841,5.000000,9.328265,2.294138
5.000000,5.864841,1.800000,9.328265,2.294138
1.800000,6.620306,5.000000,9.233946,2.213224
5.000000,6.620306,1.800000,9.233946,2.213224
1.800000,6.309531,5.000000,9.223520,2.198686
5.000000,6.309531,1.800000,9.223520,2.198686
1.800000,6.102459,5.000000,9.221614,2.193073
5.000000,6.102459,1.800000,9.221614,2.193073
2.800000,6.793730,4.000000,10.801811,5.120923
4.000000,6.793730,2.800000,10.801811,5.120923
1.800000,6.022588,5.000000,9.222154,2.191917
5.000000,6.022588,1.800000,9.222154,2.191917
1.800000,6.754751,5.000000,9.240956,2.221608
5.000000,6.754751,1.800000,9.240956,2.221608
3.000000,7.744725,5.000000,9.798142,5.883887
5.000000,7.744725,3.000000,9.798142,5.883887
1.800000,6.794962,5.000000,9.243350,2.224373
5.000000,6.794962,1.800000,9.243350,2.224373
3.000000,6.766433,4.000000,10.748911,6.398342
4.000000,6.766433,3.000000,10.748911,6.398342
3.000000,6.261745,5.000000,9.804733,5.878475
5.000000,6.261745,3.000000,9.804733,5.878475
3.000000,6.993474,4.000000,10.813514,6.464818
4.000000,6.993474,3.000000,10.813514,6.464818
3.000000,7.935854,5.000000,9.802259,5.888581
5.000000,7.935854,3.000000,9.802259,5.888581
1.800000,3.363937,2.150000,27.293398,9.080946
2.150000,3.363937,1.800000,27.293398,9.080946
1.800000,3.559494,2.300000,24.689921,7.733900
2.300000,3.559494,1.800000,24.689921,7.733900
1.600000,8.426470,8.000000,9.104137,8.961701
8.000000,8.426470,1.600000,9.104137,8.961701
1.800000,3.157183,2.300000,27.921296,9.359545
2.300000,3.157183,1.800000,27.921296,9.359545
1.800000,3.034228,2.150000,30.738997,10.894251
2.150000,3.034228,1.800000,30.738997,10.894251
1.800000,3.498571,3.000000,18.911781,6.615059
3.000000,3.498571,1.800000,18.911781,6.615059
1.800000,3.241872,2.150000,28.303664,9.565059
2.150000,3.241872,1.800000,28.303664,9.565059
1.800000,3.496358,2.300000,25.004910,7.858942
2.300000,3.496358,1.800000,25.004910,7.858942
1.800000,2.920616,2.300000,31.302594,11.341801
2.300000,2.920616,1.800000,31.302594,11.341801
1.800000,3.991719,3.000000,16.741884,5.453899
3.000000,3.991719,1.800000,16.741884,5.453899
1.800000,3.425274,2.150000,26.899074,8.917070
2.150000,3.425274,1.800000,26.899074,8.917070
1.800000,3.757047,3.000000,17.499168,5.853842
3.000000,3.757047,1.800000,17.499168,5.853842
1.600000,8.158431,8.000000,9.104622,8.961659
8.000000,8.158431,1.600000,9.104622,8.961659
1.800000,3.370746,2.300000,25.838528,8.248826
2.300000,3.370746,1.800000,25.838528,8.248826
1.800000,2.804015,2.150000,34.563343,13.209382
2.150000,2.804015,1.800000,34.563343,13.209382
1.800000,4.130247,3.000000,16.484378,5.333668
3.000000,4.130247,1.800000,16.484378,5.333668
1.600000,4.317479,3.500000,12.530837,10.627816
3.500000,4.317479,1.600000,12.530837,10.627816
1.600000,4.691399,3.500000,12.350706,10.577335
3.500000,4.691399,1.600000,12.350706,10.577335
2.000000,3.201562,2.500000,25.061220,5.798461
2.500000,3.201562,2.000000,25.061220,5.798461
1.600000,4.517743,3.500000,12.386410,10.567183
3.500000,4.517743,1.600000,12.386410,10.567183
1.700000,3.921557,3.000000,16.968423,8.213911
3.000000,3.921557,1.700000,16.968423,8.213911
1.600000,3.848376,3.500000,13.458495,11.095921
3.500000,3.848376,1.600000,13.458495,11.095921
1.700000,3.696108,3.000000,17.785256,8.635899
3.000000,3.696108,1.700000,17.785256,8.635899
2.000000,3.835620,2.500000,20.819927,3.546538
2.500000,3.835620,2.000000,20.819927,3.546538
1.600000,4.450552,3.500000,12.421808,10.578941
3.500000,4.450552,1.600000,12.421808,10.578941
1.600000,4.950705,3.500000,12.444122,10.712424
3.500000,4.950705,1.600000,12.444122,10.712424
1.600000,3.852712,3.000000,17.184679,12.507663
3.000000,3.852712,1.600000,17.184679,12.507663
1.800000,3.796393,2.000000,29.444570,12.539892
2.000000,3.796393,1.800000,29.444570,12.539892
1.600000,3.636897,3.000000,18.053534,12.945133
3.000000,3.636897,1.600000,18.053534,12.945133
1.800000,3.767581,2.000000,29.014737,12.057036
2.000000,3.767581,1.800000,29.014737,12.057036
1.600000,3.980389,3.000000,16.857786,12.356831
3.000000,3.980389,1.600000,16.857786,12.356831
2.000000,3.462150,2.500000,22.619522,4.435376
2.500000,3.462150,2.000000,22.619522,4.435376
1.600000,4.093270,3.500000,12.851626,10.790223
3.500000,4.093270,1.600000,12.851626,10.790223
1.700000,3.448188,3.000000,19.238145,9.396619
3.000000,3.448188,1.700000,19.238145,9.396619
2.000000,3.697324,2.500000,21.283608,3.746730
2.500000,3.697324,2.000000,21.283608,3.746730
1.600000,10.888526,10.000000,9.102140,8.963906
10.000000,10.888526,1.600000,9.102140,8.963906
1.600000,6.717647,6.000000,8.858100,8.690023
6.000000,6.717647,1.600000,8.858100,8.690023
1.700000,11.694470,10.000000,9.087018,4.770309
10.000000,11.694470,1.700000,9.087018,4.770309
1.600000,6.939741,6.000000,8.857270,8.691132
6.000000,6.939741,1.600000,8.857270,8.691132
1.700000,11.650385,10.000000,9.087034,4.770318
10.000000,11.650385,1.700000,9.087034,4.770318
1.600000,7.134530,6.000000,8.858499,8.693712
6.000000,7.134530,1.600000,8.858499,8.693712
1.600000,7.595192,6.000000,8.859610,8.697097
6.000000,7.595192,1.600000,8.859610,8.697097
1.600000,6.209670,6.000000,8.865526,8.690648
6.000000,6.209670,1.600000,8.865526,8.690648
1.700000,5.805544,5.000000,9.292527,4.878436
5.000000,5.805544,1.700000,9.292527,4.878436
1.600000,6.864911,6.000000,8.857259,8.690521
6.000000,6.864911,1.600000,8.857259,8.690521
1.600000,7.556836,6.000000,8.860266,8.697602
6.000000,7.556836,1.600000,8.860266,8.697602
1.600000,10.127191,10.000000,9.101934,8.963449
10.000000,10.127191,1.600000,9.101934,8.963449
1.600000,10.809178,10.000000,9.102113,8.963858
10.000000,10.809178,1.600000,9.102113,8.963858
1.600000,11.096360,10.000000,9.102396,8.964209
10.000000,11.096360,1.600000,9.102396,8.964209
1.700000,5.281098,5.000000,9.339369,4.902415
5.000000,5.281098,1.700000,9.339369,4.902415
1.700000,10.430438,10.000000,9.087190,4.770191
10.000000,10.430438,1.700000,9.087190,4.770191
1.600000,7.428842,6.000000,8.859320,8.696108
6.000000,7.428842,1.600000,8.859320,8.696108
1.600000,10.397920,10.000000,9.101961,8.963581
10.000000,10.397920,1.600000,9.101961,8.963581
1.600000,9.594925,8.000000,9.102507,8.961341
8.000000,9.594925,1.600000,9.102507,8.961341
1.700000,5.160864,3.500000,12.687355,6.797460
3.500000,5.160864,1.700000,12.687355,6.797460
2.000000,4.461979,2.500000,22.111601,5.382883
2.500000,4.461979,2.000000,22.111601,5.382883
1.900000,11.684133,10.000000,9.167563,0.718367
10.000000,11.684133,1.900000,9.167563,0.718367
1.800000,3.582970,2.150000,26.235238,8.748476
2.150000,3.582970,1.800000,26.235238,8.748476
1.800000,4.667976,3.500000,12.424167,3.845326
3.500000,4.667976,1.800000,12.424167,3.845326
1.700000,4.995827,4.000000,10.390715,5.499257
4.000000,4.995827,1.700000,10.390715,5.499257
1.700000,3.470904,2.500000,23.716374,10.416417
2.500000,3.470904,1.700000,23.716374,10.416417
2.300000,3.933603,2.500000,19.049648,2.411456
2.500000,3.933603,2.300000,19.049648,2.411456
1.900000,9.894156,8.000000,9.169248,0.717139
8.000000,9.894156,1.900000,9.169248,0.717139
2.150000,4.610445,2.500000,21.280111,4.491852
2.500000,4.610445,2.150000,21.280111,4.491852
2.150000,4.492468,2.500000,20.410254,3.586710
2.500000,4.492468,2.150000,20.410254,3.586710
2.000000,7.444925,6.000000,9.247411,0.050715
6.000000,7.444925,2.000000,9.247411,0.050715
1.900000,5.216321,4.000000,10.433298,1.428809
4.000000,5.216321,1.900000,10.433298,1.428809
2.300000,4.187508,2.800000,16.637813,2.458450
2.800000,4.187508,2.300000,16.637813,2.458450
1.800000,4.662675,4.000000,10.532357,2.966047
4.000000,4.662675,1.800000,10.532357,2.966047
1.900000,4.262572,3.500000,12.729497,2.484175
3.500000,4.262572,1.900000,12.729497,2.484175
2.150000,3.297347,2.500000,23.413859,4.489808
2.500000,3.297347,2.150000,23.413859,4.489808
1.700000,7.694958,6.000000,9.125511,4.784733
6.000000,7.694958,1.700000,9.125511,4.784733
1.600000,6.558568,5.000000,9.298427,9.077344
5.000000,6.558568,1.600000,9.298427,9.077344
2.150000,4.411973,2.300000,22.926666,4.765496
2.300000,4.411973,2.150000,22.926666,4.765496
1.600000,4.019873,2.800000,18.955983,13.169384
2.800000,4.019873,1.600000,18.955983,13.169384
2.300000,9.640777,8.000000,9.351671,0.667317
8.000000,9.640777,2.300000,9.351671,0.667317
1.900000,4.744470,3.500000,12.405380,2.331521
3.500000,4.744470,1.900000,12.405380,2.331521
1.800000,3.146743,1.900000,31.817098,13.432689
1.900000,3.146743,1.800000,31.817098,13.432689
2.300000,4.800680,3.500000,12.293859,1.997821
3.500000,4.800680,2.300000,12.293859,1.997821
1.900000,4.695691,2.800000,20.236749,6.501264
2.800000,4.695691,1.900000,20.236749,6.501264
3.000000,6.279851,3.500000,12.254424,6.884050
3.500000,6.279851,3.000000,12.254424,6.884050
2.300000,4.351098,2.500000,18.814160,2.528440
2.500000,4.351098,2.300000,18.814160,2.528440
2.000000,9.165151,8.000000,9.214038,0.038984
8.000000,9.165151,2.000000,9.214038,0.038984
1.700000,4.851956,4.000000,10.416778,5.507071
4.000000,4.851956,1.700000,10.416778,5.507071
2.300000,6.177092,5.000000,9.539236,0.769264
5.000000,6.177092,2.300000,9.539236,0.769264
1.900000,3.392589,2.500000,23.660802,5.951023
2.500000,3.392589,1.900000,23.660802,5.951023
2.500000,4.225485,3.000000,14.771179,3.255814
3.000000,4.225485,2.500000,14.771179,3.255814
1.900000,2.758623,2.000000,36.432015,13.348195
2.000000,2.758623,1.900000,36.432015,13.348195
1.600000,4.596028,3.000000,17.303814,13.186309
3.000000,4.596028,1.600000,17.303814,13.186309
1.800000,3.916474,2.150000,27.182231,10.360760
2.150000,3.916474,1.800000,27.182231,10.360760
1.800000,7.612237,6.000000,9.162322,2.199532
6.000000,7.612237,1.800000,9.162322,2.199532
1.700000,4.104795,2.800000,18.912601,9.031058
2.800000,4.104795,1.700000,18.912601,9.031058
2.500000,4.989170,3.000000,14.785062,3.500189
3.000000,4.989170,2.500000,14.785062,3.500189
2.150000,4.299128,2.800000,17.183620,2.479448
2.800000,4.299128,2.150000,17.183620,2.479448
2.000000,3.659921,2.300000,23.098369,4.169613
2.300000,3.659921,2.000000,23.098369,4.169613
2.000000,3.400570,2.150000,25.842457,5.537084
2.150000,3.400570,2.000000,25.842457,5.537084
2.000000,4.146055,2.150000,26.101768,7.292537
2.150000,4.146055,2.000000,26.101768,7.292537
2.500000,5.254804,2.800000,17.520612,4.928005
2.800000,5.254804,2.500000,17.520612,4.928005
2.000000,4.641065,2.800000,18.508260,4.038041
2.800000,4.641065,2.000000,18.508260,4.038041
1.900000,3.995808,2.500000,21.119554,4.790259
2.500000,3.995808,1.900000,21.119554,4.790259
1.900000,6.173330,5.000000,9.363617,0.825676
5.000000,6.173330,1.900000,9.363617,0.825676
1.800000,3.946856,2.800000,18.629349,5.956001
2.800000,3.946856,1.800000,18.629349,5.956001
3.000000,6.652864,5.000000,9.793472,5.872456
5.000000,6.652864,3.000000,9.793472,5.872456
1.900000,4.716933,4.000000,10.552128,1.486652
4.000000,4.716933,1.900000,10.552128,1.486652
1.900000,5.348832,5.000000,9.418241,0.852881
5.000000,5.348832,1.900000,9.418241,0.852881
2.500000,3.905125,3.000000,15.526260,3.691372
3.000000,3.905125,2.500000,15.526260,3.691372
1.700000,9.694663,8.000000,9.088784,4.769049
8.000000,9.694663,1.700000,9.088784,4.769049
1.600000,4.564306,3.000000,17.147255,13.020932
3.000000,4.564306,1.600000,17.147255,13.020932
1.600000,5.444734,4.000000,10.393616,9.713746
4.000000,5.444734,1.600000,10.393616,9.713746
2.300000,5.610972,3.500000,12.588805,2.359181
3.500000,5.610972,2.300000,12.588805,2.359181
2.300000,6.713726,5.000000,9.534979,0.772359
5.000000,6.713726,2.300000,9.534979,0.772359
1.900000,7.142129,6.000000,9.203857,0.728002
6.000000,7.142129,1.900000,9.203857,0.728002
1.600000,5.747375,5.000000,9.309332,9.072095
5.000000,5.747375,1.600000,9.309332,9.072095
2.000000,5.994924,4.000000,10.595284,0.900521
4.000000,5.994924,2.000000,10.595284,0.900521
1.900000,4.015484,2.150000,26.454416,8.244183
2.150000,4.015484,1.900000,26.454416,8.244183
2.000000,4.008780,2.150000,24.661181,5.721088
2.150000,4.008780,2.000000,24.661181,5.721088
2.000000,3.899185,2.300000,22.577527,4.094667
2.300000,3.899185,2.000000,22.577527,4.094667
2.000000,3.726929,2.300000,22.871493,4.090519
2.300000,3.726929,2.000000,22.871493,4.090519
2.000000,4.103342,2.800000,17.899442,3.161677
2.800000,4.103342,2.000000,17.899442,3.161677
1.900000,5.925233,5.000000,9.368574,0.825255
5.000000,5.925233,1.900000,9.368574,0.825255
1.900000,2.988265,2.000000,32.068518,10.539113
2.000000,2.988265,1.900000,32.068518,10.539113
1.800000,8.200000,8.000000,9.127930,2.184716
8.000000,8.200000,1.800000,9.127930,2.184716
2.150000,3.690867,3.000000,17.317655,3.196092
3.000000,3.690867,2.150000,17.317655,3.196092
1.600000,6.595386,5.000000,9.300071,9.079413
5.000000,6.595386,1.600000,9.300071,9.079413
1.600000,9.554460,8.000000,9.102677,8.961484
8.000000,9.554460,1.600000,9.102677,8.961484
2.500000,5.950101,3.500000,12.735762,3.823513
3.500000,5.950101,2.500000,12.735762,3.823513
1.900000,5.724822,4.000000,10.505880,1.526118
4.000000,5.724822,1.900000,10.505880,1.526118
1.800000,3.445007,2.000000,28.753700,10.946901
2.000000,3.445007,1.800000,28.753700,10.946901
2.500000,4.592385,2.800000,15.675869,2.990568
2.800000,4.592385,2.500000,15.675869,2.990568
2.000000,11.038474,10.000000,9.212051,0.040295
10.000000,11.038474,2.000000,9.212051,0.040295
1.800000,10.749545,10.000000,9.124997,2.186384
10.000000,10.749545,1.800000,9.124997,2.186384
3.000000,6.941341,4.000000,10.798607,6.449521
4.000000,6.941341,3.000000,10.798607,6.449521
1.800000,7.288636,6.000000,9.161827,2.197583
6.000000,7.288636,1.800000,9.161827,2.197583
1.800000,4.200000,3.000000,16.402683,5.305739
3.000000,4.200000,1.800000,16.402683,5.305739
1.800000,5.066088,4.000000,10.412483,2.906430
4.000000,5.066088,1.800000,10.412483,2.906430
1.800000,6.828443,6.000000,9.162768,2.195376
6.000000,6.828443,1.800000,9.162768,2.195376
1.800000,4.204517,3.500000,12.781472,4.009044
3.500000,4.204517,1.800000,12.781472,4.009044
2.000000,3.712797,2.800000,18.971435,3.672571
2.800000,3.712797,2.000000,18.971435,3.672571
1.800000,3.935734,3.500000,13.336178,4.300268
3.500000,3.935734,1.800000,13.336178,4.300268
1.900000,3.982462,3.500000,13.263256,2.774984
3.500000,3.982462,1.900000,13.263256,2.774984
2.800000,4.482187,3.500000,12.072394,5.209585
3.500000,4.482187,2.800000,12.072394,5.209585
1.900000,3.896291,2.000000,28.783096,10.528186
2.000000,3.896291,1.900000,28.783096,10.528186
2.000000,9.411121,8.000000,9.213921,0.039070
8.000000,9.411121,2.000000,9.213921,0.039070
1.900000,3.822303,2.500000,21.337787,4.764656
2.500000,3.822303,1.900000,21.337787,4.764656
1.900000,4.024617,2.800000,18.234444,4.141857
2.800000,4.024617,1.900000,18.234444,4.141857
1.900000,4.517618,3.500000,12.484051,2.353669
3.500000,4.517618,1.900000,12.484051,2.353669
2.800000,5.794486,3.000000,15.987534,6.954433
3.000000,5.794486,2.800000,15.987534,6.954433
1.800000,9.601121,8.000000,9.126800,2.185296
8.000000,9.601121,1.800000,9.126800,2.185296
1.900000,4.276594,2.800000,18.222158,4.333297
2.800000,4.276594,1.900000,18.222158,4.333297
1.700000,3.164280,2.150000,29.648313,13.149041
2.150000,3.164280,1.700000,29.648313,13.149041
1.700000,5.553559,5.000000,9.307217,4.884305
5.000000,5.553559,1.700000,9.307217,4.884305
1.800000,3.080584,2.500000,27.590913,9.918858
2.500000,3.080584,1.800000,27.590913,9.918858
1.700000,5.195644,3.500000,12.727902,6.840664
3.500000,5.195644,1.700000,12.727902,6.840664
1.700000,4.463812,2.800000,19.729060,10.060634
2.800000,4.463812,1.700000,19.729060,10.060634
1.800000,3.962410,2.300000,24.501611,8.336241
2.300000,3.962410,1.800000,24.501611,8.336241
1.600000,9.111277,8.000000,9.103561,8.962014
8.000000,9.111277,1.600000,9.103561,8.962014
2.300000,4.626997,2.800000,16.684856,2.701544
2.800000,4.626997,2.300000,16.684856,2.701544
2.000000,7.211103,6.000000,9.247544,0.049658
6.000000,7.211103,2.000000,9.247544,0.049658
1.900000,3.316791,2.000000,28.356100,8.546201
2.000000,3.316791,1.900000,28.356100,8.546201
1.800000,4.915800,4.000000,10.437096,2.914469
4.000000,4.915800,1.800000,10.437096,2.914469
2.000000,5.495155,3.500000,12.768997,2.044210
3.500000,5.495155,2.000000,12.768997,2.044210
2.150000,4.908385,2.800000,18.894413,4.366243
2.800000,4.908385,2.150000,18.894413,4.366243
1.700000,3.821478,2.500000,22.348086,9.906044
2.500000,3.821478,1.700000,22.348086,9.906044
1.700000,3.477068,2.300000,25.662449,11.075872
2.300000,3.477068,1.700000,25.662449,11.075872
2.800000,5.467175,3.500000,11.880705,5.156621
3.500000,5.467175,2.800000,11.880705,5.156621
2.300000,4.360032,3.000000,15.229621,2.483472
3.000000,4.360032,2.300000,15.229621,2.483472
1.800000,5.600506,5.000000,9.238782,2.196044
5.000000,5.600506,1.800000,9.238782,2.196044
1.900000,3.227644,2.300000,26.785760,7.065137
2.300000,3.227644,1.900000,26.785760,7.065137
1.700000,8.178631,8.000000,9.090261,4.768712
8.000000,8.178631,1.700000,9.090261,4.768712
1.900000,4.428318,4.000000,10.758548,1.609572
4.000000,4.428318,1.900000,10.758548,1.609572
2.300000,4.188078,3.500000,12.881061,2.354022
3.500000,4.188078,2.300000,12.881061,2.354022
1.800000,9.794407,8.000000,9.126557,2.185167
8.000000,9.794407,1.800000,9.126557,2.185167
1.700000,3.817515,2.150000,27.921701,13.569883
2.150000,3.817515,1.700000,27.921701,13.569883
1.700000,4.062169,2.500000,22.713775,10.587628
2.500000,4.062169,1.700000,22.713775,10.587628
2.500000,5.314168,3.000000,15.548891,4.290617
3.000000,5.314168,2.500000,15.548891,4.290617
2.000000,11.389096,10.000000,9.212018,0.040332
10.000000,11.389096,2.000000,9.212018,0.040332
1.800000,7.073896,6.000000,9.161806,2.196287
6.000000,7.073896,1.800000,9.161806,2.196287
1.700000,5.956120,5.000000,9.288845,4.878774
5.000000,5.956120,1.700000,9.288845,4.878774
1.700000,3.739790,2.800000,19.778305,9.390078
2.800000,3.739790,1.700000,19.778305,9.390078
2.500000,5.294972,2.800000,18.057623,5.467603
2.800000,5.294972,2.500000,18.057623,5.467603
1.600000,9.419674,8.000000,9.103109,8.961822
8.000000,9.419674,1.600000,9.103109,8.961822
2.300000,4.927921,2.800000,17.463148,3.533543
2.800000,4.927921,2.300000,17.463148,3.533543
2.000000,4.551203,3.000000,16.098417,2.934692
3.000000,4.551203,2.000000,16.098417,2.934692
1.900000,3.642801,2.300000,23.761015,5.513720
2.300000,3.642801,1.900000,23.761015,5.513720
1.800000,10.922597,10.000000,9.125014,2.186446
10.000000,10.922597,1.800000,9.125014,2.186446
1.800000,3.114891,2.000000,31.063118,11.785059
2.000000,3.114891,1.800000,31.063118,11.785059
1.700000,3.518967,2.800000,20.860475,9.918334
2.800000,3.518967,1.700000,20.860475,9.918334
1.900000,8.537500,8.000000,9.170149,0.716780
8.000000,8.537500,1.900000,9.170149,0.716780
1.600000,4.308132,4.000000,10.737434,9.843129
4.000000,4.308132,1.600000,10.737434,9.843129
2.300000,3.397058,2.500000,21.806622,3.881523
2.500000,3.397058,2.300000,21.806622,3.881523
1.700000,3.996279,2.300000,26.572063,13.068824
2.300000,3.996279,1.700000,26.572063,13.068824
2.000000,6.951152,5.000000,9.420842,0.169947
5.000000,6.951152,2.000000,9.420842,0.169947
1.900000,4.058209,2.300000,23.950167,6.380649
2.300000,4.058209,1.900000,23.950167,6.380649
1.700000,10.949429,10.000000,9.087285,4.770435
10.000000,10.949429,1.700000,9.087285,4.770435
1.600000,3.794461,2.800000,19.386311,13.280516
2.800000,3.794461,1.600000,19.386311,13.280516
2.150000,4.645599,2.500000,21.765595,4.986042
2.500000,4.645599,2.150000,21.765595,4.986042
1.600000,6.151797,5.000000,9.288154,9.060924
5.000000,6.151797,1.600000,9.288154,9.060924
2.150000,4.681288,3.000000,15.745807,2.509635
3.000000,4.681288,2.150000,15.745807,2.509635
2.000000,3.905125,2.500000,20.668599,3.501143
2.500000,3.905125,2.000000,20.668599,3.501143
1.900000,5.137335,4.000000,10.437479,1.426936
4.000000,5.137335,1.900000,10.437479,1.426936
1.800000,3.811504,2.800000,19.007478,6.131348
2.800000,3.811504,1.800000,19.007478,6.131348
1.600000,6.472561,6.000000,8.860031,8.689167
6.000000,6.472561,1.600000,8.860031,8.689167
1.900000,3.819632,3.000000,17.195595,4.153195
3.000000,3.819632,1.900000,17.195595,4.153195
1.800000,3.328663,2.800000,22.050601,7.803193
2.800000,3.328663,1.800000,22.050601,7.803193
2.300000,3.623534,2.800000,18.431487,3.415988
2.800000,3.623534,2.300000,18.431487,3.415988
1.900000,4.046160,2.150000,27.236535,9.058805
2.150000,4.046160,1.900000,27.236535,9.058805
2.000000,4.263393,2.300000,24.078247,5.947416
2.300000,4.263393,2.000000,24.078247,5.947416
1.700000,3.634088,2.300000,25.059104,10.922914
2.300000,3.634088,1.700000,25.059104,10.922914
1.700000,4.592385,3.500000,12.443162,6.467385
3.500000,4.592385,1.700000,12.443162,6.467385
3.000000,7.000000,5.000000,9.790495,5.872529
5.000000,7.000000,3.000000,9.790495,5.872529
2.300000,4.344770,2.800000,16.533297,2.449151
2.800000,4.344770,2.300000,16.533297,2.449151
2.000000,4.135727,3.000000,16.238343,2.858978
3.000000,4.135727,2.000000,16.238343,2.858978
2.000000,4.995432,3.000000,17.440440,4.358942
3.000000,4.995432,2.000000,17.440440,4.358942
1.800000,11.747907,10.000000,9.124797,2.186384
10.000000,11.747907,1.800000,9.124797,2.186384
2.800000,5.750439,3.000000,15.416401,6.381948
3.000000,5.750439,2.800000,15.416401,6.381948
2.150000,4.784292,2.800000,18.005354,3.458576
2.800000,4.784292,2.150000,18.005354,3.458576
1.700000,5.068530,4.000000,10.385158,5.501047
4.000000,5.068530,1.700000,10.385158,5.501047
2.500000,5.220153,3.500000,12.168860,3.225780
3.500000,5.220153,2.500000,12.168860,3.225780
1.600000,3.669401,2.800000,19.868839,13.507410
2.800000,3.669401,1.600000,19.868839,13.507410
1.900000,3.106639,2.150000,29.345366,8.405440
2.150000,3.106639,1.900000,29.345366,8.405440
2.150000,3.148412,2.300000,26.418715,5.472060
2.300000,3.148412,2.150000,26.418715,5.472060
1.700000,4.495973,2.800000,20.110963,10.453962
2.800000,4.495973,1.700000,20.110963,10.453962
1.800000,5.259341,3.500000,12.698356,4.193862
3.500000,5.259341,1.800000,12.698356,4.193862
2.300000,5.056790,2.800000,18.322935,4.407482
2.800000,5.056790,2.300000,18.322935,4.407482
1.900000,7.704244,6.000000,9.204288,0.731057
6.000000,7.704244,1.900000,9.204288,0.731057
1.800000,3.908336,2.500000,21.726631,6.796904
2.500000,3.908336,1.800000,21.726631,6.796904
2.150000,4.030819,2.500000,19.737457,2.618631
2.500000,4.030819,2.150000,19.737457,2.618631
1.900000,9.009684,8.000000,9.169811,0.717047
8.000000,9.009684,1.900000,9.169811,0.717047
1.800000,3.545163,2.500000,23.046646,7.356324
2.500000,3.545163,1.800000,23.046646,7.356324
2.000000,9.993910,8.000000,9.213596,0.039094
8.000000,9.993910,2.000000,9.213596,0.039094
1.800000,4.065448,2.300000,25.414447,9.362834
2.300000,4.065448,1.800000,25.414447,9.362834
1.900000,4.465174,3.000000,16.307964,3.838127
3.000000,4.465174,1.900000,16.307964,3.838127
1.800000,11.010904,10.000000,9.125019,2.186472
10.000000,11.010904,1.800000,9.125019,2.186472
1.700000,8.889690,8.000000,9.089398,4.768989
8.000000,8.889690,1.700000,9.089398,4.768989
2.800000,5.369868,3.500000,11.840162,5.111119
3.500000,5.369868,2.800000,11.840162,5.111119
2.150000,3.814344,2.500000,20.172926,2.758060
2.500000,3.814344,2.150000,20.172926,2.758060
2.000000,4.322161,3.500000,12.672363,1.738254
3.500000,4.322161,2.000000,12.672363,1.738254
1.900000,2.983287,2.300000,29.979520,8.909463
2.300000,2.983287,1.900000,29.979520,8.909463
2.500000,4.301163,3.500000,12.613367,3.465268
3.500000,4.301163,2.500000,12.613367,3.465268
