R1,R2,R3,ETriat,E,ENew
1.511776,1.511781,1.734233,48.520936,79.179232,79.179232
1.734233,1.511781,1.511776,48.520936,79.179232,79.179232
1.511781,1.511782,1.840621,46.513867,74.077964,74.077964
1.840621,1.511782,1.511781,46.513867,74.077964,74.077964
1.511781,1.511788,1.943512,44.255523,69.943196,69.943196
1.943512,1.511788,1.511781,44.255523,69.943196,69.943196
1.511781,1.511788,2.042701,40.258593,64.863523,64.863523
2.042701,1.511788,1.511781,40.258593,64.863523,64.863523
1.511781,1.511781,2.137981,36.130288,60.169965,60.169965
2.137981,1.511781,1.511781,36.130288,60.169965,60.169965
1.511781,1.511788,2.229203,35.331442,59.138810,59.138810
2.229203,1.511788,1.511781,35.331442,59.138810,59.138810
1.511781,1.511788,2.316189,33.092353,56.880060,56.880060
2.316189,1.511788,1.511781,33.092353,56.880060,56.880060
1.511781,1.511782,2.398759,31.452575,55.351084,55.351084
2.398759,1.511782,1.511781,31.452575,55.351084,55.351084
1.511776,1.511781,2.476758,30.216862,54.301066,54.301066
2.476758,1.511781,1.511776,30.216862,54.301066,54.301066
1.511781,1.511784,2.550043,28.471030,52.778465,52.778465
2.550043,1.511784,1.511781,28.471030,52.778465,52.778465
1.511780,1.511781,2.618481,26.297275,50.843992,50.843992
2.618481,1.511781,1.511780,26.297275,50.843992,50.843992
1.511777,1.511781,2.681929,24.538921,49.324860,49.324860
2.681929,1.511781,1.511777,24.538921,49.324860,49.324860
1.511781,1.511787,2.740281,23.170501,48.184947,48.184947
2.740281,1.511787,1.511781,23.170501,48.184947,48.184947
1.511781,1.511793,2.793418,22.131667,47.359381,47.359381
2.793418,1.511793,1.511781,22.131667,47.359381,47.359381
1.511781,1.511787,2.841227,21.376229,46.798900,46.798900
2.841227,1.511787,1.511781,21.376229,46.798900,46.798900
1.511777,1.511781,2.883619,20.865058,46.461571,46.461571
2.883619,1.511781,1.511777,20.865058,46.461571,46.461571
1.511780,1.511781,2.920536,20.559600,46.306240,46.306240
2.920536,1.511781,1.511780,20.559600,46.306240,46.306240
1.511781,1.511784,2.951896,20.416364,46.289936,46.289936
2.951896,1.511784,1.511781,20.416364,46.289936,46.289936
1.511776,1.511781,2.977621,20.393435,46.371417,46.371417
2.977621,1.511781,1.511776,20.393435,46.371417,46.371417
1.511781,1.511782,2.997695,20.461298,46.519288,46.519288
2.997695,1.511782,1.511781,20.461298,46.519288,46.519288
1.511781,1.511788,3.012064,20.546393,46.661176,46.661176
3.012064,1.511788,1.511781,20.546393,46.661176,46.661176
1.511781,1.511788,3.020692,20.615052,46.764165,46.764165
3.020692,1.511788,1.511781,20.615052,46.764165,46.764165
1.511781,1.614578,1.700749,48.690377,73.355084,73.355084
1.700749,1.614578,1.511781,48.690377,73.355084,73.355084
1.511781,1.700761,1.733438,47.930500,67.086281,67.086281
1.733438,1.700761,1.511781,47.930500,67.086281,67.086281
1.511781,1.700749,1.849118,46.990150,62.833042,62.833042
1.849118,1.700749,1.511781,46.990150,62.833042,62.833042
1.511781,1.700749,1.961397,44.512905,58.430240,58.430240
1.961397,1.700749,1.511781,44.512905,58.430240,58.430240
1.511781,1.700758,2.070054,41.014805,53.886505,53.886505
2.070054,1.700758,1.511781,41.014805,53.886505,53.886505
1.511781,1.700762,2.174831,37.091276,49.475594,49.475594
2.174831,1.700762,1.511781,37.091276,49.475594,49.475594
1.511781,1.700754,2.275532,32.581198,44.827871,44.827871
2.275532,1.700754,1.511781,32.581198,44.827871,44.827871
1.511781,1.700762,2.371973,32.418042,44.738801,44.738801
2.371973,1.700762,1.511781,32.418042,44.738801,44.738801
1.511781,1.700758,2.463939,30.509495,43.027870,43.027870
2.463939,1.700758,1.511781,30.509495,43.027870,43.027870
1.511781,1.700749,2.551270,29.054897,41.836311,41.836311
2.551270,1.700749,1.511781,29.054897,41.836311,41.836311
1.511781,1.700749,2.633784,27.933471,41.006192,41.006192
2.633784,1.700749,1.511781,27.933471,41.006192,41.006192
1.511781,1.700761,2.711335,26.453662,39.823132,39.823132
2.711335,1.700761,1.511781,26.453662,39.823132,39.823132
1.511781,1.700749,2.783738,24.666685,38.325942,38.325942
2.783738,1.700749,1.511781,24.666685,38.325942,38.325942
1.511781,1.700760,2.850893,23.201464,37.133342,37.133342
2.850893,1.700760,1.511781,23.201464,37.133342,37.133342
1.511781,1.700755,2.912642,22.061766,36.245679,36.245679
2.912642,1.700755,1.511781,22.061766,36.245679,36.245679
1.511781,1.700764,2.968885,21.258423,35.669890,35.669890
2.968885,1.700764,1.511781,21.258423,35.669890,35.669890
1.511781,1.700755,3.019487,20.675033,35.289413,35.289413
3.019487,1.700755,1.511781,20.675033,35.289413,35.289413
1.511781,1.700760,3.064382,20.307467,35.098481,35.098481
3.064382,1.700760,1.511781,20.307467,35.098481,35.098481
1.511781,1.700749,3.103450,20.120175,35.062793,35.062793
3.103450,1.700749,1.511781,20.120175,35.062793,35.062793
1.511781,1.700761,3.136658,19.970169,35.038422,35.038422
3.136658,1.700761,1.511781,19.970169,35.038422,35.038422
1.511781,1.700749,3.163893,20.008752,35.179225,35.179225
3.163893,1.700749,1.511781,20.008752,35.179225,35.179225
1.511781,1.700749,3.185141,20.113140,35.361745,35.361745
3.185141,1.700749,1.511781,20.113140,35.361745,35.361745
1.511781,1.700758,3.200357,20.221934,35.525444,35.525444
3.200357,1.700758,1.511781,20.221934,35.525444,35.525444
1.511781,1.700762,3.209496,20.267340,35.603587,35.603587
3.209496,1.700762,1.511781,20.267340,35.603587,35.603587
1.477776,1.511781,1.889723,46.480006,76.124100,76.124100
1.889723,1.511781,1.477776,46.480006,76.124100,76.124100
1.511781,1.606015,1.889727,46.881957,66.655415,66.655415
1.889727,1.606015,1.511781,46.881957,66.655415,66.655415
1.511781,1.731971,1.889734,46.473142,60.286484,60.286484
1.889734,1.731971,1.511781,46.473142,60.286484,60.286484
1.511781,1.855220,1.889731,45.619262,55.933247,55.933247
1.889731,1.855220,1.511781,45.619262,55.933247,55.933247
1.511781,1.889721,1.975431,44.536348,52.883970,52.883970
1.975431,1.889721,1.511781,44.536348,52.883970,52.883970
1.511781,1.889734,2.092309,40.634364,47.970425,47.970425
2.092309,1.889734,1.511781,40.634364,47.970425,47.970425
1.511781,1.889731,2.205534,36.956692,43.874598,43.874598
2.205534,1.889731,1.511781,36.956692,43.874598,43.874598
1.511781,1.889718,2.314845,32.178427,39.039672,39.039672
2.314845,1.889718,1.511781,32.178427,39.039672,39.039672
1.511781,1.889726,2.420030,29.544143,36.560242,36.560242
2.420030,1.889726,1.511781,29.544143,36.560242,36.560242
1.511781,1.889718,2.520818,29.346359,36.633831,36.633831
2.520818,1.889718,1.511781,29.346359,36.633831,36.633831
1.511781,1.889731,2.617011,27.691570,35.306412,35.306412
2.617011,1.889731,1.511781,27.691570,35.306412,35.306412
1.511781,1.889734,2.708394,26.429031,34.391256,34.391256
2.708394,1.889734,1.511781,26.429031,34.391256,34.391256
1.511781,1.889721,2.794768,25.432639,33.740577,33.740577
2.794768,1.889721,1.511781,25.432639,33.740577,33.740577
1.511781,1.889731,2.875985,24.252718,32.891291,32.891291
2.875985,1.889731,1.511781,24.252718,32.891291,32.891291
1.511781,1.889734,2.951851,22.845204,31.792314,31.792314
2.951851,1.889734,1.511781,22.845204,31.792314,31.792314
1.511781,1.889727,3.022220,21.677499,30.906906,30.906906
3.022220,1.889727,1.511781,21.677499,30.906906,30.906906
1.511781,1.889723,3.086947,20.772595,30.255707,30.255707
3.086947,1.889723,1.511781,20.772595,30.255707,30.255707
1.511781,1.889735,3.145917,20.115747,29.823063,29.823063
3.145917,1.889735,1.511781,20.115747,29.823063,29.823063
1.511781,1.889723,3.198978,19.674715,29.577622,29.577622
3.198978,1.889723,1.511781,19.674715,29.577622,29.577622
1.511781,1.889727,3.246064,19.366066,29.436299,29.436299
3.246064,1.889727,1.511781,19.366066,29.436299,29.436299
1.511781,1.889734,3.287068,19.250949,29.461797,29.461797
3.287068,1.889734,1.511781,19.250949,29.461797,29.461797
1.511781,1.889731,3.321890,19.259578,29.586035,29.586035
3.321890,1.889731,1.511781,19.259578,29.586035,29.586035
1.511781,1.889721,3.350468,19.415538,29.834164,29.834164
3.350468,1.889721,1.511781,19.415538,29.834164,29.834164
1.511781,1.889734,3.372776,19.542267,30.030604,30.030604
3.372776,1.889734,1.511781,19.542267,30.030604,30.030604
1.511781,1.889731,3.388728,19.603961,30.141356,30.141356
3.388728,1.889731,1.511781,19.603961,30.141356,30.141356
1.511781,1.889718,3.398301,19.552796,30.119414,30.119414
3.398301,1.889718,1.511781,19.552796,30.119414,30.119414
1.470464,1.511781,2.078706,38.330523,66.479487,66.479487
2.078706,1.511781,1.470464,38.330523,66.479487,66.479487
1.511781,1.602032,2.078705,39.673434,57.477227,57.477227
2.078705,1.602032,1.511781,39.673434,57.477227,57.477227
1.511781,1.732490,2.078699,40.656026,52.240490,52.240490
2.078699,1.732490,1.511781,40.656026,52.240490,52.240490
1.511781,1.861168,2.078702,41.263467,49.241471,49.241471
2.078702,1.861168,1.511781,41.263467,49.241471,49.241471
1.511781,1.987534,2.078701,40.243227,46.240891,46.240891
2.078701,1.987534,1.511781,40.243227,46.240891,46.240891
1.511781,2.078694,2.111123,39.974150,44.998509,44.998509
2.111123,2.078694,1.511781,39.974150,44.998509,44.998509
1.511781,2.078701,2.231544,36.022578,40.691238,40.691238
2.231544,2.078701,1.511781,36.022578,40.691238,40.691238
1.511781,2.078700,2.348426,31.962722,36.645019,36.645019
2.348426,2.078700,1.511781,31.962722,36.645019,36.645019
1.511781,2.078691,2.461435,27.611572,32.517579,32.517579
2.461435,2.078691,1.511781,27.611572,32.517579,32.517579
1.511781,2.078699,2.570305,26.609194,31.848601,31.848601
2.570305,2.078699,1.511781,26.609194,31.848601,31.848601
1.511781,2.078691,2.674735,26.203970,31.825401,31.825401
2.674735,2.078691,1.511781,26.203970,31.825401,31.825401
1.511781,2.078700,2.774500,24.809374,30.825121,30.825121
2.774500,2.078700,1.511781,24.809374,30.825121,30.825121
1.511781,2.078701,2.869350,23.748718,30.150159,30.150159
2.869350,2.078701,1.511781,23.748718,30.150159,30.150159
1.511781,2.078694,2.959064,22.929013,29.695313,29.695313
2.959064,2.078694,1.511781,22.929013,29.695313,29.695313
1.511781,2.078701,3.043463,22.042346,29.145586,29.145586
3.043463,2.078701,1.511781,22.042346,29.145586,29.145586
1.511781,2.078702,3.122342,20.937890,28.346342,28.346342
3.122342,2.078702,1.511781,20.937890,28.346342,28.346342
1.511781,2.078699,3.195531,20.027189,27.707415,27.707415
3.195531,2.078699,1.511781,20.027189,27.707415,27.707415
1.511781,2.078705,3.262895,19.334871,27.253306,27.253306
3.262895,2.078705,1.511781,19.334871,27.253306,27.253306
1.511781,2.078706,3.324264,18.789085,26.913201,26.913201
3.324264,2.078706,1.511781,18.789085,26.913201,26.913201
1.511781,2.078705,3.379519,18.481204,26.780333,26.780333
3.379519,2.078705,1.511781,18.481204,26.780333,26.780333
1.511781,2.078699,3.428544,18.329173,26.775000,26.775000
3.428544,2.078699,1.511781,18.329173,26.775000,26.775000
1.511781,2.078702,3.471243,18.302718,26.869360,26.869360
3.471243,2.078702,1.511781,18.302718,26.869360,26.869360
1.511781,2.078701,3.507520,18.361296,27.025427,27.025427
3.507520,2.078701,1.511781,18.361296,27.025427,27.025427
1.511781,2.078694,3.537298,18.408911,27.149492,27.149492
3.537298,2.078694,1.511781,18.408911,27.149492,27.149492
1.511781,2.078701,3.560534,18.187267,26.985142,26.985142
3.560534,2.078701,1.511781,18.187267,26.985142,26.985142
1.511781,2.078700,3.577160,18.078301,26.915976,26.915976
3.577160,2.078700,1.511781,18.078301,26.915976,26.915976
1.511781,2.078691,3.587140,18.088974,26.950104,26.950104
3.587140,2.078691,1.511781,18.088974,26.950104,26.950104
1.345858,1.511781,2.267666,33.392124,76.448550,76.448550
2.267666,1.511781,1.345858,33.392124,76.448550,76.448550
1.474957,1.511781,2.267672,34.049315,61.190149,61.190149
2.267672,1.511781,1.474957,34.049315,61.190149,61.190149
1.511781,1.606110,2.267676,34.454066,51.445148,51.445148
2.267676,1.606110,1.511781,34.454066,51.445148,51.445148
1.511781,1.737974,2.267672,32.989903,43.810852,43.810852
2.267672,1.737974,1.511781,32.989903,43.810852,43.810852
1.511781,1.869520,2.267666,34.049064,41.289403,41.289403
2.267666,1.869520,1.511781,34.049064,41.289403,41.289403
1.511781,1.999897,2.267671,35.028443,40.326112,40.326112
2.267671,1.999897,1.511781,35.028443,40.326112,40.326112
1.511781,2.128418,2.267671,34.801143,39.177787,39.177787
2.267671,2.128418,1.511781,34.801143,39.177787,39.177787
1.511781,2.254501,2.267667,33.881060,37.962941,37.962941
2.267667,2.254501,1.511781,33.881060,37.962941,37.962941
1.511781,2.267668,2.377654,30.944061,35.101777,35.101777
2.377654,2.267668,1.511781,30.944061,35.101777,35.101777
1.511781,2.267673,2.497439,26.765033,31.204817,31.204817
2.497439,2.267673,1.511781,26.765033,31.204817,31.204817
1.511781,2.267665,2.613463,24.288510,29.113843,29.113843
2.613463,2.267665,1.511781,24.288510,29.113843,29.113843
1.511781,2.267671,2.725402,24.483206,29.735988,29.735988
2.725402,2.267671,1.511781,24.483206,29.735988,29.735988
1.511781,2.267665,2.832911,23.073399,28.759645,28.759645
2.832911,2.267665,1.511781,23.073399,28.759645,28.759645
1.511781,2.267673,2.935719,21.925881,28.031085,28.031085
2.935719,2.267673,1.511781,21.925881,28.031085,28.031085
1.511781,2.267668,3.033540,21.064152,27.561711,27.561711
3.033540,2.267668,1.511781,21.064152,27.561711,27.561711
1.511781,2.267667,3.126150,20.446039,27.302394,27.302394
3.126150,2.267667,1.511781,20.446039,27.302394,27.302394
1.511781,2.267671,3.213325,19.866022,27.043814,27.043814
3.213325,2.267671,1.511781,19.866022,27.043814,27.043814
1.511781,2.267671,3.294850,18.977394,26.437844,26.437844
3.294850,2.267671,1.511781,18.977394,26.437844,26.437844
1.511781,2.267666,3.370530,18.273608,25.978444,25.978444
3.370530,2.267666,1.511781,18.273608,25.978444,25.978444
1.511781,2.267672,3.440216,17.762812,25.675763,25.675763
3.440216,2.267672,1.511781,17.762812,25.675763,25.675763
1.511781,2.267676,3.503725,17.346476,25.434094,25.434094
3.503725,2.267676,1.511781,17.346476,25.434094,25.434094
1.511781,2.267672,3.560919,17.157073,25.389343,25.389343
3.560919,2.267672,1.511781,17.157073,25.389343,25.389343
1.511781,2.267666,3.611682,17.091330,25.441813,25.441813
3.611682,2.267666,1.511781,17.091330,25.441813,25.441813
1.511781,2.267671,3.655908,17.121020,25.566702,25.566702
3.655908,2.267671,1.511781,17.121020,25.566702,25.566702
1.511781,2.267671,3.693490,17.192117,25.713056,25.713056
3.693490,2.267671,1.511781,17.192117,25.713056,25.713056
1.511781,2.267667,3.724344,17.061641,25.640551,25.640551
3.724344,2.267667,1.511781,17.061641,25.640551,25.640551
1.511781,2.267668,3.748415,16.889149,25.510936,25.510936
3.748415,2.267668,1.511781,16.889149,25.510936,25.510936
1.511781,2.267673,3.765648,16.823963,25.475204,25.475204
3.765648,2.267673,1.511781,16.823963,25.475204,25.475204
1.511781,2.267665,3.775992,16.827718,25.496148,25.496148
3.775992,2.267665,1.511781,16.827718,25.496148,25.496148
1.495353,1.511781,2.456648,34.248508,59.723011,59.723011
2.456648,1.511781,1.495353,34.248508,59.723011,59.723011
1.511781,1.621889,2.456642,33.984045,50.309008,50.309008
2.456642,1.621889,1.511781,33.984045,50.309008,50.309008
1.511781,1.751665,2.456647,31.644984,42.244280,42.244280
2.456647,1.751665,1.511781,31.644984,42.244280,42.244280
1.511781,1.883106,2.456642,29.573726,36.800393,36.800393
2.456642,1.883106,1.511781,29.573726,36.800393,36.800393
1.511781,2.014989,2.456648,27.851190,33.249132,33.249132
2.456648,2.014989,1.511781,27.851190,33.249132,33.249132
1.511781,2.146311,2.456639,27.805555,32.361035,32.361035
2.456639,2.146311,1.511781,27.805555,32.361035,32.361035
1.511781,2.276281,2.456641,27.904782,32.229858,32.229858
2.456641,2.276281,1.511781,27.904782,32.229858,32.229858
1.511781,2.404185,2.456646,27.273204,31.730477,31.730477
2.456646,2.404185,1.511781,27.273204,31.730477,31.730477
1.511781,2.456635,2.529448,24.989605,29.778442,29.778442
2.529448,2.456635,1.511781,24.989605,29.778442,29.778442
1.511781,2.456643,2.651559,22.358749,27.576325,27.576325
2.651559,2.456643,1.511781,22.358749,27.576325,27.576325
1.511781,2.456638,2.770052,21.856190,27.538512,27.538512
2.770052,2.456638,1.511781,21.856190,27.538512,27.538512
1.511781,2.456644,2.884542,20.096266,26.244223,26.244223
2.884542,2.456644,1.511781,20.096266,26.244223,26.244223
1.511781,2.456638,2.994647,18.558438,25.152314,25.152314
2.994647,2.456638,1.511781,18.558438,25.152314,25.152314
1.511781,2.456643,3.100063,17.374189,24.382124,24.382124
3.100063,2.456643,1.511781,17.374189,24.382124,24.382124
1.511781,2.456635,3.200464,16.497008,23.879578,23.879578
3.200464,2.456635,1.511781,16.497008,23.879578,23.879578
1.511781,2.456646,3.295614,15.895951,23.610026,23.610026
3.295614,2.456646,1.511781,15.895951,23.610026,23.610026
1.511781,2.456641,3.385214,15.508680,23.509812,23.509812
3.385214,2.456641,1.511781,15.508680,23.509812,23.509812
