E with Multiplicative Noise St.Dev=0.05
42.644467
47.917419
39.667468
39.694041
41.008150
41.639616
38.470061
32.524692
35.320247
31.221212
29.967383
32.120314
30.518512
31.106664
28.620821
28.755401
28.147828
28.358111
29.460088
29.139090
28.126753
47.021691
47.740172
43.370030
43.432811
41.171961
42.413038
33.959674
33.717285
34.910031
32.039937
30.398211
29.816800
30.857916
28.056116
27.747809
28.176710
28.065023
29.085426
29.586938
25.375309
26.089671
25.120805
26.944447
25.812684
44.197028
45.266897
43.954733
40.898439
42.091695
42.913796
38.337247
34.668933
31.232764
31.735631
25.197480
28.596007
26.592178
25.424044
24.253857
26.260522
26.316066
24.106060
26.831972
26.590208
25.473400
24.368596
23.913828
21.988393
22.638329
24.449828
38.228729
41.216652
39.923979
38.804608
38.576059
39.383900
35.460932
30.657107
32.563521
28.002884
26.152736
25.124054
23.874188
23.784539
22.695038
20.281102
24.636044
23.099103
21.425851
22.463372
20.854430
20.949581
22.479628
20.566021
20.041646
20.752910
19.521907
41.138035
37.553298
36.585727
36.707081
39.003728
33.017010
31.911908
31.017506
29.133376
25.035606
23.476067
26.498633
24.257990
20.241652
19.552688
20.593187
19.930837
18.106275
20.023704
18.955668
19.332686
19.078875
19.251498
21.450814
19.793667
18.993120
19.606987
20.096468
39.671576
35.340164
31.536344
30.661891
28.778662
31.405944
27.633101
26.669471
23.230984
23.895393
21.308833
21.753195
21.015268
19.140738
17.692595
17.083769
15.471648
16.072655
17.901523
16.748062
17.501433
16.466568
14.527922
17.052778
15.441897
14.589689
15.395376
16.421474
15.943693
30.989763
31.795220
28.456767
29.108629
26.566640
25.144860
22.837013
23.153988
19.552028
19.804316
19.400757
16.754844
17.790408
15.305792
13.081954
13.241155
13.731132
12.916818
13.758233
13.670395
12.929303
13.200329
12.656805
12.836178
12.318259
13.457953
12.079637
12.895002
13.668147
25.589717
25.933305
23.700966
24.307134
22.466084
19.907657
20.668186
20.159753
17.711419
15.303768
14.584446
13.327192
11.805070
11.151122
11.355994
10.754227
9.743145
10.482090
10.358671
10.022970
9.635383
9.527181
10.513701
10.757764
10.167275
10.159700
9.896741
10.138026
10.675691
21.568389
20.286448
18.862010
16.059063
15.607588
14.426204
12.722333
10.522708
9.355933
8.696229
6.904720
7.485724
6.102379
6.327739
6.416999
6.238934
5.982401
5.635390
5.752591
5.493538
5.400179
6.059821
6.194669
5.928661
6.215890
5.836990
5.921543
5.753864
5.806357
12.512760
10.676997
9.882085
7.286710
7.030947
5.681593
4.946052
4.117122
3.954075
3.645620
3.044789
2.999100
2.513726
2.296657
2.262305
2.134695
1.943700
1.798611
1.738739
1.768183
1.669363
1.594140
1.848246
1.681742
1.747592
1.604901
1.683744
1.834361
1.671097
7.986126
6.488999
5.839080
4.212353
