E with Multiplicative Noise St.Dev=0.01
45.007280
43.870393
42.664770
41.757251
39.577558
38.343045
36.829500
34.596061
32.866620
32.111936
30.819980
30.344712
29.850687
29.744134
29.265336
29.131775
28.786817
28.286684
28.749175
28.450306
29.152256
46.397272
45.172036
44.793300
43.141289
42.499391
40.093926
37.737719
36.269075
33.828467
32.154660
30.974994
29.039051
28.483214
28.535783
28.072423
27.535293
27.606389
27.581598
27.413129
26.817456
27.104720
27.192196
27.441654
26.826701
44.645428
44.452473
43.740086
42.548015
41.191550
39.534890
36.843524
34.478857
33.153824
30.338280
29.140865
27.599921
26.411634
26.147097
25.188672
25.384968
25.381874
25.244093
24.953979
24.340462
24.951364
24.231777
23.991851
24.555955
24.042178
24.049000
42.966810
42.104874
41.058405
39.881032
39.356357
36.685843
34.155631
32.099929
30.327718
27.955292
26.593332
24.723624
24.260029
23.547100
22.920290
22.598034
22.457219
22.120367
21.767293
21.555079
21.795486
21.305116
21.667990
21.608867
21.343392
20.727921
21.114117
39.462922
38.850463
38.368174
36.368356
34.810214
32.790357
30.903942
28.579467
26.658632
25.654289
24.248727
22.928037
22.133962
21.223939
20.700844
20.003101
19.977396
19.874571
19.885390
19.448160
19.723532
19.307350
19.057167
19.058513
18.562968
18.489656
18.821760
19.054365
34.859911
34.494496
33.385213
32.044816
30.516652
29.176718
27.997133
25.840808
24.374337
23.327931
22.141643
20.703594
19.607626
18.678518
17.399355
17.564439
16.940245
16.780145
16.665242
16.696990
16.242073
16.105977
16.395382
16.111757
16.231265
16.281988
16.321241
16.277182
16.025819
30.918907
29.558497
27.787459
26.859703
26.128102
25.108401
23.763079
22.492207
21.202562
20.055995
18.908569
17.241327
15.982844
14.764931
14.276381
13.499402
13.283738
13.076209
13.033300
12.921611
12.976728
13.104027
13.149614
13.323718
13.143399
12.863538
13.174786
13.350800
13.253179
26.845814
25.676789
24.999598
23.770762
22.600902
21.208448
20.154477
19.212094
17.312376
16.274064
14.549855
13.147039
11.979082
11.266635
10.775532
10.363924
10.054686
10.043016
10.076318
9.864225
9.911271
10.084369
10.074087
10.297243
10.242820
10.352730
10.325043
10.500813
10.400306
21.749979
19.995971
18.993359
17.018456
14.993300
13.728229
12.426561
10.911646
9.401644
8.495786
7.796391
7.072090
6.598442
6.412180
6.171978
6.071028
5.939961
5.896819
5.764314
5.915361
5.846730
5.920361
5.817066
5.869193
5.836639
5.846955
6.033532
5.873930
