E with Multiplicative Noise St.Dev=0.1
40.230562
45.214619
40.995217
46.627872
34.287851
44.460898
37.556550
28.829275
32.799781
29.912864
28.417979
29.559929
33.465366
29.921016
27.880203
35.368093
32.098848
31.721839
32.192777
32.535985
27.596758
52.416386
39.971180
47.261787
36.033634
57.765110
43.663892
38.764404
33.498988
26.289725
31.304552
31.477398
32.592819
27.959738
23.936229
27.882628
29.813395
27.702511
25.131578
23.303765
36.061248
29.000449
28.045411
27.508700
24.536782
43.065294
42.859312
42.118357
39.744842
40.231660
32.802764
37.196699
33.700161
39.072609
33.276506
25.927737
23.002715
24.076209
29.586910
25.126048
30.256189
25.978424
27.018193
27.846820
23.114467
24.232924
25.711627
21.311368
25.628993
23.578600
26.718945
43.049858
47.245490
43.895726
39.133680
38.926424
32.513132
31.291505
35.993262
30.037781
27.486966
23.445132
23.765267
25.862061
26.937820
22.532932
19.887133
18.991237
24.081145
25.473264
22.038592
23.351376
16.538884
22.361679
23.427569
21.009668
18.875327
19.831781
44.704587
40.837743
33.938365
34.256621
31.488180
34.160114
30.458722
33.297000
27.939255
27.142598
22.386394
22.960838
25.854434
19.231491
20.637057
21.552797
17.827490
23.066623
16.984921
20.220069
16.086112
21.773190
14.636954
20.611605
19.833023
15.421362
16.778953
21.141445
39.921503
37.041712
31.205570
27.346627
28.600907
29.595150
28.397852
25.903516
30.181818
19.203973
25.744764
18.795336
16.869354
17.438571
17.237264
16.633554
14.401722
18.063055
17.195896
14.926343
16.826973
18.944044
16.777789
15.011314
15.403974
15.398449
15.473517
16.840708
15.822039
32.717963
31.315487
30.585254
26.197702
32.471480
27.630477
23.143330
22.628426
23.850165
17.830648
17.652159
18.884157
14.784686
15.138738
12.571241
13.133903
11.117706
11.148169
12.215408
12.107932
13.153030
15.465688
12.033601
10.620860
13.665242
13.234571
12.874598
13.696644
13.736185
26.200493
23.450231
22.771314
25.352829
28.135367
20.268675
21.377440
17.126393
18.854499
13.352657
13.253225
12.086300
10.473916
11.156398
12.321428
9.639520
9.565064
10.755244
10.747222
9.423958
10.628101
9.999212
10.864802
10.097056
9.490872
9.296279
9.983613
10.577402
9.677736
25.082138
24.334365
18.398141
17.856628
16.916236
12.958166
11.503253
10.224775
9.549562
9.484113
7.643843
6.392562
5.881545
7.126545
5.519251
6.414687
5.345580
5.990864
5.156962
5.303030
5.883577
6.093082
5.071251
6.702614
5.012617
5.820661
5.704831
6.672432
6.896848
12.470378
11.486346
8.469362
7.265179
8.102324
5.689412
4.880769
4.317293
3.681834
3.558412
3.508731
2.895849
2.138555
2.852650
2.448107
1.902497
2.382462
1.801713
1.724004
1.708552
1.880231
1.617134
1.728880
1.692516
1.715269
1.521006
1.569478
1.561049
1.566990
8.383975
6.297861
4.697957
4.955736
3.815176
3.344787
2.572166
2.702001
1.501510
1.703129
1.339192
1.353970
1.216778
1.118032
0.894092
0.885111
0.637069
0.692089
0.688518
0.604339
0.582917
0.484462
0.558532
0.577040
0.477011
0.546502
0.451218
0.463034
0.516513
1.084699
0.758443
0.612722
0.557292
0.457004
0.441705
0.348602
0.328065
0.233288
0.252809
0.198894
0.195846
0.161696
0.130880
0.127387
0.116139
0.115762
0.126874
0.117295
0.131759
0.113742
0.095041
0.085541
0.097362
0.091098
0.101901
0.087069
0.088196
0.082732
0.132621
0.116996
0.122939
0.090811
0.063883
0.061362
0.049333
0.044760
0.031018
0.023187
0.025313
0.018733
0.014984
0.016530
0.014089
0.012689
0.013744
0.011258
0.013689
0.012255
0.013234
0.012961
0.013704
0.012786
0.011261
0.012711
0.012153
0.012295
0.012692
42.324781
37.999546
40.661644
42.406799
46.092420
32.185852
