# R1,R2,R3,E
1.511781,1.511788,1.943512,45.598206
1.511781,1.511788,2.042701,42.223074
1.511781,1.511781,2.137981,39.078961
1.511781,1.511788,2.229203,36.415198
1.511781,1.511788,2.316189,34.238943
1.511781,1.511782,2.398759,32.541622
1.511776,1.511781,2.476758,31.181974
1.511781,1.511784,2.550043,29.449845
1.511780,1.511781,2.618481,27.607435
1.511777,1.511781,2.681929,25.803852
1.511781,1.511787,2.740281,24.381618
1.511781,1.511793,2.793418,23.309263
1.511781,1.511787,2.841227,22.540642
1.511777,1.511781,2.883619,22.037623
1.511780,1.511781,2.920536,21.770110
1.511781,1.511784,2.951896,21.705363
1.511776,1.511781,2.977621,21.801945
1.511781,1.511782,2.997695,22.018720
1.511781,1.511788,3.012064,22.305025
1.511781,1.511788,3.020692,22.592976
1.511781,1.614578,1.700749,51.187542
1.511781,1.700761,1.733438,50.323939
1.511781,1.700749,1.849118,48.592758
1.511781,1.700749,1.961397,46.751274
1.511781,1.700758,2.070054,42.519323
1.511781,1.700762,2.174831,39.048602
1.511781,1.700754,2.275532,36.066416
1.511781,1.700762,2.371973,33.710423
1.511781,1.700758,2.463939,31.651402
1.511781,1.700749,2.551270,30.130717
1.511781,1.700749,2.633784,28.933057
1.511781,1.700761,2.711335,27.473846
1.511781,1.700749,2.783738,25.822945
1.511781,1.700760,2.850893,24.343762
1.511781,1.700755,2.912642,23.191792
1.511781,1.700764,2.968885,22.342049
1.511781,1.700755,3.019487,21.736673
1.511781,1.700760,3.064382,21.358179
1.511781,1.700749,3.103450,21.179951
1.511781,1.700761,3.136658,21.177340
1.511781,1.700749,3.163893,21.315356
1.511781,1.700749,3.185141,21.552525
1.511781,1.700758,3.200357,21.837420
1.511781,1.700762,3.209496,22.093706
1.477776,1.511781,1.889723,47.306352
1.511781,1.606015,1.889727,47.851969
1.511781,1.731971,1.889734,47.893317
1.511781,1.855220,1.889731,47.018752
1.511781,1.889721,1.975431,45.700718
1.511781,1.889734,2.092309,42.243346
1.511781,1.889731,2.205534,38.883230
1.511781,1.889718,2.314845,35.616118
1.511781,1.889726,2.420030,32.860630
1.511781,1.889718,2.520818,30.621524
1.511781,1.889731,2.617011,28.873068
1.511781,1.889734,2.708394,26.279858
1.511781,1.889721,2.794768,25.290405
1.511781,1.889731,2.875985,24.108836
1.511781,1.889734,2.951851,23.486385
1.511781,1.889727,3.022220,23.177204
1.511781,1.889723,3.086947,23.123450
1.511781,1.889735,3.145917,23.291995
1.511781,1.889723,3.198978,20.709643
1.511781,1.889727,3.246064,20.454549
1.511781,1.889734,3.287068,20.370741
1.511781,1.889731,3.321890,20.434659
1.511781,1.889721,3.350468,20.619500
1.511781,1.889734,3.372776,20.888766
1.511781,1.889731,3.388728,21.188399
1.511781,1.889718,3.398301,21.439785
1.470464,1.511781,2.078706,40.648855
1.511781,1.602032,2.078705,41.663977
1.511781,1.732490,2.078699,42.355986
1.511781,1.861168,2.078702,42.644961
1.511781,1.987534,2.078701,42.416680
1.511781,2.078694,2.111123,40.995071
1.511781,2.078701,2.231544,40.242427
1.511781,2.078700,2.348426,35.616539
1.511781,2.078691,2.461435,31.833633
1.511781,2.078699,2.570305,28.664263
1.511781,2.078691,2.674735,26.146253
1.511781,2.078700,2.774500,24.736522
1.511781,2.078701,2.869350,23.681113
1.511781,2.078694,2.959064,22.996747
1.511781,2.078701,3.043463,21.810348
1.511781,2.078702,3.122342,20.697740
1.511781,2.078699,3.195531,20.135686
1.511781,2.078705,3.262895,20.159960
1.511781,2.078706,3.324264,20.386099
1.511781,2.078705,3.379519,20.789562
1.511781,2.078699,3.428544,21.347359
1.511781,2.078702,3.471243,22.035978
1.511781,2.078701,3.507520,22.829621
1.511781,2.078694,3.537298,23.701458
1.511781,2.078701,3.560534,24.624540
1.511781,2.078700,3.577160,25.562254
1.511781,2.078691,3.587140,26.421518
1.345858,1.511781,2.267666,36.909301
1.474957,1.511781,2.267672,38.211402
1.511781,1.606110,2.267676,38.190101
1.511781,1.737974,2.267672,38.301009
1.511781,1.869520,2.267666,38.448093
1.511781,1.999897,2.267671,39.142136
1.511781,2.128418,2.267671,37.786372
1.511781,2.254501,2.267667,35.533319
1.511781,2.267668,2.377654,32.594239
1.511781,2.267673,2.497439,30.056760
1.511781,2.267665,2.613463,26.815858
1.511781,2.267671,2.725402,24.544783
1.511781,2.267665,2.832911,23.047250
1.511781,2.267673,2.935719,21.885075
1.511781,2.267668,3.033540,21.018142
1.511781,2.267667,3.126150,20.404366
1.511781,2.267671,3.213325,19.713988
1.511781,2.267671,3.294850,18.785985
1.511781,2.267666,3.370530,18.061211
1.511781,2.267672,3.440216,17.537882
1.511781,2.267676,3.503725,17.488883
1.511781,2.267672,3.560919,17.901895
1.511781,2.267666,3.611682,18.343469
1.511781,2.267671,3.655908,18.854934
1.511781,2.267671,3.693490,18.763850
1.511781,2.267667,3.724344,18.799415
1.511781,2.267668,3.748415,18.972795
1.511781,2.267673,3.765648,19.205998
1.511781,2.267665,3.775992,19.470544
1.495353,1.511781,2.456648,31.614746
1.511781,1.621889,2.456642,32.617815
1.511781,1.751665,2.456647,32.308715
1.511781,1.883106,2.456642,32.150204
1.511781,2.014989,2.456648,32.035307
1.511781,2.146311,2.456639,31.854159
1.511781,2.276281,2.456641,30.438634
1.511781,2.404185,2.456646,28.647066
1.511781,2.456635,2.529448,26.669878
1.511781,2.456643,2.651559,24.554665
1.511781,2.456638,2.770052,22.640300
1.511781,2.456644,2.884542,21.163847
1.511781,2.456638,2.994647,19.967772
1.511781,2.456643,3.100063,19.038720
1.511781,2.456635,3.200464,18.356895
1.511781,2.456646,3.295614,18.004401
1.511781,2.456641,3.385214,17.677796
1.511781,2.456639,3.469073,16.911258
1.511781,2.456648,3.546974,16.342375
1.511781,2.456642,3.618710,15.957510
1.511781,2.456647,3.684136,15.632138
1.511781,2.456642,3.743077,15.528933
1.511781,2.456648,3.795408,15.542705
1.511781,2.456639,3.840992,15.742003
1.511781,2.456641,3.879749,16.038046
1.511781,2.456646,3.911579,16.345832
1.511781,2.456635,3.936399,16.716636
1.511781,2.456643,3.954181,17.124322
1.511781,2.456638,3.964856,17.569525
1.511781,1.652946,2.645615,28.368890
1.511781,1.776799,2.645610,28.643055
1.511781,1.904861,2.645618,27.992505
1.511781,2.035429,2.645610,26.863641
1.511781,2.167164,2.645615,26.381709
1.511781,2.298959,2.645624,25.785174
1.511781,2.429846,2.645619,24.835815
1.511781,2.559079,2.645618,23.786952
1.511781,2.645625,2.685974,21.442251
1.511781,2.645616,2.809930,19.362742
1.511781,2.645612,2.930454,17.832190
1.511781,2.645617,3.047092,16.854153
1.511781,2.645612,3.159419,16.136122
1.511781,2.645616,3.267082,15.671617
1.511781,2.645625,3.369744,15.408397
1.511781,2.645618,3.467084,14.777094
1.511781,2.645619,3.558849,14.515665
1.511781,2.645624,3.644777,14.082813
1.511781,2.645615,3.724637,13.699701
1.511781,2.645610,3.798223,13.419007
1.511781,2.645618,3.865366,13.187038
1.511781,2.645610,3.925870,13.005018
1.511781,2.645615,3.979610,12.935001
1.511781,2.645624,4.026454,13.223805
1.511781,2.645619,4.066263,13.741960
1.511781,2.645618,4.098970,14.331103
1.511781,2.645625,4.124495,14.949465
1.511781,2.645616,4.142755,15.576490
1.511781,2.645612,4.153730,16.200227
