G1,G2,G3
1.944489e-02,6.302506e-05,1.316374e-08
1.775245e-01,9.270030e-05,6.352611e-09
5.226467e-04,6.641286e-08,5.268662e-15
3.038938e-02,2.331450e-05,5.324139e-10
1.015197e-03,2.468124e-07,6.369311e-14
1.559019e-01,1.080653e-04,1.661267e-08
1.065034e-02,3.419964e-06,8.199195e-11
9.143183e-03,8.198300e-07,7.620989e-13
6.690911e-02,2.139053e-04,5.876026e-08
3.129874e-02,5.140929e-05,3.597956e-09
1.697745e-01,1.435947e-04,1.844818e-08
1.210127e-03,2.213869e-07,6.248187e-14
7.189438e-04,9.585610e-08,1.126247e-14
2.383710e-01,4.589695e-03,1.425219e-05
1.486468e-03,3.988705e-07,1.084502e-12
4.059454e-04,2.910099e-08,8.469415e-16
1.613875e-03,6.089513e-07,2.575699e-12
7.228259e-04,1.204563e-07,2.848496e-14
4.219089e-03,3.828728e-06,2.438178e-10
1.688870e-01,1.115139e-03,9.646505e-07
1.233449e-02,1.796792e-05,3.784697e-09
4.630955e-02,4.688023e-06,2.008998e-11
9.528004e-03,1.623168e-05,2.716518e-10
2.659155e-02,3.815049e-06,2.122588e-11
1.887772e-02,6.529155e-05,8.254561e-09
4.688454e-04,5.340027e-08,3.949845e-15
6.473465e-02,7.695677e-06,6.432968e-11
2.495766e-02,1.814378e-06,4.809635e-12
1.219654e-01,1.179518e-03,1.320104e-06
4.837026e-02,6.426920e-05,4.610175e-09
9.606440e-03,3.602705e-06,1.262825e-10
1.320039e-01,4.507810e-03,1.823077e-05
1.802217e-01,1.943851e-04,3.728406e-08
2.350465e-02,3.309119e-06,1.343712e-11
1.246033e-04,3.876215e-09,2.179023e-15
1.696434e-02,1.758278e-05,5.404603e-10
7.839870e-04,1.265408e-07,2.445602e-14
2.018932e-01,8.598917e-03,5.184770e-05
5.873654e-02,4.636040e-05,2.006448e-09
2.144651e-03,1.011555e-06,1.036470e-12
1.691898e-03,6.670406e-07,5.469057e-13
1.186424e-01,3.706991e-03,1.109296e-05
3.173156e-02,2.486901e-04,5.937456e-08
6.723788e-02,7.625810e-05,8.457603e-09
1.705358e-01,1.714919e-05,2.497152e-10
1.325473e-02,3.145665e-06,1.422386e-11
1.949134e-01,5.687299e-05,3.736188e-09
1.808052e-04,7.764388e-09,6.062041e-17
7.171300e-04,5.426676e-08,1.671976e-13
2.026238e-02,1.528486e-05,2.044935e-09
1.962149e-04,9.602557e-09,1.238451e-16
8.474840e-02,5.285545e-05,6.007843e-09
9.028398e-04,6.807392e-08,2.309408e-14
1.371727e-01,5.743791e-04,3.192792e-07
1.190366e-01,3.542933e-03,1.026880e-05
9.633459e-03,1.379290e-06,1.520191e-11
1.867054e-02,1.869875e-05,3.381268e-10
2.715641e-04,1.580534e-08,4.319723e-14
3.002168e-02,6.390554e-06,6.720994e-11
3.410869e-03,6.518254e-07,4.227903e-13
1.066758e-01,7.270877e-06,9.885174e-11
2.016749e-01,3.256614e-05,1.293389e-09
4.289385e-02,5.447240e-06,5.927698e-11
1.270885e-03,2.544703e-07,1.076168e-13
2.010140e-01,9.189537e-03,1.144697e-04
1.086862e-02,1.149038e-05,1.632563e-10
9.482947e-04,2.199907e-07,5.705276e-14
1.999310e-02,3.285611e-05,3.672842e-09
1.782593e-02,8.006255e-05,2.372587e-08
5.532669e-04,3.704902e-08,1.675441e-15
1.951311e-02,6.765028e-05,1.372153e-08
6.396991e-02,3.504515e-06,1.096624e-11
1.032711e-01,2.457199e-03,5.679201e-06
6.334586e-03,2.657955e-06,2.413640e-11
8.467014e-04,4.232703e-08,2.200735e-14
