# R1,R2,R3,E
1.511781,1.511782,1.840621,50.582158
1.511781,1.511788,1.943512,48.782953
1.511781,1.511788,2.042701,46.538150
1.511781,1.511781,2.137981,44.499042
1.511781,1.511788,2.229203,42.832437
1.511781,1.511788,2.316189,41.553559
1.511781,1.511782,2.398759,40.678724
1.511776,1.511781,2.476758,39.954795
1.511781,1.511784,2.550043,37.816257
1.511780,1.511781,2.618481,36.154979
1.511777,1.511781,2.681929,34.865825
1.511781,1.511787,2.740281,33.897092
1.511781,1.511793,2.793418,33.204477
1.511781,1.511787,2.841227,32.748555
1.511777,1.511781,2.883619,32.493622
1.511780,1.511781,2.920536,32.405549
1.511781,1.511784,2.951896,32.446394
1.511776,1.511781,2.977621,32.577928
1.511781,1.511782,2.997695,32.752943
1.511781,1.511788,3.012064,32.925504
1.511781,1.511788,3.020692,33.069009
1.511781,1.614578,1.700749,50.939717
1.511781,1.700761,1.733438,50.508497
1.511781,1.700749,1.849118,49.717710
1.511781,1.700749,1.961397,47.808404
1.511781,1.700758,2.070054,45.221602
1.511781,1.700762,2.174831,42.794004
1.511781,1.700754,2.275532,40.760624
1.511781,1.700762,2.371973,39.161205
1.511781,1.700758,2.463939,37.917647
1.511781,1.700749,2.551270,36.933072
1.511781,1.700749,2.633784,35.852366
1.511781,1.700761,2.711335,34.439120
1.511781,1.700749,2.783738,33.119695
1.511781,1.700760,2.850893,32.083736
1.511781,1.700755,2.912642,31.305391
1.511781,1.700764,2.968885,30.760801
1.511781,1.700755,3.019487,30.419296
1.511781,1.700760,3.064382,30.252073
1.511781,1.700749,3.103450,30.227353
1.511781,1.700761,3.136658,30.313898
1.511781,1.700749,3.163893,30.473510
1.511781,1.700749,3.185141,30.667229
1.511781,1.700758,3.200357,30.851779
1.511781,1.700762,3.209496,30.985475
1.477776,1.511781,1.889723,49.974893
1.511781,1.606015,1.889727,49.462686
1.511781,1.731971,1.889734,49.063064
1.511781,1.855220,1.889731,48.701757
1.511781,1.889721,1.975431,47.092750
1.511781,1.889734,2.092309,44.206440
1.511781,1.889731,2.205534,41.343536
1.511781,1.889718,2.314845,38.908148
1.511781,1.889726,2.420030,36.955330
1.511781,1.889718,2.520818,35.435331
1.511781,1.889731,2.617011,34.195753
1.511781,1.889734,2.708394,33.107061
1.511781,1.889721,2.794768,32.038772
1.511781,1.889731,2.875985,30.948658
1.511781,1.889734,2.951851,29.976432
1.511781,1.889727,3.022220,29.191633
1.511781,1.889723,3.086947,28.601379
1.511781,1.889735,3.145917,28.196910
1.511781,1.889723,3.198978,27.959343
1.511781,1.889727,3.246064,27.866950
1.511781,1.889734,3.287068,27.894372
1.511781,1.889731,3.321890,28.013145
1.511781,1.889721,3.350468,28.190961
1.511781,1.889734,3.372776,28.391365
1.511781,1.889731,3.388728,28.574176
1.511781,1.889718,3.398301,28.702537
1.470464,1.511781,2.078706,45.937716
1.511781,1.602032,2.078705,45.361245
1.511781,1.732490,2.078699,44.917244
1.511781,1.861168,2.078702,44.613258
1.511781,1.987534,2.078701,44.425263
1.511781,2.078694,2.111123,43.132185
1.511781,2.078701,2.231544,39.572061
1.511781,2.078700,2.348426,37.203145
1.511781,2.078691,2.461435,34.926925
1.511781,2.078699,2.570305,33.143862
1.511781,2.078691,2.674735,31.749417
1.511781,2.078700,2.774500,30.575110
1.511781,2.078701,2.869350,29.541296
1.511781,2.078694,2.959064,28.592366
1.511781,2.078701,3.043463,27.725951
1.511781,2.078702,3.122342,27.000497
1.511781,2.078699,3.195531,26.405313
1.511781,2.078705,3.262895,25.956485
1.511781,2.078706,3.324264,25.670927
1.511781,2.078705,3.379519,25.524100
1.511781,2.078699,3.428544,25.497738
1.511781,2.078702,3.471243,25.569503
1.511781,2.078701,3.507520,25.711297
1.511781,2.078694,3.537298,25.888440
1.511781,2.078701,3.560534,26.061020
1.511781,2.078700,3.577160,26.193462
1.511781,2.078691,3.587140,26.270698
1.474957,1.511781,2.267672,42.515855
1.511781,1.606110,2.267676,41.531349
1.511781,1.737974,2.267672,40.683954
1.511781,1.869520,2.267666,40.002740
1.511781,1.999897,2.267671,39.444081
1.511781,2.128418,2.267671,38.635268
1.511781,2.254501,2.267667,37.080291
1.511781,2.267668,2.377654,34.670469
1.511781,2.267673,2.497439,32.499374
1.511781,2.267665,2.613463,30.587365
1.511781,2.267671,2.725402,29.028112
1.511781,2.267665,2.832911,27.797269
1.511781,2.267673,2.935719,26.795758
1.511781,2.267668,3.033540,26.080426
1.511781,2.267667,3.126150,25.399782
1.511781,2.267671,3.213325,24.500432
1.511781,2.267671,3.294850,23.907070
1.511781,2.267666,3.370530,23.435673
1.511781,2.267672,3.440216,23.087145
1.511781,2.267676,3.503725,22.846563
1.511781,2.267672,3.560919,22.753689
1.511781,2.267666,3.611682,22.763096
1.511781,2.267671,3.655908,22.849506
