# R1,R2,R3,E
1.511781,1.511782,1.840621,79.103865
1.511781,1.511788,1.943512,75.102094
1.511781,1.511788,2.042701,71.732399
1.511781,1.511781,2.137981,69.126866
1.511781,1.511788,2.229203,67.234543
1.511781,1.511788,2.316189,65.940124
1.511781,1.511782,2.398759,65.176048
1.511776,1.511781,2.476758,64.830957
1.511781,1.511784,2.550043,63.545775
1.511780,1.511781,2.618481,61.870229
1.511777,1.511781,2.681929,60.808632
1.511781,1.511787,2.740281,60.063896
1.511781,1.511793,2.793418,59.589753
1.511781,1.511787,2.841227,59.347174
1.511777,1.511781,2.883619,59.301945
1.511780,1.511781,2.920536,59.422498
1.511781,1.511784,2.951896,59.678129
1.511776,1.511781,2.977621,60.043949
1.511781,1.511782,2.997695,60.472473
1.511781,1.511788,3.012064,60.994403
1.511781,1.511788,3.020692,61.502457
1.511781,1.614578,1.700749,75.635213
1.511781,1.700761,1.733438,69.674772
1.511781,1.700749,1.849118,66.062975
1.511781,1.700749,1.961397,62.307295
1.511781,1.700758,2.070054,58.625379
1.511781,1.700762,2.174831,55.713608
1.511781,1.700754,2.275532,53.557371
1.511781,1.700762,2.371973,52.047606
1.511781,1.700758,2.463939,51.063327
1.511781,1.700749,2.551270,50.455189
1.511781,1.700749,2.633784,49.855246
1.511781,1.700761,2.711335,48.838835
1.511781,1.700749,2.783738,47.832354
1.511781,1.700760,2.850893,47.060126
1.511781,1.700755,2.912642,46.523148
1.511781,1.700764,2.968885,46.202687
1.511781,1.700755,3.019487,46.072074
1.511781,1.700760,3.064382,46.104901
1.511781,1.700749,3.103450,46.275886
1.511781,1.700761,3.136658,46.559834
1.511781,1.700749,3.163893,46.929686
1.511781,1.700749,3.185141,47.353397
1.511781,1.700758,3.200357,47.786995
1.511781,1.700762,3.209496,48.155850
1.477776,1.511781,1.889723,80.321833
1.511781,1.606015,1.889727,70.307498
1.511781,1.731971,1.889734,63.677688
1.511781,1.855220,1.889731,59.231088
1.511781,1.889721,1.975431,55.975874
1.511781,1.889734,2.092309,51.952378
1.511781,1.889731,2.205534,48.706184
1.511781,1.889718,2.314845,46.250041
