R1,R2,R3,ETriat,E,ENew
1.511780,1.511780,1.511781,36.715856,80.197942,80.197942
1.511781,1.511780,1.511780,36.715856,80.197942,80.197942
1.511781,1.511784,1.624569,36.378693,72.005116,72.005116
1.624569,1.511784,1.511781,36.378693,72.005116,72.005116
1.511776,1.511781,1.734233,36.098462,66.756757,66.756757
1.734233,1.511781,1.511776,36.098462,66.756757,66.756757
1.511781,1.511782,1.840621,35.871792,63.435890,63.435890
1.840621,1.511782,1.511781,35.871792,63.435890,63.435890
1.511781,1.511788,1.943512,35.695880,61.383553,61.383553
1.943512,1.511788,1.511781,35.695880,61.383553,61.383553
1.511781,1.511788,2.042701,35.688058,60.292989,60.292989
2.042701,1.511788,1.511781,35.688058,60.292989,60.292989
1.511781,1.511781,2.137981,35.771406,59.811084,59.811084
2.137981,1.511781,1.511781,35.771406,59.811084,59.811084
1.511781,1.511788,2.229203,32.723785,56.531152,56.531152
2.229203,1.511788,1.511781,32.723785,56.531152,56.531152
1.511781,1.511788,2.316189,29.280777,53.068484,53.068484
2.316189,1.511788,1.511781,29.280777,53.068484,53.068484
1.511781,1.511782,2.398759,26.249532,50.148041,50.148041
2.398759,1.511782,1.511781,26.249532,50.148041,50.148041
1.511776,1.511781,2.476758,23.759078,47.843282,47.843282
2.476758,1.511781,1.511776,23.759078,47.843282,47.843282
1.511781,1.511784,2.550043,21.835844,46.143278,46.143278
2.550043,1.511784,1.511781,21.835844,46.143278,46.143278
1.511780,1.511781,2.618481,20.340694,44.887410,44.887410
2.618481,1.511781,1.511780,20.340694,44.887410,44.887410
1.511777,1.511781,2.681929,19.247371,44.033310,44.033310
2.681929,1.511781,1.511777,19.247371,44.033310,44.033310
1.511781,1.511787,2.740281,18.515884,43.530330,43.530330
2.740281,1.511787,1.511781,18.515884,43.530330,43.530330
1.511781,1.511793,2.793418,18.091779,43.319494,43.319494
2.793418,1.511793,1.511781,18.091779,43.319494,43.319494
1.511781,1.511787,2.841227,17.927134,43.349805,43.349805
2.841227,1.511787,1.511781,17.927134,43.349805,43.349805
1.511777,1.511781,2.883619,17.978612,43.575125,43.575125
2.883619,1.511781,1.511777,17.978612,43.575125,43.575125
1.511780,1.511781,2.920536,18.207010,43.953650,43.953650
2.920536,1.511781,1.511780,18.207010,43.953650,43.953650
1.511781,1.511784,2.951896,18.575341,44.448912,44.448912
2.951896,1.511784,1.511781,18.575341,44.448912,44.448912
1.511776,1.511781,2.977621,19.056346,45.034328,45.034328
2.977621,1.511781,1.511776,19.056346,45.034328,45.034328
1.511781,1.511782,2.997695,19.630485,45.688475,45.688475
2.997695,1.511782,1.511781,19.630485,45.688475,45.688475
