# R1,R2,R3,ETriat
1.500000,5.913483,6.158053,0.059890
1.500000,6.409291,6.655210,0.059808
1.500000,6.905703,7.152764,0.059533
1.500000,8.895373,9.145646,0.058568
1.600000,1.900344,2.107629,3.015934
1.600000,1.945211,2.154628,2.890382
1.600000,2.035662,2.249014,2.628851
1.600000,2.219025,2.439130,2.096836
1.600000,2.405041,2.630711,1.596036
1.600000,2.782899,3.017153,0.802588
1.600000,3.166202,3.406727,0.292829
1.600000,3.553187,3.798468,0.098867
1.600000,3.942771,4.191770,0.041288
1.600000,4.432361,4.684992,0.029838
1.600000,4.924043,5.179514,0.032361
1.600000,5.417249,5.674997,0.035345
1.600000,5.911596,6.171208,0.036881
1.600000,6.406820,6.667985,0.037364
1.600000,6.902733,7.165210,0.037331
1.600000,8.890964,9.157134,0.036634
1.700000,1.916352,2.131204,2.771610
1.700000,1.960614,2.177878,2.633858
1.700000,2.049930,2.271651,2.353418
1.700000,2.231284,2.460669,1.801861
1.700000,2.415582,2.651299,1.299154
1.700000,2.790674,3.036177,0.497939
1.700000,3.171858,3.424522,0.103958
1.700000,3.557177,3.815277,-0.009007
1.700000,3.945419,4.207769,-0.010294
1.700000,4.433662,4.700165,0.007932
1.700000,4.924265,5.194014,0.019029
1.700000,5.416587,5.688938,0.024434
1.700000,5.910199,6.184678,0.026759
1.700000,6.404801,6.681054,0.027547
1.700000,6.900182,7.177932,0.027651
1.700000,8.886879,9.168840,0.027149
2.000000,4.150782,4.454004,-0.069755
2.000000,4.733346,5.042864,0.007182
2.000000,5.319787,5.634075,0.020328
2.000000,5.908951,6.226968,0.022028
2.000000,6.401459,6.722009,0.022001
2.000000,6.895046,7.217733,0.021754
2.000000,7.389494,7.714010,0.021511
2.000000,7.884644,8.210738,0.021341
2.000000,8.876573,9.205257,0.021245
2.000000,9.870132,10.200850,0.021334
2.000000,10.864870,11.197220,0.021453
2.400000,1.273038,1.159147,5.192266
2.400000,1.284856,1.241190,5.189442
2.400000,2.350087,2.629244,0.435470
2.400000,2.520543,2.812447,-0.055488
2.400000,3.053493,3.373522,-0.866062
2.400000,3.984339,4.331893,-0.391745
2.400000,4.461001,4.817429,-0.081090
2.400000,4.942277,5.305653,0.013668
2.400000,5.426939,5.795885,0.022114
2.400000,5.914156,6.287655,0.018121
2.400000,6.207462,6.583312,0.015891
2.400000,6.697623,7.076887,0.013471
2.400000,6.894083,7.274562,0.012870
2.400000,7.386065,7.769272,0.011943
2.400000,7.879056,8.264618,0.011519
2.400000,8.867393,9.256812,0.011347
1.800000,2.065505,2.294993,2.114489
1.800000,2.244767,2.482879,1.546719
1.800000,2.473322,2.720168,0.928434
1.800000,2.612341,2.863579,0.617154
1.800000,2.752513,3.007633,0.337676
1.800000,2.893671,3.152242,0.146741
1.800000,3.083180,3.345793,-0.018320
1.800000,3.273938,3.540060,-0.096945
3.800000,3.091718,3.465492,-1.298423
3.800000,3.246010,3.640253,-1.347417
3.800000,3.405061,3.817493,-1.335161
3.800000,3.568236,3.996881,-1.277372
3.800000,3.819568,4.269399,-1.143887
3.800000,4.077486,4.545380,-0.998898
4.000000,3.222626,3.611443,-1.153058
4.000000,3.298561,3.698193,-1.160268
4.000000,3.454112,3.873609,-1.137976
4.000000,3.614038,4.051304,-1.079815
4.000000,3.777783,4.230991,-1.002036
4.000000,3.944874,4.412425,-0.918653
4.500000,2.510490,2.572558,0.666627
4.500000,2.598972,2.731458,0.337191
4.500000,2.640169,2.798747,0.208653
4.500000,3.739676,4.193164,-0.534723
4.500000,3.817200,4.280741,-0.510963
4.500000,3.935387,4.413097,-0.475666
4.500000,4.055679,4.546550,-0.442817
5.000000,3.879959,4.342657,-0.244083
5.000000,3.953552,4.428183,-0.230992
5.000000,3.990779,4.471171,-0.224672
5.000000,4.028282,4.514304,-0.218553
5.200000,2.766011,2.613815,0.628548
5.200000,2.788604,2.705311,0.513429
5.200000,2.825209,2.808094,0.382020
5.200000,2.861543,2.891869,0.279232
5.200000,2.938162,3.042821,0.113344
5.200000,3.033507,3.206183,-0.030642
5.200000,4.011857,4.489125,-0.174033
5.200000,4.048317,4.531712,-0.168903
5.200000,4.085063,4.574449,-0.163961
5.200000,4.159385,4.660357,-0.154708
5.200000,4.272834,4.790244,-0.142518
5.200000,4.388477,4.921275,-0.132371
5.200000,4.545792,5.097610,-0.121776
9.000000,4.858686,4.778822,-0.000626
9.000000,4.900019,4.885246,-0.000094
9.000000,4.923603,4.940635,0.000241
9.000000,4.962548,5.026304,0.000811
9.000000,5.005686,5.114939,0.001441
9.000000,5.036723,5.175601,0.001883
9.000000,5.086609,5.268844,0.002566
9.000000,5.140390,5.364660,0.003259
9.000000,5.197944,5.462916,0.003947
9.000000,5.280339,5.597494,0.004841
9.000000,5.368923,5.735889,0.005690
9.000000,5.415442,5.806434,0.006094
9.000000,5.512746,5.950055,0.006858
9.000000,6.600043,7.362035,0.011578
9.000000,6.704520,7.487218,0.011843
9.000000,6.739727,7.529147,0.011928
9.000000,6.846455,7.655515,0.012168
9.000000,7.027847,7.867975,0.012520
9.000000,7.213344,8.082582,0.012806
9.000000,7.402636,8.299172,0.013030
9.000000,7.595441,8.517591,0.013201
9.000000,7.791496,8.737704,0.013330
9.000000,8.030719,9.003900,0.013445
9.000000,8.273904,9.272159,0.013526
9.000000,8.520711,9.542310,0.013586
9.000000,8.854898,9.905183,0.013653
9.000000,9.194343,10.270810,0.013718
9.000000,9.452035,10.546680,0.013765
9.000000,9.886827,11.009250,0.013842
2.000000,1.930469,2.160752,2.351480
2.000000,2.100452,2.343706,1.708302
2.000000,2.275322,2.529242,1.119122
2.000000,2.454033,2.716832,0.612937
2.000000,2.635805,2.906077,0.170637
2.000000,2.820046,3.096674,-0.123170
2.000000,3.006302,3.288389,-0.299962
2.000000,3.241425,3.529325,-0.375876
2.000000,3.478624,3.771442,-0.333142
2.000000,3.717501,4.014525,-0.232293
2.000000,4.054183,4.356156,-0.097346
3.200000,2.265465,2.518720,0.416618
3.200000,2.402631,2.684497,-0.121353
3.200000,2.548125,2.854663,-0.583063
3.200000,2.700601,3.028477,-0.952329
3.200000,2.858942,3.205347,-1.220795
3.200000,3.022227,3.384792,-1.388057
3.200000,3.189696,3.566426,-1.460423
3.200000,3.403974,3.796065,-1.438042
3.200000,3.622833,4.028130,-1.326483
3.200000,3.845491,4.262223,-1.168416
3.200000,4.162431,4.592772,-0.934835
1.800000,3.152713,3.112879,0.419032
1.800000,3.921683,3.889732,0.227973
1.800000,4.115774,4.085341,0.194806
1.800000,4.359140,4.330417,0.151781
1.800000,4.603216,4.576026,0.114956
1.800000,5.093093,5.068532,0.066875
1.800000,5.584765,5.562375,0.043435
1.800000,6.077796,6.057228,0.032620
1.800000,7.066796,7.049114,0.025354
1.800000,7.562380,7.545861,0.024239
1.800000,8.058511,8.043010,0.023687
1.800000,9.052049,9.038253,0.023371
4.000000,4.368065,4.224628,-0.871711
4.000000,4.543126,4.405392,-0.802902
4.000000,4.764713,4.633571,-0.729238
4.000000,4.988987,4.863895,-0.671234
4.000000,5.444262,5.329867,-0.595994
4.000000,5.906775,5.801507,-0.557372
4.000000,6.374950,6.277538,-0.538494
4.000000,7.323933,7.239301,-0.525483
4.000000,7.803204,7.723825,-0.523607
4.000000,8.284926,8.210206,-0.522694
4.000000,9.254188,9.187354,-0.521874
4.500000,4.506938,4.330426,-0.410960
4.500000,4.676804,4.506949,-0.382131
4.500000,4.892340,4.730231,-0.353956
4.500000,5.111017,4.956066,-0.333491
4.500000,5.556302,5.414110,-0.308777
4.500000,6.010199,5.878996,-0.296602
4.500000,6.470896,6.349220,-0.290638
4.500000,7.407597,7.301547,-0.286476
4.500000,7.881782,7.782197,-0.285845
4.500000,8.358977,8.265143,-0.285480
4.500000,9.320541,9.236481,-0.285008
5.000000,4.657251,4.445693,-0.165004
5.000000,4.821824,4.617812,-0.155462
5.000000,5.031152,4.835978,-0.146831
5.000000,5.244043,5.057092,-0.141141
5.000000,5.678907,5.506740,-0.135289
5.000000,6.123724,5.964410,-0.133009
5.000000,6.576472,6.428389,-0.132058
5.000000,7.499999,7.370494,-0.131483
5.000000,7.968688,7.846922,-0.131367
5.000000,8.440971,8.326115,-0.131228
5.000000,9.394147,9.291081,-0.130903
3.200000,3.459710,3.343768,-1.411763
3.200000,3.811771,3.706857,-1.318782
3.200000,4.172481,4.076860,-1.091903
3.200000,4.539779,4.452054,-0.850100
3.200000,5.099960,5.022030,-0.583807
3.200000,5.668297,5.598284,-0.445154
3.200000,6.242563,6.179060,-0.384902
3.200000,6.724552,6.665642,-0.363706
3.200000,7.208994,7.154075,-0.354314
3.200000,7.695427,7.644003,-0.350219
3.200000,8.183495,8.135157,-0.348406
3.200000,9.163493,9.120350,-0.347093
3.800000,4.943440,4.829622,-0.779231
3.800000,5.402554,5.298608,-0.676636
3.800000,5.868355,5.772803,-0.622468
3.800000,6.339369,6.251020,-0.595775
3.800000,6.624016,6.539514,-0.587090
3.800000,7.101239,7.022482,-0.579179
3.800000,7.292983,7.216318,-0.577397
3.800000,7.774162,7.702289,-0.574773
3.800000,8.257578,8.189948,-0.573533
3.800000,9.229713,9.169256,-0.572513
4.500000,4.848968,4.685359,-0.358923
4.500000,5.556302,5.414110,-0.308777
4.500000,6.470896,6.349220,-0.290638
4.500000,7.407597,7.301547,-0.286476
4.500000,8.358977,8.265143,-0.285480
4.500000,9.320541,9.236481,-0.285008
5.200000,4.882785,4.664616,-0.109189
5.200000,5.300150,5.099866,-0.100145
5.200000,5.730758,5.546047,-0.097162
5.200000,6.171838,6.000720,-0.096499
5.200000,6.621298,6.462092,-0.096447
5.200000,7.539336,7.399908,-0.096564
5.200000,8.005722,7.874556,-0.096549
5.200000,8.475942,8.352164,-0.096454
5.200000,9.425582,9.314432,-0.096157
6.500000,4.031437,3.605256,-0.023736
6.500000,4.301451,3.904852,-0.028037
6.500000,4.610042,4.242390,-0.021518
6.500000,4.949998,4.609541,-0.014363
6.500000,5.315307,4.999787,-0.010121
6.500000,5.701095,5.408130,-0.008299
6.500000,6.103481,5.830769,-0.007886
6.500000,6.519393,6.264812,-0.008246
6.500000,6.946401,6.708045,-0.008928
6.500000,7.382580,7.158762,-0.009558
6.500000,7.826397,7.615633,-0.009923
6.500000,8.276623,8.077615,-0.010037
6.500000,8.732267,8.543879,-0.009994
6.500000,9.656733,9.486721,-0.009731
7.500000,4.506937,3.997426,-0.006101
7.500000,4.749998,4.269592,-0.002795
7.500000,5.031151,4.580329,0.001252
7.500000,5.344388,4.922338,0.004116
7.500000,5.684407,5.289557,0.005647
7.500000,6.046691,5.677096,0.006329
7.500000,6.427478,6.081070,0.006625
7.500000,6.823670,6.498416,0.006813
7.500000,7.232737,6.926717,0.006934
7.500000,7.652612,7.364062,0.006964
7.500000,8.081614,7.808932,0.006870
7.500000,8.518361,8.260110,0.006792
7.500000,8.961723,8.716617,0.006827
7.500000,9.864709,9.642583,0.007067
1.400000,1.997724,1.959570,3.966685
1.400000,2.044113,2.006842,3.886489
1.400000,2.137381,2.101765,3.702494
1.400000,2.325597,2.292906,3.273438
1.400000,2.515631,2.485441,2.821014
1.400000,2.899724,2.873572,1.935919
1.400000,3.287613,3.264570,1.237216
1.400000,3.678097,3.657515,0.722584
1.400000,4.070430,4.051841,0.413314
1.400000,4.562718,4.546143,0.229223
1.400000,5.056520,5.041569,0.153017
1.400000,5.551432,5.537817,0.120638
1.400000,6.047181,6.034684,0.106434
1.400000,6.543577,6.532030,0.100050
1.400000,7.040483,7.029752,0.097076
1.400000,9.031523,9.023160,0.094193
1.500000,2.018663,1.975266,3.563181
1.500000,2.064582,2.022171,3.465380
1.500000,2.156965,2.116407,3.253813
1.500000,2.343608,2.306334,2.796333
1.500000,2.532291,2.497834,2.344755
1.500000,2.914189,2.884298,1.542048
1.500000,3.300379,3.274015,0.992827
1.500000,3.689512,3.665948,0.599365
1.500000,4.080747,4.059455,0.343595
1.500000,4.571925,4.552931,0.181287
1.500000,5.064830,5.047690,0.112108
1.500000,5.559002,5.543390,0.082570
1.500000,6.054131,6.039799,0.069632
1.500000,6.550000,6.536756,0.063807
1.500000,7.046453,7.034144,0.061073
1.500000,9.036177,9.026582,0.058480
1.600000,2.040808,1.991908,3.220700
1.600000,2.086240,2.038430,3.107830
1.600000,2.177705,2.131947,2.872388
1.600000,2.362710,2.320603,2.388954
1.600000,2.549980,2.511015,1.934140
1.600000,2.929573,2.895720,1.187760
1.600000,3.313970,3.284082,0.755219
1.600000,3.701675,3.674942,0.479176
1.600000,4.091748,4.067579,0.284063
1.600000,4.581746,4.560175,0.147378
1.600000,5.073697,5.054226,0.085687
1.600000,5.567082,5.549342,0.058738
1.600000,6.061551,6.045262,0.046824
1.600000,6.556859,6.541804,0.041434
1.600000,7.052829,7.038835,0.038909
1.600000,9.041150,9.030238,0.036566
1.700000,2.064122,2.009472,2.926580
1.700000,2.109052,2.055596,2.801023
1.700000,2.199568,2.148366,2.545356
1.700000,2.382876,2.335696,2.039443
1.700000,2.568676,2.524970,1.578879
1.700000,2.945861,2.907830,0.874848
1.700000,3.328378,3.294765,0.532717
1.700000,3.714579,3.684491,0.365973
1.700000,4.103425,4.076208,0.236281
1.700000,4.592178,4.567874,0.127185
1.700000,5.083119,5.061173,0.072694
1.700000,5.575670,5.555671,0.047855
1.700000,6.069440,6.051072,0.036685
1.700000,6.564153,6.547173,0.031602
1.700000,7.059610,7.043825,0.029224
1.700000,9.046441,9.034128,0.027094
2.000000,4.335896,4.300217,0.119073
2.000000,4.919349,4.887931,0.079251
2.000000,5.506360,5.478309,0.046062
2.000000,6.095900,6.070574,0.031055
2.000000,6.588626,6.565201,0.025657
2.000000,7.082372,7.060586,0.023166
2.000000,7.576939,7.556578,0.022008
2.000000,8.072174,8.053066,0.021472
2.000000,9.064215,9.047202,0.021212
2.000000,10.057830,10.042500,0.021319
2.000000,11.052600,11.038650,0.021457
2.400000,1.307822,1.125474,5.185193
2.400000,1.352922,1.177579,5.161552
2.400000,2.551548,2.463066,0.377451
2.400000,2.725876,2.643235,-0.071314
2.400000,3.266557,3.197920,-0.715476
2.400000,4.203617,4.150505,-0.228471
2.400000,4.681922,4.634295,0.039005
2.400000,5.164339,5.121200,0.063791
2.400000,5.649814,5.610409,0.041149
2.400000,6.137622,6.101368,0.025587
2.400000,6.431205,6.396616,0.020160
2.400000,6.921734,6.889608,0.015119
2.400000,7.118314,7.087079,0.013977
2.400000,7.610545,7.581338,0.012315
2.400000,8.103727,8.076304,0.011606
2.400000,9.092326,9.067893,0.011323
1.800000,2.222521,2.165644,2.258338
1.800000,2.404080,2.351598,1.733786
1.800000,2.634786,2.586989,1.148159
1.800000,2.774815,2.729471,0.873487
1.800000,2.915836,2.872719,0.655809
1.800000,3.057711,3.016623,0.495896
1.800000,3.248015,3.209364,0.362709
1.800000,3.439418,3.402942,0.296893
3.800000,3.387860,3.219511,-1.274057
3.800000,3.549309,3.388989,-1.309376
3.800000,3.714511,3.561636,-1.294263
3.800000,3.882988,3.737011,-1.241930
3.800000,4.140965,4.004404,-1.123171
3.800000,4.404270,4.276125,-0.991401
4.000000,3.532703,3.353726,-1.113227
4.000000,3.612478,3.437656,-1.118185
4.000000,3.774916,3.607974,-1.098328
4.000000,3.940811,3.781201,-1.048849
4.000000,4.109744,3.956953,-0.981866
4.000000,4.281354,4.134910,-0.908262
4.500000,2.704162,2.398456,0.619426
4.500000,2.824003,2.532803,0.309698
4.500000,2.876629,2.591349,0.191150
4.500000,4.094202,3.899050,-0.499281
4.500000,4.175224,3.984042,-0.481396
4.500000,4.298255,4.112796,-0.453879
4.500000,4.422951,4.242946,-0.427370
5.000000,4.259107,4.026684,-0.198227
5.000000,4.337049,4.109037,-0.190968
5.000000,4.376356,4.150504,-0.187364
5.000000,4.415879,4.192157,-0.183820
5.200000,2.886449,2.499728,0.609698
5.200000,2.941358,2.562935,0.503049
5.200000,3.008586,2.639818,0.386066
5.200000,3.066609,2.705760,0.296580
5.200000,3.176726,2.829954,0.154490
5.200000,3.302134,2.970040,0.033553
5.200000,4.404724,4.161567,-0.133688
5.200000,4.443432,4.202516,-0.131128
5.200000,4.482364,4.243659,-0.128627
5.200000,4.560876,4.326504,-0.123867
5.200000,4.680180,4.452094,-0.117495
5.200000,4.801207,4.579153,-0.112163
5.200000,4.965037,4.750646,-0.106656
9.000000,5.152909,4.506979,0.008605
9.000000,5.224219,4.588339,0.009048
9.000000,5.262363,4.631723,0.009262
9.000000,5.322590,4.700038,0.009568
9.000000,5.386322,4.772092,0.009848
9.000000,5.430697,4.822122,0.010018
9.000000,5.499997,4.900036,0.010246
9.000000,5.572474,4.981251,0.010438
9.000000,5.648006,5.065605,0.010596
9.000000,5.753257,5.182698,0.010754
9.000000,5.863443,5.304749,0.010858
9.000000,5.920301,5.367528,0.010891
9.000000,6.037381,5.496395,0.010927
9.000000,7.256030,6.812515,0.010950
9.000000,7.368342,6.932017,0.011015
9.000000,7.406076,6.972113,0.011037
9.000000,7.520138,7.093156,0.011162
9.000000,7.712974,7.297284,0.011420
9.000000,7.909012,7.504189,0.011714
9.000000,8.108019,7.713647,0.012019
9.000000,8.309781,7.925456,0.012316
9.000000,8.514104,8.139432,0.012589
9.000000,8.762418,8.398831,0.012880
9.000000,9.013876,8.660852,0.013130
9.000000,9.268224,8.925265,0.013338
9.000000,9.611450,9.281183,0.013559
9.000000,9.958914,9.640558,0.013730
9.000000,10.222030,9.912132,0.013834
9.000000,10.664890,10.368240,0.013973
2.000000,2.097617,2.022837,2.366683
2.000000,2.271563,2.202696,1.766980
2.000000,2.449489,2.385764,1.215907
2.000000,2.630589,2.571356,0.730091
2.000000,2.814249,2.758962,0.367867
2.000000,3.000000,2.948198,0.119184
2.000000,3.187475,3.138769,-0.018157
2.000000,3.423813,3.378516,-0.061364
2.000000,3.661966,3.619650,-0.012075
2.000000,3.901602,3.861913,0.064780
2.000000,4.239103,4.202603,0.118295
3.200000,2.491906,2.328258,0.263547
3.200000,2.639999,2.486119,-0.245466
3.200000,2.794565,2.649677,-0.670138
3.200000,2.954589,2.817940,-1.000870
3.200000,3.119230,2.990115,-1.231134
3.200000,3.287795,3.165562,-1.363992
3.200000,3.459710,3.343768,-1.411763
3.200000,3.678600,3.569774,-1.376886
3.200000,3.901230,3.798787,-1.269237
3.200000,4.126996,4.030296,-1.123055
3.200000,4.447426,4.357842,-0.907448
4.000000,4.682176,3.925729,-0.904117
4.000000,4.861316,4.104038,-0.839634
4.000000,5.087427,4.329591,-0.764709
4.000000,5.315679,4.557695,-0.701385
4.000000,5.777585,5.020164,-0.613634
4.000000,6.245361,5.489217,-0.566414
4.000000,6.717781,5.963301,-0.542976
4.000000,7.673114,6.922418,-0.526672
4.000000,8.154798,7.406033,-0.524280
4.000000,8.638564,7.891691,-0.523100
4.000000,9.611081,8.867790,-0.522021
4.500000,4.848774,4.001493,-0.436974
4.500000,5.023837,4.174650,-0.408918
4.500000,5.245173,4.394302,-0.377799
4.500000,5.468980,4.617043,-0.352709
4.500000,5.922883,5.070155,-0.319505
4.500000,6.383679,5.531353,-0.302122
4.500000,6.849975,5.998771,-0.293479
4.500000,7.795112,6.947232,-0.287344
4.500000,8.272519,7.426535,-0.286385
4.500000,8.752450,7.908401,-0.285838
4.500000,9.718384,8.878152,-0.285154
5.000000,5.024287,4.088890,-0.171453
5.000000,5.195237,4.256613,-0.163658
5.000000,5.411725,4.470001,-0.155123
5.000000,5.630990,4.687011,-0.148445
5.000000,6.076644,5.130048,-0.139988
5.000000,6.530174,5.582716,-0.135735
5.000000,6.990045,6.042850,-0.133630
5.000000,7.924384,6.979590,-0.132088
5.000000,8.397227,7.454126,-0.131794
5.000000,8.873048,7.931792,-0.131543
5.000000,9.831892,8.894490,-0.131046
3.200000,3.710126,3.105186,-1.368627
3.200000,4.069942,3.463673,-1.285150
3.200000,4.436645,3.830389,-1.087425
3.200000,4.808660,4.203181,-0.861816
3.200000,5.374225,4.770641,-0.595696
3.200000,5.946544,5.345212,-0.451103
3.200000,6.523839,5.924827,-0.387399
3.200000,7.007832,6.410705,-0.364935
3.200000,7.493927,6.898601,-0.354970
3.200000,7.981741,7.388117,-0.350608
3.200000,8.470976,7.878949,-0.348653
3.200000,9.452825,8.863688,-0.347188
3.800000,5.256968,4.537026,-0.808920
3.800000,5.721981,5.003008,-0.694702
3.800000,6.192448,5.474995,-0.631857
3.800000,6.667215,5.951559,-0.600418
3.800000,6.953773,6.239258,-0.590138
3.800000,7.433728,6.721148,-0.580729
3.800000,7.626431,6.914624,-0.578598
3.800000,8.109735,7.399832,-0.575443
3.800000,8.594949,7.886887,-0.573932
3.800000,9.569945,8.865323,-0.572654
4.500000,5.200698,4.350110,-0.383566
4.500000,5.922883,5.070155,-0.319505
4.500000,6.849975,5.998771,-0.293480
4.500000,7.795112,6.947232,-0.287344
4.500000,8.752450,7.908401,-0.285838
4.500000,9.718384,8.878152,-0.285154
6.500000,4.322477,3.303686,0.015917
6.500000,4.641297,3.555764,0.002732
6.500000,4.989936,3.856498,-0.003101
6.500000,5.362583,4.195437,-0.004053
6.500000,5.754574,4.564078,-0.004112
6.500000,6.162220,4.955797,-0.005056
6.500000,6.582612,5.365542,-0.006676
6.500000,7.013460,5.789487,-0.008304
6.500000,7.452949,6.224731,-0.009460
6.500000,7.899638,6.669062,-0.010105
6.500000,8.352371,7.120780,-0.010380
6.500000,8.810218,7.578564,-0.010416
6.500000,9.272420,8.041377,-0.010295
6.500000,10.207520,8.978974,-0.009881
7.500000,4.808102,3.684473,0.015092
7.500000,5.105800,3.901836,0.012233
7.500000,5.433280,4.168129,0.011097
7.500000,5.785488,4.474627,0.010604
7.500000,6.158183,4.813654,0.009818
7.500000,6.547867,5.178827,0.008710
7.500000,6.951684,5.565000,0.007629
7.500000,7.367309,5.968099,0.006835
7.500000,7.792855,6.384919,0.006414
7.500000,8.226781,6.812941,0.006268
7.500000,8.667830,7.250183,0.006334
7.500000,9.114967,7.695072,0.006389
7.500000,9.567338,8.146356,0.006481
7.500000,10.485070,9.064275,0.006898
1.400000,2.115489,1.850625,3.986283
1.400000,2.162379,1.897655,3.910987
1.400000,2.256561,1.992148,3.739627
1.400000,2.446311,2.182608,3.351148
1.400000,2.637575,2.374637,2.949679
1.400000,3.023497,2.762092,2.209213
1.400000,3.412663,3.152681,1.604691
1.400000,3.804077,3.545370,1.006232
1.400000,4.197111,3.939530,0.580472
1.400000,4.690059,4.433701,0.306256
1.400000,5.184358,4.929048,0.187027
1.400000,5.679656,5.425249,0.135211
1.400000,6.175711,5.922089,0.112453
1.400000,6.672355,6.419419,0.102395
1.400000,7.169466,6.917135,0.097845
1.400000,9.161054,8.910555,0.094060
1.500000,2.143360,1.859280,3.551920
1.500000,2.189867,1.905886,3.459488
1.500000,2.283325,1.999590,3.261505
1.500000,2.471777,2.188671,2.844918
1.500000,2.661914,2.379537,2.442450
1.500000,3.045981,2.765147,1.784942
1.500000,3.433689,3.154342,1.338768
1.500000,3.823929,3.545943,0.898108
1.500000,4.215999,3.939232,0.524247
1.500000,4.707963,4.432532,0.264776
1.500000,5.201460,4.927184,0.149071
1.500000,5.696091,5.422816,0.098521
1.500000,6.191585,5.919183,0.076290
1.500000,6.687749,6.416115,0.066443
1.500000,7.184446,6.913489,0.062003
1.500000,9.174821,8.905926,0.058374
1.600000,2.172209,1.869035,3.178432
1.600000,2.218322,1.915195,3.071301
1.600000,2.311034,2.008066,2.850284
1.600000,2.498144,2.195687,2.408028
1.600000,2.687113,2.385320,2.001325
1.600000,3.069246,2.768967,1.396678
1.600000,3.455425,3.156676,1.063860
1.600000,3.844432,3.547116,0.776926
1.600000,4.235488,3.939474,0.470726
1.600000,4.726413,4.431844,0.233756
1.600000,5.219061,4.925751,0.123825
1.600000,5.712987,5.420775,0.075193
1.600000,6.207885,5.916637,0.053710
1.600000,6.703541,6.413141,0.044181
1.600000,7.199797,6.910149,0.039901
1.600000,9.188882,8.901533,0.036469
1.700000,2.201997,1.879873,2.854360
1.700000,2.247707,1.925564,2.734845
1.700000,2.339654,2.017561,2.494393
1.700000,2.525385,2.203647,2.029892
1.700000,2.713146,2.391980,1.618446
1.700000,3.093273,2.773551,1.051074
1.700000,3.477860,3.159683,0.800808
1.700000,3.865578,3.548889,0.650202
1.700000,4.255569,3.940257,0.423749
1.700000,4.745402,4.431636,0.214125
1.700000,5.237157,4.924750,0.110865
1.700000,5.730339,5.419127,0.064273
1.700000,6.224608,5.914449,0.043553
1.700000,6.719726,6.410497,0.034348
1.700000,7.215517,6.907115,0.030230
1.700000,9.203237,8.897377,0.027007
2.000000,4.513425,4.140723,0.249417
2.000000,5.098572,4.727924,0.128205
2.000000,5.686815,5.317982,0.063453
2.000000,6.277284,5.910043,0.037103
2.000000,6.770622,6.404556,0.028066
2.000000,7.264871,6.899860,0.024057
2.000000,7.759856,7.395796,0.022274
2.000000,8.255446,7.892244,0.021495
2.000000,9.248051,8.886337,0.021148
2.000000,10.242090,9.881621,0.021284
2.000000,11.237190,10.877770,0.021443
1.800000,3.309008,2.970614,0.612386
1.800000,3.693804,3.356956,0.536130
1.800000,4.081525,3.746166,0.459185
1.800000,4.471410,4.137434,0.298446
1.800000,5.059199,4.727078,0.134645
1.800000,5.649556,5.319039,0.065805
1.800000,6.241752,5.912620,0.039300
1.800000,6.736304,6.408185,0.030334
1.800000,7.231605,6.904389,0.026340
1.800000,7.727511,7.401104,0.024528
1.800000,8.223914,7.898234,0.023704
1.800000,9.217885,8.893459,0.023293
1.800000,10.213030,9.889647,0.023414
1.800000,11.209040,10.886530,0.023566
2.400000,1.341704,1.090762,5.177013
2.400000,1.417724,1.110329,5.130159
2.400000,2.738227,2.284832,0.259093
2.400000,2.916789,2.462423,-0.134867
2.400000,3.466551,3.012098,-0.642120
2.400000,4.412010,3.960819,-0.158440
2.400000,4.892879,4.443620,0.102252
2.400000,5.377239,4.929851,0.093569
2.400000,5.864224,5.418589,0.053190
2.400000,6.353232,5.909211,0.030424
2.400000,6.647421,6.204304,0.022927
2.400000,7.138812,6.697093,0.016159
2.400000,7.335694,6.894500,0.014658
2.400000,7.828591,7.388627,0.012504
2.400000,8.322336,7.883494,0.011607
2.400000,9.311827,8.874955,0.011271
1.800000,2.369153,2.028062,2.180411
1.800000,2.553471,2.212541,1.697316
1.800000,2.786912,2.446572,1.192892
1.800000,2.928289,2.588425,0.963165
1.800000,3.070484,2.731148,0.788883
1.800000,3.213389,2.874612,0.667091
1.800000,3.404878,3.066871,0.575797
1.800000,3.597294,3.260061,0.542414
3.800000,3.660119,2.953110,-1.237630
3.800000,3.828656,3.117540,-1.272112
3.800000,4.000093,3.285917,-1.266218
3.800000,4.174073,3.457664,-1.230125
3.800000,4.439154,3.720582,-1.137560
3.800000,4.708429,3.988737,-1.021963
4.000000,3.817679,3.074481,-1.074466
4.000000,3.901215,3.155682,-1.083073
4.000000,4.070516,3.321161,-1.076563
4.000000,4.242490,3.490257,-1.045294
4.000000,4.416825,3.662468,-0.996296
4.000000,4.593251,3.837376,-0.936222
4.500000,2.884861,2.210684,0.561290
4.500000,3.032380,2.317179,0.272628
4.500000,3.095075,2.365839,0.165204
4.500000,4.420386,3.580860,-0.501502
4.500000,4.504883,3.663391,-0.491036
4.500000,4.632787,3.788766,-0.472280
4.500000,4.761980,3.915874,-0.451354
5.000000,4.607157,3.683708,-0.187751
5.000000,4.689287,3.762920,-0.185618
5.000000,4.730609,3.802893,-0.184244
5.000000,4.772098,3.843102,-0.182704
5.200000,3.002059,2.380178,0.578817
5.200000,3.086562,2.412170,0.474977
5.200000,3.181410,2.460058,0.368080
5.200000,3.258796,2.505868,0.290406
5.200000,3.398585,2.599715,0.172500
5.200000,3.550495,2.713423,0.074154
