# R1,R2,R3,ETriat
5.500000,2.438574,3.170541,0.199613
5.500000,2.383991,3.254780,0.103326
5.500000,2.332420,3.339888,0.003892
5.500000,2.218019,3.556051,-0.239943
5.500000,2.126977,3.776393,-0.452220
6.000000,2.885639,3.153074,0.125794
6.000000,2.853612,3.193255,0.098254
6.000000,2.822109,3.233710,0.068452
6.000000,2.791145,3.274429,0.036615
6.000000,2.760739,3.315402,0.003007
6.000000,2.730911,3.356620,-0.032083
6.000000,2.701678,3.398073,-0.068339
6.000000,2.645081,3.481654,-0.143083
6.000000,2.591107,3.566079,-0.218734
6.000000,2.468765,3.780469,-0.398396
6.000000,2.366593,3.998996,-0.548929
9.000000,4.493924,4.531879,-0.014827
9.000000,4.460201,4.571016,-0.017474
9.000000,4.426786,4.610363,-0.020237
9.000000,4.393686,4.649914,-0.023125
9.000000,4.360907,4.689665,-0.026142
9.000000,4.328458,4.729610,-0.029295
9.000000,4.296346,4.769745,-0.032589
9.000000,4.233163,4.850566,-0.039626
9.000000,4.171420,4.932089,-0.047302
9.000000,4.023797,5.138753,-0.069570
9.000000,3.886661,5.349119,-0.096552
2.000000,3.490471,4.915486,-1.393896
2.000000,4.078990,5.511082,-0.699288
2.000000,4.670431,6.107540,-0.279440
2.000000,5.263810,6.704630,-0.092288
2.000000,5.759341,7.202574,-0.027294
2.000000,6.255583,7.700785,0.000936
2.000000,6.752379,8.199214,0.012865
2.000000,7.249616,8.697823,0.017825
2.000000,8.245093,9.695471,0.020724
2.000000,9.241546,10.693560,0.021220
2.000000,10.238690,11.691970,0.021361
1.800000,2.384547,3.651726,-2.029585
1.800000,2.771088,4.047359,-2.066853
1.800000,3.160979,4.443774,-1.778922
1.800000,3.553118,4.840778,-1.314110
1.800000,4.144146,5.437109,-0.654985
1.800000,4.737429,6.034167,-0.262143
1.800000,5.332216,6.631756,-0.085049
1.800000,5.828688,7.130056,-0.022849
1.800000,6.325716,7.628579,0.004227
1.800000,6.823178,8.127283,0.015612
1.800000,7.320986,8.626137,0.020291
1.800000,8.317391,9.624202,0.022944
1.800000,9.314567,10.622630,0.023372
1.800000,10.312290,11.621330,0.023490
2.400000,1.154256,1.261229,5.197176
2.400000,1.036443,1.426432,5.205578
2.400000,1.533423,3.103349,-0.956980
2.400000,1.700969,3.297694,-1.433364
2.400000,2.235849,3.884174,-2.157037
2.400000,3.179396,4.868968,-1.776519
2.400000,3.662421,5.363475,-1.147681
2.400000,4.149470,5.858915,-0.602658
2.400000,4.639275,6.355069,-0.269607
2.400000,5.131047,6.851782,-0.108468
2.400000,5.426832,7.150030,-0.059782
2.400000,5.920749,7.647415,-0.018405
2.400000,6.118593,7.846462,-0.009648
2.400000,6.613770,8.344278,0.002551
2.400000,7.109622,8.842341,0.007666
2.400000,8.102855,9.839057,0.010768
1.800000,1.450486,2.668346,-0.227100
1.800000,1.631055,2.864101,-0.778588
1.800000,1.862358,3.109555,-1.330499
1.800000,2.003298,3.257160,-1.584824
1.800000,2.145466,3.404973,-1.779990
1.800000,2.288635,3.552970,-1.915547
1.800000,2.480782,3.750547,-2.003270
1.800000,2.674081,3.948368,-1.987833
3.800000,1.842791,4.158234,-1.717344
3.800000,1.979200,4.350164,-1.848649
3.800000,2.125697,4.542789,-1.929831
3.800000,2.280338,4.736027,-1.967564
3.800000,2.524277,5.026874,-1.948697
3.800000,2.779210,5.318739,-1.841490
4.000000,1.912550,4.336779,-1.616639
4.000000,1.978073,4.432568,-1.667578
4.000000,2.117220,4.624681,-1.738042
4.000000,2.265495,4.817436,-1.770836
4.000000,2.421221,5.010758,-1.768345
4.000000,2.583052,5.204586,-1.730760
4.500000,1.748988,3.065563,0.545818
4.500000,1.683836,3.289311,0.107527
4.500000,1.667586,3.379841,-0.057691
4.500000,2.250616,5.022606,-1.267023
4.500000,2.319658,5.118626,-1.263275
4.500000,2.427266,5.262933,-1.246528
4.500000,2.539179,5.407551,-1.216215
5.000000,2.267836,5.229909,-1.007892
5.000000,2.327925,5.325360,-0.997782
5.000000,2.358985,5.373147,-0.991165
5.000000,2.390688,5.420974,-0.983491
5.200000,2.337604,2.950542,0.541142
5.200000,2.228271,3.118928,0.326683
5.200000,2.132134,3.290855,0.091020
5.200000,2.069805,3.421804,-0.083903
5.200000,1.986856,3.643317,-0.347940
5.200000,1.932899,3.868305,-0.561342
5.200000,2.339915,5.408597,-0.942679
5.200000,2.369157,5.456274,-0.935538
5.200000,2.399084,5.503992,-0.927445
5.200000,2.460895,5.599548,-0.908369
5.200000,2.558145,5.743165,-0.872470
5.200000,2.660302,5.887101,-0.827866
5.200000,2.803214,6.079472,-0.755296
6.500000,3.026299,3.543895,-0.134294
6.500000,2.907660,3.709005,-0.247920
6.500000,2.798301,3.877401,-0.362213
6.500000,2.723048,4.005606,-0.442105
6.500000,2.611990,4.222473,-0.557100
6.500000,2.520911,4.442823,-0.646598
6.500000,2.452039,4.666163,-0.711880
6.500000,2.431151,4.756242,-0.731934
6.500000,2.407280,4.892083,-0.756258
6.500000,2.396455,4.983095,-0.768965
6.500000,2.896292,6.713107,-0.578422
6.500000,2.983791,6.856125,-0.526775
6.500000,3.044833,6.951633,-0.490286
6.500000,3.140144,7.095128,-0.433679
7.500000,3.496617,4.082831,-0.160616
7.500000,3.406270,4.206115,-0.206619
7.500000,3.320244,4.331085,-0.255155
7.500000,3.238884,4.457599,-0.304823
7.500000,3.114635,4.671546,-0.386027
7.500000,3.069231,4.758109,-0.416740
7.500000,3.006082,4.888916,-0.459838
7.500000,2.931721,5.064980,-0.510485
7.500000,2.899003,5.153667,-0.532523
7.500000,2.855796,5.287455,-0.561229
7.500000,2.819914,5.422091,-0.584607
7.500000,2.800205,5.512289,-0.597227
7.500000,2.777138,5.648205,-0.611749
7.500000,2.762036,5.784818,-0.621065
7.500000,2.756460,5.876256,-0.624427
7.500000,2.754890,6.013923,-0.625280
7.500000,3.134609,7.369571,-0.403174
7.500000,3.208913,7.511822,-0.362058
2.000000,1.287759,2.537984,0.812027
2.000000,1.453854,2.731742,0.103620
2.000000,1.627593,2.926341,-0.497085
2.000000,1.806773,3.121622,-0.978458
2.000000,2.176044,3.513778,-1.598842
2.000000,2.554585,3.907524,-1.780327
2.000000,3.326768,4.698187,-1.052289
1.800000,2.413935,3.635141,-1.909301
1.800000,3.189109,4.426517,-1.679445
1.800000,3.384708,4.624824,-1.464021
1.800000,3.629881,4.872903,-1.170997
1.800000,3.875671,5.121169,-0.889597
1.800000,4.368685,5.618162,-0.452136
1.800000,4.863125,6.115645,-0.199977
1.800000,5.358598,6.613508,-0.075326
1.800000,6.351672,7.610075,0.006065
1.800000,6.848964,8.108675,0.016392
1.800000,7.346625,8.607438,0.020619
1.800000,8.342785,9.605349,0.023002
4.000000,2.739348,5.269493,-1.636033
4.000000,2.907708,5.463485,-1.540743
4.000000,3.123410,5.706558,-1.380520
4.000000,3.343892,5.950205,-1.193246
4.000000,3.795847,6.438961,-0.842908
4.000000,4.258557,6.929321,-0.633034
4.000000,4.728864,7.420968,-0.548117
4.000000,5.684703,8.407218,-0.518885
4.000000,6.167876,8.901493,-0.519058
4.000000,6.653536,9.396375,-0.519931
4.000000,7.630415,10.387610,-0.521080
4.500000,2.699913,5.469248,-1.128774
4.500000,2.857291,5.662160,-1.050157
4.500000,3.061019,5.903962,-0.923771
4.500000,3.271171,6.146420,-0.780166
4.500000,3.706348,6.633017,-0.521088
4.500000,4.156136,7.121471,-0.369920
4.500000,4.616267,7.611424,-0.305667
4.500000,5.557232,8.594804,-0.280223
4.500000,6.034838,9.087853,-0.280768
4.500000,6.515806,9.581624,-0.282102
4.500000,7.485228,10.570920,-0.283879
5.000000,2.687012,5.671356,-0.858949
5.000000,2.831688,5.863183,-0.786997
5.000000,3.021421,6.103705,-0.677727
5.000000,3.219396,6.344960,-0.557504
5.000000,3.634635,6.829356,-0.343889
5.000000,4.068984,7.315852,-0.217295
5.000000,4.516933,7.804056,-0.159455
5.000000,5.440111,8.784445,-0.128146
5.000000,5.911079,9.276210,-0.126844
5.000000,6.386464,9.768810,-0.127643
5.000000,7.347043,10.756060,-0.129500
3.200000,2.158346,4.176853,-2.094662
3.200000,2.498728,4.565246,-2.168534
3.200000,2.854614,4.955487,-2.017159
3.200000,3.220870,5.347170,-1.682078
3.200000,3.783091,5.936774,-1.056731
3.200000,4.355405,6.528273,-0.600791
3.200000,4.934301,7.121195,-0.403623
3.200000,5.420221,7.616143,-0.359092
3.200000,5.908492,8.111711,-0.348450
3.200000,6.398574,8.607791,-0.346453
3.200000,6.890082,9.104300,-0.346330
3.200000,7.876305,10.098350,-0.346614
3.800000,3.378555,5.872422,-1.333065
3.800000,3.836357,6.362024,-0.942685
3.800000,4.303561,6.853128,-0.703729
3.800000,4.777410,7.345432,-0.606534
3.800000,5.064133,7.641294,-0.584658
3.800000,5.545128,8.135071,-0.572530
3.800000,5.738436,8.332790,-0.571211
3.800000,6.223557,8.827536,-0.570598
3.800000,6.710861,9.322843,-0.571057
3.800000,7.690362,10.314820,-0.571843
4.500000,3.019717,5.855546,-0.951024
4.500000,3.706348,6.633017,-0.521088
4.500000,4.616267,7.611424,-0.305667
4.500000,5.557232,8.594804,-0.280223
4.500000,6.515806,9.581624,-0.282102
4.500000,7.485228,10.570920,-0.283879
5.200000,2.974685,6.136141,-0.649978
5.200000,3.611176,6.908487,-0.308229
5.200000,4.481115,7.881682,-0.128283
5.200000,5.396313,8.860847,-0.094967
5.200000,6.337191,9.844203,-0.092949
5.200000,7.293819,10.830610,-0.094672
6.000000,2.394077,5.330505,-0.735272
6.000000,2.981317,6.461677,-0.548062
6.000000,3.548617,7.228135,-0.247367
6.000000,4.361562,8.195227,-0.070638
6.000000,5.239634,9.169382,-0.032838
6.000000,6.155022,10.148570,-0.025667
6.000000,7.093295,11.131450,-0.025968
6.500000,3.361741,7.191004,-0.311081
6.500000,3.535709,7.430247,-0.231630
6.500000,3.908467,7.910729,-0.117170
6.500000,4.307086,8.393492,-0.057602
6.500000,4.555866,8.684086,-0.038618
6.500000,4.983050,9.169756,-0.021488
6.500000,5.157590,9.364446,-0.017565
6.500000,5.601394,9.852102,-0.011647
6.500000,6.053965,10.340940,-0.008976
6.500000,6.978556,11.321530,-0.008103
6.500000,7.921489,12.305250,-0.008849
6.500000,8.876922,13.291400,-0.009248
1.400000,1.420709,2.351647,0.749169
1.400000,1.467176,2.400714,0.632506
1.400000,1.560764,2.498960,0.392019
1.400000,1.750069,2.695837,-0.088995
1.400000,1.941520,2.893143,-0.533727
1.400000,2.328737,3.288731,-1.186918
1.400000,2.719657,3.685272,-1.426960
1.400000,3.112885,4.082488,-1.244693
1.400000,3.507644,4.480199,-0.819408
1.400000,4.002557,4.977854,-0.740611
1.400000,4.498596,5.475936,-0.388226
1.400000,4.995424,5.974338,-0.186656
1.400000,5.492828,6.472987,-0.086738
1.400000,5.990664,6.971830,-0.041079
1.400000,6.488832,7.470827,-0.021236
1.400000,8.483663,9.467874,-0.007923
1.500000,1.400580,2.390135,0.611476
1.500000,1.446377,2.439096,0.482920
1.500000,1.538756,2.537141,0.223698
1.500000,1.726064,2.733657,-0.278495
1.500000,1.915939,2.930643,-0.726657
1.500000,2.300843,3.325696,-1.363463
1.500000,2.690154,3.721805,-1.581006
1.500000,3.082204,4.118667,-1.377593
1.500000,3.476067,4.516082,-0.879577
1.500000,3.970120,5.013429,-0.190538
1.500000,4.465498,5.511257,-0.413804
1.500000,4.961803,6.009445,-0.195680
1.500000,5.458783,6.507911,-0.087303
1.500000,5.956268,7.006596,-0.037799
1.500000,6.454142,7.505456,-0.016316
1.500000,8.448148,9.502093,-0.001844
1.600000,1.382256,2.428889,0.517568
1.600000,1.427307,2.477743,0.377395
1.600000,1.518339,2.575584,0.099633
1.600000,1.703423,2.771728,-0.424525
1.600000,1.891545,2.968387,-0.878571
1.600000,2.273881,3.362887,-1.506725
1.600000,2.661414,3.758550,-1.710653
1.600000,3.052166,4.155043,-1.499516
1.600000,3.445041,4.552150,-0.994116
1.600000,3.938153,5.049176,-0.295252
1.600000,4.432808,5.546737,-0.433718
1.600000,4.928542,6.044700,-0.201187
1.600000,5.425059,6.542974,-0.085523
1.600000,5.922162,7.041493,-0.032660
1.600000,6.419715,7.540207,-0.009728
1.600000,8.412829,9.536413,0.005826
1.700000,1.365811,2.467898,0.460249
1.700000,1.410038,2.516643,0.308973
1.700000,1.499579,2.614276,0.013363
1.700000,1.682201,2.810042,-0.532317
1.700000,1.868386,3.006366,-0.993358
1.700000,2.247886,3.400298,-1.617461
1.700000,2.633462,3.795500,-1.813309
1.700000,3.022788,4.191612,-1.601227
1.700000,3.414583,4.588399,-1.102013
1.700000,3.906666,5.085091,-0.343099
1.700000,4.400534,5.582373,-0.430106
1.700000,4.895647,6.080101,-0.188065
1.700000,5.391662,6.578174,-0.067991
1.700000,5.888351,7.076518,-0.013201
1.700000,6.385557,7.575081,0.010560
1.700000,8.377707,9.570832,0.026761
1.800000,1.287240,2.434299,0.676299
1.800000,1.266148,2.410046,0.760396
1.800000,1.245202,2.385807,0.845125
1.800000,1.224408,2.361585,0.930372
1.800000,1.203773,2.337379,1.016025
1.800000,1.183307,2.313189,1.102044
1.800000,1.163018,2.289018,1.188263
1.800000,1.142916,2.264864,1.274564
2.000000,1.267685,2.513833,0.685666
2.000000,1.247790,2.489698,0.782134
2.000000,1.228081,2.465581,0.880045
2.000000,1.208568,2.441482,0.979414
2.000000,1.189261,2.417401,1.080232
2.000000,1.170169,2.393339,1.182414
2.000000,1.151303,2.369296,1.285907
2.000000,1.132675,2.345273,1.390654
2.400000,1.255669,2.675360,0.683793
2.400000,1.238659,2.651465,0.794880
3.200000,1.414593,1.864136,4.432942
3.200000,1.366517,1.947780,4.309149
3.200000,1.324260,2.032902,4.147306
3.200000,1.288394,2.119324,3.945376
3.200000,1.414593,1.864136,4.432943
3.200000,1.259466,2.206894,3.701070
3.200000,1.237962,2.295479,3.413683
3.800000,1.729335,2.136647,2.676199
3.800000,1.676663,2.218842,2.575326
3.800000,1.628435,2.302447,2.446194
3.800000,1.585055,2.387313,2.290836
3.800000,1.729335,2.136647,2.676199
3.800000,1.546933,2.473311,2.110925
3.800000,1.514464,2.560326,1.907495
4.000000,1.834895,2.227723,2.260601
4.000000,1.781070,2.309503,2.166886
4.000000,1.731352,2.392668,2.047816
4.000000,1.686104,2.477078,1.905183
4.000000,1.834895,2.227723,2.260601
4.000000,1.645697,2.562610,1.740203
4.000000,1.610493,2.649156,1.554090
4.500000,2.099749,2.455814,1.520865
4.500000,2.043584,2.536673,1.439327
4.500000,1.990860,2.618854,1.334921
4.500000,1.941859,2.702236,1.209282
4.500000,2.099749,2.455814,1.520866
4.500000,1.896867,2.786713,1.065302
4.500000,1.856178,2.872186,0.906979
5.000000,2.365597,2.684358,0.919191
5.000000,2.336269,2.724231,0.883644
5.000000,2.307652,2.764434,0.843333
5.000000,2.279773,2.804952,0.798576
5.000000,2.252659,2.845771,0.749750
5.000000,2.226337,2.886879,0.697267
5.000000,2.200837,2.928264,0.641569
5.000000,2.152416,3.011818,0.522398
5.000000,2.107630,3.096348,0.395986
5.000000,2.013116,3.311444,0.071328
5.000000,1.946321,3.531141,-0.230317
5.500000,2.632138,2.913248,0.443066
5.500000,2.602156,2.952793,0.411941
5.500000,2.572797,2.992652,0.377560
5.500000,2.544082,3.032811,0.340196
5.500000,2.516032,3.073258,0.300157
5.500000,2.488671,3.113983,0.257772
5.500000,2.462022,3.154975,0.213398
5.500000,2.410951,3.237718,0.120177
5.500000,2.363010,3.321410,0.023491
5.500000,2.258129,3.534352,-0.215496
5.500000,2.177035,3.751868,-0.425672
6.000000,2.899182,3.142409,0.131672
6.000000,2.868673,3.181670,0.105375
6.000000,2.838716,3.221229,0.076905
6.000000,2.809330,3.261075,0.046460
6.000000,2.780533,3.301197,0.014277
6.000000,2.752343,3.341585,-0.019376
6.000000,2.724778,3.382230,-0.054213
6.000000,2.671605,3.464255,-0.126257
6.000000,2.621169,3.547203,-0.199510
6.000000,2.508119,3.758205,-0.374868
6.000000,2.415739,3.973733,-0.523192
9.000000,4.506980,4.520755,-0.013887
9.000000,4.474669,4.558882,-0.016375
9.000000,4.442685,4.597238,-0.018966
9.000000,4.411037,4.635815,-0.021662
9.000000,4.379730,4.674609,-0.024467
9.000000,4.348773,4.713614,-0.027386
9.000000,4.318173,4.752825,-0.030422
9.000000,4.258074,4.831844,-0.036863
9.000000,4.199497,4.911628,-0.043821
9.000000,4.060139,5.114198,-0.063637
9.000000,3.931753,5.320804,-0.087014
2.000000,3.521754,4.896327,-1.307357
2.000000,4.109606,5.491556,-0.643389
2.000000,4.700529,6.087721,-0.252524
2.000000,5.293494,6.684573,-0.081419
2.000000,5.788739,7.182350,-0.022492
2.000000,6.284737,7.680416,0.003008
2.000000,6.781323,8.178718,0.013748
2.000000,7.278377,8.677215,0.018200
2.000000,8.273549,9.674675,0.020789
2.000000,9.269761,10.672610,0.021231
2.000000,10.266710,11.670900,0.021366
2.400000,1.159673,1.256964,5.197796
2.400000,1.048467,1.418881,5.210526
2.400000,1.577743,3.084253,-0.832276
2.400000,1.744625,3.278091,-1.318476
2.400000,2.277508,3.863376,-2.066119
2.400000,3.218581,4.846855,-1.688737
2.400000,3.700725,5.340896,-1.071404
2.400000,4.187061,5.835952,-0.550802
2.400000,4.676279,6.331785,-0.241264
2.400000,5.167562,6.828225,-0.095127
2.400000,5.463090,7.126329,-0.051591
2.400000,5.956632,7.623498,-0.014852
2.400000,6.154341,7.822467,-0.007113
2.400000,6.649212,8.320105,0.003637
2.400000,7.144797,8.818011,0.008129
2.400000,8.137588,9.814461,0.010846
1.800000,1.482539,2.653207,-0.045953
1.800000,1.662454,2.848588,-0.611717
1.800000,1.893025,3.093645,-1.180941
1.800000,2.033573,3.241042,-1.444629
1.800000,2.175384,3.388667,-1.648042
1.800000,2.318225,3.536492,-1.790716
1.800000,2.509980,3.733862,-1.885862
1.800000,2.702930,3.931498,-1.875869
3.800000,1.914110,4.130533,-1.669060
3.800000,2.050614,4.321725,-1.801090
3.800000,2.196866,4.513680,-1.881797
3.800000,2.351047,4.706306,-1.917476
3.800000,2.594075,4.996331,-1.891873
3.800000,2.847986,5.287469,-1.775658
4.000000,1.987545,4.307785,-1.570499
4.000000,2.053218,4.403188,-1.621169
4.000000,2.192360,4.594581,-1.690423
4.000000,2.340338,4.786678,-1.720755
4.000000,2.495580,4.979397,-1.713968
4.000000,2.656813,5.172669,-1.670892
4.500000,1.788848,3.045789,0.565447
4.500000,1.733696,3.267039,0.134525
4.500000,1.721335,3.356670,-0.028608
4.500000,2.335182,4.989413,-1.220329
4.500000,2.404239,5.085070,-1.214348
4.500000,2.511733,5.228859,-1.193757
4.500000,2.623402,5.372987,-1.159316
5.000000,2.360926,5.194487,-0.964949
5.000000,2.421401,5.289519,-0.952479
5.000000,2.452609,5.337103,-0.944598
5.000000,2.484431,5.384731,-0.935618
5.200000,2.357849,2.936705,0.550644
5.200000,2.255529,3.102093,0.342939
5.200000,2.166880,3.271348,0.113146
5.200000,2.110412,3.400482,-0.058672
5.200000,2.037472,3.619282,-0.320133
5.200000,1.993424,3.841892,-0.532927
5.200000,2.436578,5.371895,-0.897550
5.200000,2.466050,5.419358,-0.889135
5.200000,2.496175,5.466866,-0.879731
5.200000,2.558295,5.562014,-0.857976
5.200000,2.655813,5.705046,-0.818036
5.200000,2.758045,5.848428,-0.769558
5.200000,2.900823,6.040104,-0.692729
6.500000,3.045868,3.529500,-0.123296
6.500000,2.933813,3.691314,-0.231827
6.500000,2.831468,3.856712,-0.341646
6.500000,2.761733,3.982844,-0.418794
6.500000,2.660284,4.196556,-0.530263
6.500000,2.579156,4.414081,-0.617113
6.500000,2.520314,4.634884,-0.680129
6.500000,2.503390,4.724020,-0.699277
6.500000,2.485342,4.858517,-0.722138
6.500000,2.478285,4.948676,-0.733756
6.500000,3.016859,6.667447,-0.505338
6.500000,3.105060,6.809822,-0.453174
6.500000,3.166445,6.904918,-0.417371
6.500000,3.262106,7.047816,-0.363486
7.500000,3.518951,4.066354,-0.151709
7.500000,3.433474,4.187117,-0.194436
7.500000,3.352532,4.309718,-0.239243
7.500000,3.276461,4.434003,-0.284878
7.500000,3.161446,4.644521,-0.359169
7.500000,3.119865,4.729805,-0.387191
7.500000,3.062561,4.858783,-0.426442
7.500000,2.996150,5.032567,-0.472402
7.500000,2.967446,5.120176,-0.492293
7.500000,2.930266,5.252421,-0.517997
7.500000,2.900377,5.385595,-0.538602
7.500000,2.884615,5.474862,-0.549477
7.500000,2.867356,5.609441,-0.561505
7.500000,2.857876,5.744784,-0.568443
7.500000,2.855919,5.835411,-0.570278
7.500000,2.859545,5.971913,-0.568913
7.500000,3.270681,7.318720,-0.333491
7.500000,3.346353,7.460254,-0.294587
3.200000,2.307268,4.108065,-1.957387
3.200000,2.645248,4.493950,-2.020668
3.200000,2.998532,4.882108,-1.843865
3.200000,3.362297,5.272036,-1.497355
3.200000,3.921202,5.859475,-0.922853
3.200000,4.490724,6.449227,-0.548142
3.200000,5.067285,7.040711,-0.397872
3.200000,5.551549,7.534643,-0.361167
3.200000,6.038378,8.029327,-0.350539
3.200000,6.527199,8.524630,-0.347637
3.200000,7.017595,9.020452,-0.346912
3.200000,8.001954,10.013340,-0.346739
1.800000,3.457603,4.578381,-1.230802
1.800000,3.947397,5.074004,-0.722455
1.800000,4.439468,5.570410,-0.354698
1.800000,4.933133,6.067406,-0.151137
1.800000,5.427958,6.564858,-0.052897
1.800000,5.725285,6.863507,-0.022184
1.800000,6.221399,7.361499,0.004565
1.800000,6.420014,7.560770,0.010276
1.800000,6.916900,8.059106,0.018171
1.800000,7.414205,8.557636,0.021368
1.800000,8.409774,9.555157,0.023131
2.000000,3.409043,4.647370,-1.316081
2.000000,3.896058,5.142112,-0.771374
2.000000,4.385997,5.637783,-0.374364
2.000000,4.877978,6.134156,-0.158335
2.000000,5.371440,6.631074,-0.056631
2.000000,5.668067,6.929437,-0.025284
2.000000,6.163171,7.427003,0.001886
2.000000,6.361427,7.626118,0.007689
2.000000,6.857511,8.124097,0.015740
2.000000,7.354125,8.622310,0.019042
2.000000,8.348565,9.619292,0.020931
2.400000,3.320285,4.787704,-1.466567
2.400000,3.800464,5.280533,-0.883949
2.400000,4.285179,5.774596,-0.427550
2.400000,4.773049,6.269600,-0.176230
2.400000,5.263196,6.765339,-0.065302
2.400000,5.558127,7.063071,-0.033446
2.400000,6.050786,7.559689,-0.007046
2.400000,6.248176,7.758458,-0.001557
2.400000,6.742325,8.255640,0.006007
2.400000,7.237277,8.753143,0.009133
2.400000,8.229013,9.748916,0.011010
2.800000,3.243425,4.930955,-1.603431
2.800000,3.714913,5.421706,-1.047387
2.800000,4.193013,5.914007,-0.566608
2.800000,4.675696,6.407500,-0.258629
2.800000,5.161677,6.901930,-0.096680
2.800000,5.454482,7.198957,-0.047478
2.800000,5.944085,7.694515,-0.009908
2.800000,6.140396,7.892896,-0.003115
2.800000,6.632136,8.389182,0.005261
2.800000,7.125027,8.885886,0.008312
2.800000,8.113419,9.880290,0.010039
3.200000,3.179327,5.076876,-1.685128
3.200000,3.640114,5.565421,-1.198062
3.200000,4.110079,6.055835,-0.769334
3.200000,4.586400,6.547700,-0.509973
3.200000,5.067285,7.040711,-0.397872
3.200000,5.357496,7.336972,-0.370882
3.200000,5.843379,7.831372,-0.353278
3.200000,6.038378,8.029327,-0.350539
3.200000,6.527199,8.524630,-0.347637
3.200000,7.017595,9.020452,-0.346912
3.200000,8.001954,10.013340,-0.346739
3.800000,3.108792,5.300282,-1.537908
3.800000,3.549537,5.785344,-1.165061
3.800000,4.004227,6.272752,-0.846602
3.800000,4.468609,6.762000,-0.673452
3.800000,4.939948,7.252714,-0.603697
3.800000,5.225310,7.547727,-0.586748
3.800000,5.704252,8.040237,-0.575596
3.800000,5.896807,8.237493,-0.573869
3.800000,6.380201,8.731180,-0.572135
3.800000,6.865973,9.225547,-0.571849
3.800000,7.842884,10.215930,-0.572030
4.000000,3.092434,5.375857,-1.360384
4.000000,3.525413,5.859725,-1.027303
4.000000,3.974158,6.346095,-0.750748
4.000000,4.433884,6.834432,-0.604355
4.000000,4.901502,7.324344,-0.545897
4.000000,5.184974,7.618920,-0.532026
4.000000,5.661215,8.110763,-0.523197
4.000000,5.852821,8.307774,-0.521929
4.000000,6.334106,8.800889,-0.520848
4.000000,6.818086,9.294740,-0.520874
4.000000,7.792117,10.284220,-0.521314
4.500000,3.067742,5.567000,-0.881020
4.500000,3.478988,6.047839,-0.631757
4.500000,3.910969,6.531555,-0.441567
4.500000,4.357521,7.017555,-0.343516
4.500000,4.814594,7.505394,-0.302574
4.500000,5.092711,7.798837,-0.291971
4.500000,5.561297,8.288952,-0.284813
4.500000,5.750213,8.485321,-0.283804
4.500000,6.225533,8.976944,-0.283142
4.500000,6.704445,9.469445,-0.283458
4.500000,7.670347,10.456580,-0.284262
5.200000,3.072733,5.839409,-0.574264
5.200000,3.448434,6.315949,-0.374346
5.200000,3.852494,6.795860,-0.228651
5.200000,4.276883,7.278477,-0.152518
5.200000,4.716115,7.763294,-0.117830
5.200000,4.985152,8.055075,-0.107269
5.200000,5.440750,8.542643,-0.098329
5.200000,5.625101,8.738063,-0.096581
5.200000,6.090302,9.227473,-0.094670
5.200000,6.560624,9.717961,-0.094498
5.200000,7.512776,10.701580,-0.095229
6.000000,2.906242,5.782863,-1.044471
6.000000,3.134440,6.156733,-0.450746
6.000000,3.463785,6.628362,-0.281254
6.000000,3.830261,7.103872,-0.155195
6.000000,4.224214,7.582533,-0.085886
6.000000,4.638651,8.063785,-0.053118
6.000000,4.894991,8.353593,-0.042707
6.000000,5.332356,8.838118,-0.033085
6.000000,5.510287,9.032401,-0.030856
6.000000,5.961237,9.519143,-0.027626
6.000000,6.419458,10.007190,-0.026477
6.000000,7.352253,10.986520,-0.026609
6.500000,3.666078,7.062411,-0.182883
6.500000,3.840916,7.299262,-0.132897
6.500000,4.213390,7.775433,-0.068240
6.500000,4.610062,8.254422,-0.036387
6.500000,4.857229,8.542972,-0.026049
6.500000,5.281353,9.025547,-0.016349
6.500000,5.454603,9.219098,-0.014051
6.500000,5.895143,9.704117,-0.010557
6.500000,6.344504,10.190590,-0.009045
6.500000,7.263109,11.167110,-0.008692
6.500000,8.200780,12.147450,-0.009126
6.500000,9.151657,13.130760,-0.009308
1.800000,1.564387,2.612622,0.388855
1.800000,1.743009,2.807022,-0.204226
1.800000,1.972066,3.051040,-0.811080
1.800000,2.111781,3.197894,-1.095313
1.800000,2.252820,3.345028,-1.317171
1.800000,2.394948,3.492405,-1.475614
1.800000,2.585836,3.689238,-1.587415
1.800000,2.778006,3.886393,-1.589842
3.800000,2.091546,4.056134,-1.555042
3.800000,2.228994,4.245363,-1.684827
3.800000,2.375345,4.435538,-1.760370
3.800000,2.529054,4.626541,-1.786304
3.800000,2.770720,4.914388,-1.739736
3.800000,3.022857,5.203609,-1.600973
4.000000,2.173983,4.229909,-1.458095
4.000000,2.240375,4.324284,-1.506434
4.000000,2.380218,4.513763,-1.568997
4.000000,2.528160,4.704112,-1.588727
4.000000,2.682863,4.895231,-1.568261
4.000000,2.843222,5.087033,-1.509911
4.500000,1.890517,2.992701,0.610707
4.500000,1.859493,3.207209,0.200202
4.500000,1.856389,3.294414,0.043249
4.500000,2.545937,4.900274,-1.093475
4.500000,2.615388,4.994963,-1.080858
4.500000,2.723133,5.137374,-1.049942
4.500000,2.834722,5.280206,-1.005293
5.000000,2.591716,5.099331,-0.844227
5.000000,2.653458,5.193247,-0.825340
5.000000,2.685193,5.240289,-0.814212
5.000000,2.717478,5.287386,-0.801989
5.200000,2.410727,2.899681,0.573241
