R1,R2,R3,ETriat,EDiat,E
1.400000,5.859223,7.066907,-0.067443,21.655233,21.587790
1.400000,6.358268,7.566418,-0.032554,21.661044,21.628490
1.400000,8.355592,9.564976,-0.008364,21.669424,21.661060
1.500000,1.219284,2.473817,-1.068802,16.769442,15.700640
1.500000,1.266569,2.523335,-1.149516,15.310906,14.161390
1.500000,1.361722,2.622426,-1.319699,13.034649,11.714950
1.500000,1.553855,2.820800,-1.668644,10.351628,8.682984
1.500000,1.747754,3.019388,-1.982043,9.226850,7.244807
1.500000,2.138926,3.417059,-2.396921,9.153430,6.756509
1.500000,2.532856,3.815217,-2.454424,10.025229,7.570805
1.500000,2.928433,4.213724,-2.139718,10.866372,8.726654
1.500000,3.325068,4.612489,-1.531539,11.400456,9.868917
1.500000,3.821848,5.111217,-0.643911,11.702081,11.058170
1.500000,4.319371,5.610172,-0.680241,11.809341,11.129100
1.500000,4.817408,6.109297,-0.332771,11.850661,11.517890
1.500000,5.315813,6.608555,-0.151640,11.869460,11.717820
1.500000,5.814491,7.107917,-0.066361,11.879411,11.813050
1.500000,6.313379,7.607363,-0.028562,11.885282,11.856720
1.500000,8.310268,9.605723,-0.002285,11.893825,11.891540
1.600000,1.184904,2.516677,-1.113033,11.247893,10.134860
1.600000,1.231616,2.566147,-1.205405,9.622226,8.416821
1.600000,1.325760,2.665145,-1.393980,7.062445,5.668465
1.600000,1.516299,2.863351,-1.764894,3.975084,2.210190
1.600000,1.709002,3.061790,-2.087478,2.598922,0.511444
1.600000,2.098508,3.459208,-2.502311,2.276343,-0.225968
1.600000,2.491342,3.857160,-2.559052,3.066481,0.507429
1.600000,2.886145,4.255496,-2.252366,3.899852,1.647486
1.600000,3.282207,4.654117,-1.651350,4.451663,2.800313
1.600000,3.778451,5.152694,-0.740953,4.770903,4.029950
1.600000,4.275570,5.651522,-0.009813,4.884333,4.874520
1.600000,4.773291,6.150541,-0.349053,4.927257,4.578204
1.600000,5.271444,6.649707,-0.155168,4.946474,4.791306
1.600000,5.769916,7.148990,-0.063591,4.956561,4.892970
1.600000,6.268632,7.648366,-0.022985,4.962504,4.939519
1.600000,8.265046,9.646518,0.005368,4.971223,4.976591
1.700000,1.152016,2.559652,-1.125956,7.916452,6.790496
1.700000,1.198064,2.609072,-1.229930,6.119135,4.889205
1.700000,1.291043,2.707977,-1.436553,3.264540,1.827987
1.700000,1.479750,2.906012,-1.828347,-0.250926,-2.079273
1.700000,1.671087,3.104299,-2.160584,-1.896870,-4.057454
1.700000,2.058706,3.501458,-2.578431,-2.490067,-5.068498
1.700000,2.450308,3.899198,-2.638348,-1.791107,-4.429455
1.700000,2.844248,4.297357,-2.345690,-0.969054,-3.314744
1.700000,3.239674,4.695829,-1.763782,-0.399568,-2.163350
1.700000,3.735326,5.194249,-0.875622,-0.061133,-0.936754
1.700000,4.232001,5.692947,-0.729285,0.059385,-0.669900
1.700000,4.729377,6.191854,-0.345096,0.104213,-0.240883
1.700000,5.227253,6.690925,-0.142170,0.123941,-0.018229
1.700000,5.725500,7.190124,-0.046162,0.134196,0.088034
1.700000,6.224028,7.689428,-0.003582,0.140225,0.136643
1.700000,8.219928,9.687361,0.026286,0.149131,0.175417
1.800000,1.053626,2.528724,-0.938753,9.755529,8.816776
1.800000,1.031492,2.504067,-0.879809,11.113849,10.234040
1.800000,1.009492,2.479417,-0.820643,12.569283,11.748640
1.800000,0.987635,2.454774,-0.761115,14.127215,13.366100
1.800000,0.965930,2.430138,-0.700989,15.793079,15.092090
1.800000,0.944388,2.405509,-0.639768,17.572188,16.932420
1.800000,0.923021,2.380889,-0.576784,19.469754,18.892970
1.800000,0.901840,2.356276,-0.511000,21.490690,20.979690
2.000000,0.999703,2.615350,-0.823167,10.146293,9.323126
2.000000,0.978733,2.590746,-0.747833,11.685723,10.937890
2.000000,0.957956,2.566150,-0.670356,13.322506,12.652150
2.000000,0.937386,2.541562,-0.590196,15.060206,14.470010
2.000000,0.917035,2.516981,-0.506572,16.901992,16.395420
2.000000,0.896920,2.492409,-0.418429,18.850539,18.432110
2.000000,0.877056,2.467846,-0.324458,20.907928,20.583470
2.000000,0.857461,2.443291,-0.222979,23.075439,22.852460
2.400000,0.920631,2.789694,-0.528549,16.542799,16.014250
2.400000,0.902996,2.765196,-0.420775,18.218185,17.797410
2.800000,0.887985,2.965279,-0.286766,22.237366,21.950600
2.800000,0.875034,2.940884,-0.159912,23.590572,23.430660
3.200000,1.314236,1.926055,4.547996,-1.755472,2.792524
3.200000,1.240460,2.018779,4.452165,0.439410,4.891575
3.200000,1.170583,2.112167,4.317303,3.145221,7.462524
3.200000,1.105345,2.206134,4.138795,6.336125,10.474920
3.200000,1.314236,1.926055,4.547996,-1.755472,2.792524
3.200000,1.045616,2.300611,3.912163,9.939247,13.851410
3.200000,0.992389,2.395535,3.633179,13.812401,17.445580
3.800000,1.632603,2.200896,2.748600,-4.385313,-1.636713
3.800000,1.555941,2.292964,2.662891,-3.474938,-0.812047
3.800000,1.482064,2.385670,2.549584,-2.333414,0.216170
3.800000,1.411408,2.478944,2.408813,-0.950572,1.458241
3.800000,1.632603,2.200896,2.748600,-4.385313,-1.636713
3.800000,1.344482,2.572723,2.238791,0.677300,2.916091
3.800000,1.281871,2.666953,2.036034,2.539709,4.575743
4.000000,1.739114,2.292620,2.314888,-4.589085,-2.274197
4.000000,1.661753,2.384498,2.229252,-3.913480,-1.684228
4.000000,1.586924,2.477005,2.117461,-3.064694,-0.947233
4.000000,1.515003,2.570074,1.978485,-2.031118,-0.052633
4.000000,1.739114,2.292620,2.314888,-4.589085,-2.274197
4.000000,1.446423,2.663645,1.809589,-0.804089,1.005500
4.000000,1.381682,2.757668,1.609264,0.616657,2.225921
4.500000,2.005949,2.522111,1.532862,-4.510872,-2.978010
4.500000,1.927200,2.613568,1.439348,-4.203036,-2.763688
4.500000,1.850505,2.705629,1.316336,-3.814476,-2.498140
4.500000,1.776130,2.798235,1.166506,-3.336156,-2.169650
4.500000,2.005949,2.522111,1.532862,-4.510872,-2.978010
4.500000,1.704379,2.891333,0.995354,-2.759651,-1.764297
4.500000,1.635596,2.984879,0.809941,-2.077910,-1.267969
5.000000,2.273356,2.751812,0.898198,-3.860714,-2.962516
5.000000,2.233263,2.797284,0.853080,-3.799924,-2.946844
5.000000,2.193577,2.842908,0.802141,-3.732800,-2.930659
5.000000,2.154320,2.888677,0.745925,-3.658663,-2.912738
5.000000,2.115516,2.934584,0.685060,-3.576756,-2.891696
5.000000,2.077192,2.980622,0.620230,-3.486248,-2.866018
5.000000,2.039373,3.026787,0.552150,-3.386242,-2.834092
5.000000,1.965368,3.119470,0.409068,-3.153924,-2.744856
5.000000,1.893754,3.212593,0.261094,-2.871960,-2.610866
5.000000,1.727102,3.447085,-0.102166,-1.905205,-2.007371
5.000000,1.582549,3.683617,-0.419113,-0.536252,-0.955365
5.500000,2.541153,2.981673,0.406967,-2.984722,-2.577755
5.500000,2.500691,3.026993,0.366298,-2.962804,-2.596506
5.500000,2.460580,3.072458,0.321722,-2.941463,-2.619741
5.500000,2.420837,3.118062,0.273736,-2.920166,-2.646430
5.500000,2.381481,3.163798,0.222883,-2.898322,-2.675439
5.500000,2.342530,3.209662,0.169731,-2.875287,-2.705556
5.500000,2.304006,3.255648,0.114852,-2.850374,-2.735522
5.500000,2.228326,3.347964,0.002125,-2.792008,-2.789883
5.500000,2.154631,3.440710,-0.111187,-2.717200,-2.828387
5.500000,1.980510,3.674241,-0.376135,-2.418485,-2.794620
5.500000,1.824118,3.909808,-0.594011,-1.894000,-2.488011
6.000000,2.809230,3.211661,0.089317,-2.136233,-2.046916
6.000000,2.768475,3.256848,0.054188,-2.128040,-2.073852
6.000000,2.728027,3.302174,0.016413,-2.123809,-2.107396
6.000000,2.687901,3.347633,-0.023605,-2.123194,-2.146799
6.000000,2.648111,3.393220,-0.065421,-2.125808,-2.191229
6.000000,2.608672,3.438930,-0.108568,-2.131224,-2.239792
6.000000,2.569601,3.484757,-0.152575,-2.138978,-2.291553
6.000000,2.492630,3.576747,-0.241380,-2.159471,-2.400851
6.000000,2.417346,3.669156,-0.328623,-2.182896,-2.511519
6.000000,2.237623,3.901817,-0.525875,-2.221272,-2.747147
6.000000,2.072523,4.136502,-0.682774,-2.164439,-2.847213
9.000000,4.420707,4.593176,-0.020491,-0.181910,-0.202400
9.000000,4.378975,4.637829,-0.024155,-0.176464,-0.200618
9.000000,4.337417,4.682590,-0.028065,-0.171888,-0.199954
9.000000,4.296039,4.727456,-0.032243,-0.168164,-0.200407
9.000000,4.254847,4.772424,-0.036712,-0.165274,-0.201986
9.000000,4.213845,4.817491,-0.041496,-0.163212,-0.204707
9.000000,4.173040,4.862655,-0.046621,-0.161971,-0.208592
9.000000,4.092041,4.953261,-0.058011,-0.161966,-0.219976
9.000000,4.011899,5.044222,-0.071121,-0.165331,-0.236452
9.000000,3.815649,5.273057,-0.113048,-0.189665,-0.302713
9.000000,3.626019,5.503734,-0.170495,-0.240335,-0.410830
2.000000,3.311345,5.020568,-1.927998,-7.011450,-8.939448
2.000000,3.904577,5.618299,-1.067624,-6.706881,-7.774505
2.000000,4.499604,6.216466,-0.468930,-6.620081,-7.089011
2.000000,5.095797,6.814956,-0.171982,-6.591233,-6.763215
2.000000,5.593247,7.313887,-0.063021,-6.580262,-6.643283
2.000000,6.091115,7.812955,-0.014531,-6.573898,-6.588429
2.000000,6.589305,8.312134,0.006267,-6.569869,-6.563602
2.000000,7.087750,8.811407,0.015008,-6.567226,-6.552218
2.000000,8.085217,9.810174,0.020206,-6.564355,-6.544149
2.000000,9.083240,10.809170,0.021125,-6.563178,-6.542053
2.000000,10.081660,11.808330,0.021334,-6.562728,-6.541394
2.400000,1.123692,1.284664,5.191893,6.830917,12.022810
2.400000,0.966938,1.467662,5.157049,13.373741,18.530790
2.400000,1.259184,3.207346,-1.811265,-2.142534,-3.953799
2.400000,1.434514,3.404517,-2.188242,-6.020864,-8.209106
2.400000,1.988640,3.997718,-2.718949,-9.369981,-12.088930
2.400000,2.952308,4.990000,-2.298517,-8.024783,-10.323300
2.400000,3.441923,5.487192,-1.626219,-7.519356,-9.145575
2.400000,3.934152,5.984852,-0.949350,-7.319941,-8.269291
2.400000,4.428122,6.482872,-0.471961,-7.251229,-7.723190
2.400000,4.923310,6.981175,-0.209138,-7.224688,-7.433826
2.400000,5.220863,7.280269,-0.122963,-7.216252,-7.339215
2.400000,5.717353,7.778913,-0.046372,-7.207564,-7.253936
2.400000,5.916115,7.978418,-0.029689,-7.205169,-7.234858
2.400000,6.413355,8.477284,-0.006086,-7.200755,-7.206841
2.400000,6.910994,8.976275,0.003958,-7.197836,-7.193878
2.400000,7.907166,9.974561,0.010094,-7.194600,-7.184506
1.800000,1.257674,2.750917,-1.454056,1.084687,-0.369368
1.800000,1.444285,2.948779,-1.865664,-2.878538,-4.744202
1.800000,1.681882,3.196480,-2.279472,-5.088419,-7.367891
1.800000,1.826031,3.345266,-2.462551,-5.580260,-8.042811
1.800000,1.971053,3.494155,-2.596426,-5.709350,-8.305776
1.800000,2.116769,3.643135,-2.679536,-5.614341,-8.293877
1.800000,2.311909,3.841898,-2.711828,-5.297584,-8.009412
1.800000,2.507816,4.040784,-2.656549,-4.891543,-7.548092
3.800000,1.381199,4.308852,-2.032514,2.118914,0.086399
3.800000,1.522770,4.504851,-2.141664,-0.160387,-2.302051
3.800000,1.676290,4.701187,-2.205601,-1.595706,-3.801307
3.800000,1.838768,4.897820,-2.234098,-2.367420,-4.601518
3.800000,2.094695,5.193251,-2.227157,-2.688387,-4.915544
3.800000,2.361023,5.489178,-2.160975,-2.456674,-4.617649
4.000000,1.425951,4.494418,-1.916251,1.652327,-0.263924
4.000000,1.493399,4.592332,-1.957419,0.599022,-1.358397
4.000000,1.638308,4.788420,-2.009115,-0.948036,-2.957151
4.000000,1.793840,4.984819,-2.026189,-1.848197,-3.874386
4.000000,1.957466,5.181493,-2.016798,-2.255905,-4.272703
4.000000,2.127318,5.378412,-1.982664,-2.324144,-4.306808
4.500000,1.508546,3.173150,0.427100,-0.385835,0.041265
4.500000,1.374366,3.410368,-0.050126,2.261350,2.211224
4.500000,1.330094,3.505753,-0.226161,3.400679,3.174518
4.500000,1.706266,5.203114,-1.504620,-1.070199,-2.574819
4.500000,1.778092,5.301140,-1.500917,-1.438789,-2.939706
4.500000,1.890639,5.448314,-1.486939,-1.800375,-3.287314
4.500000,2.008088,5.595638,-1.463236,-1.969644,-3.432880
5.000000,1.658260,5.422440,-1.214976,-0.674725,-1.889701
5.000000,1.718562,5.520192,-1.208573,-1.069775,-2.278348
5.000000,1.750078,5.569097,-1.204019,-1.237979,-2.441998
5.000000,1.782439,5.618022,-1.198637,-1.386480,-2.585117
5.200000,2.221807,3.026242,0.478894,-3.334400,-2.855506
5.200000,2.070357,3.210829,0.225608,-3.066268,-2.840660
5.200000,1.927779,3.397162,-0.039474,-2.661439,-2.700913
5.200000,1.827922,3.537891,-0.227757,-2.236438,-2.464195
5.200000,1.678165,3.774027,-0.500866,-1.259360,-1.760226
5.200000,1.554407,4.011844,-0.715718,0.007978,-0.707740
5.200000,1.706105,5.608075,-1.164909,-0.985249,-2.150158
5.200000,1.735161,5.656927,-1.161886,-1.150452,-2.312338
5.200000,1.765155,5.705799,-1.158212,-1.299324,-2.457536
5.200000,1.827771,5.803601,-1.149062,-1.547036,-2.696098
5.200000,1.927618,5.950441,-1.131099,-1.795765,-2.926864
5.200000,2.033637,6.097435,-1.107638,-1.910103,-3.017741
5.200000,2.183032,6.293648,-1.066530,-1.891932,-2.958462
6.500000,2.915224,3.622809,-0.200249,-1.443525,-1.643774
6.500000,2.757892,3.805766,-0.341838,-1.517997,-1.859835
6.500000,2.606417,3.990359,-0.478307,-1.642558,-2.120865
6.500000,2.497297,4.129745,-0.570285,-1.750308,-2.320593
6.500000,2.325574,4.363620,-0.697879,-1.914408,-2.612287
6.500000,2.169124,4.599192,-0.793825,-2.003596,-2.797421
6.500000,2.031477,4.836212,-0.863300,-1.971048,-2.834348
6.500000,1.982579,4.931379,-0.885097,-1.920469,-2.805566
6.500000,1.916690,5.074479,-0.913113,-1.808910,-2.722023
6.500000,1.878143,5.170095,-0.929657,-1.716164,-2.645821
6.500000,2.104461,6.961259,-0.944482,-1.906314,-2.850796
6.500000,2.191309,7.107810,-0.917018,-1.870976,-2.787994
6.500000,2.252900,7.205589,-0.895928,-1.819312,-2.715240
6.500000,2.350242,7.352370,-0.859579,-1.705299,-2.564878
7.500000,3.369875,4.173164,-0.216342,-0.597022,-0.813364
7.500000,3.251034,4.310107,-0.283510,-0.639713,-0.923223
7.500000,3.134868,4.447893,-0.355467,-0.711500,-1.066967
7.500000,3.021683,4.586445,-0.429162,-0.809531,-1.238693
7.500000,2.840631,4.818889,-0.547273,-1.019148,-1.566421
7.500000,2.771215,4.912349,-0.590649,-1.113977,-1.704626
7.500000,2.670730,5.053010,-0.650057,-1.261187,-1.911244
7.500000,2.544346,5.241362,-0.717481,-1.454236,-2.171717
7.500000,2.484782,5.335856,-0.745794,-1.544158,-2.289952
7.500000,2.400482,5.477964,-0.781032,-1.664986,-2.446018
7.500000,2.322818,5.620482,-0.806482,-1.764081,-2.570563
7.500000,2.275067,5.715707,-0.816403,-1.816215,-2.632618
7.500000,2.210000,5.858842,-0.810808,-1.872528,-2.683336
2.000000,1.123915,2.603839,-0.048052,2.618604,2.570552
2.000000,1.294082,2.799760,-0.673577,-3.330781,-4.004358
2.000000,1.471772,2.996220,-1.195398,-6.664028,-7.859426
2.000000,1.654563,3.193120,-1.611082,-8.336321,-9.947403
2.000000,2.029904,3.587948,-2.126635,-9.094935,-11.221570
2.000000,2.413180,3.983808,-2.251680,-8.508330,-10.760010
2.000000,2.703819,4.281208,-2.110471,-7.907439,-10.017910
2.000000,2.996303,4.578948,-1.792189,-7.397420,-9.189609
2.000000,3.192068,4.777598,-1.499495,-7.144174,-8.643669
2.000000,3.683471,5.274670,-0.619552,-6.786506,-7.406058
2.400000,0.885202,2.482902,1.705874,19.428776,21.134650
2.400000,1.070617,2.773521,0.162166,5.221458,5.383624
4.000000,2.415712,5.403450,-1.886784,-2.035432,-3.922216
4.000000,2.588165,5.599520,-1.817406,-1.752781,-3.570187
4.000000,2.808871,5.844982,-1.685300,-1.388633,-3.073933
4.000000,3.034126,6.090814,-1.505124,-1.071633,-2.576757
4.000000,3.494746,6.583419,-1.071377,-0.668737,-1.740114
4.000000,3.964918,7.077062,-0.720127,-0.506492,-1.226619
4.000000,4.441610,7.571539,-0.554188,-0.449015,-1.003203
4.000000,5.407638,8.562417,-0.507977,-0.415536,-0.923513
4.000000,5.894902,9.058608,-0.512953,-0.409261,-0.922215
4.000000,6.384136,9.555196,-0.516887,-0.405188,-0.922074
4.000000,7.366943,10.549340,-0.520408,-0.400514,-0.920922
4.500000,2.326504,5.614366,-1.366377,-1.831067,-3.197444
4.500000,2.487653,5.809744,-1.311892,-1.591339,-2.903231
4.500000,2.696417,6.054392,-1.211010,-1.244311,-2.455321
4.500000,2.911685,6.299460,-1.074101,-0.910982,-1.985083
4.500000,3.356695,6.790675,-0.736707,-0.436041,-1.172748
4.500000,3.815350,7.283085,-0.457376,-0.221775,-0.679151
4.500000,4.283268,7.776464,-0.317295,-0.143648,-0.460943
4.500000,5.236923,8.765474,-0.266262,-0.100744,-0.367005
4.500000,5.719690,9.260864,-0.271783,-0.093411,-0.365194
4.500000,6.205187,9.756724,-0.277221,-0.088771,-0.365992
4.500000,7.182153,10.749600,-0.282664,-0.083458,-0.366122
5.000000,2.265961,5.826785,-1.079706,-1.838106,-2.917812
5.000000,2.413140,6.021471,-1.031459,-1.644779,-2.676238
5.000000,2.607023,6.265300,-0.947317,-1.331866,-2.279183
5.000000,2.809786,6.509597,-0.836393,-1.002405,-1.838798
5.000000,3.235206,6.999400,-0.560390,-0.476803,-1.037193
5.000000,3.679431,7.490550,-0.319907,-0.207901,-0.527808
5.000000,4.136408,7.982799,-0.189163,-0.103832,-0.292994
5.000000,5.074759,8.969870,-0.118479,-0.048404,-0.166883
5.000000,5.552012,9.464423,-0.117496,-0.039738,-0.157234
5.000000,6.032951,9.959521,-0.121490,-0.034431,-0.155921
5.000000,7.002843,10.951050,-0.127705,-0.028414,-0.156119
3.200000,1.898620,4.283582,-2.335357,-4.858496,-7.193853
3.200000,2.247097,4.675986,-2.404980,-4.870076,-7.275056
3.200000,2.610390,5.069578,-2.289225,-4.298893,-6.588118
3.200000,2.983089,5.464100,-1.993843,-3.705874,-5.699717
3.200000,3.553288,6.057231,-1.326057,-3.196873,-4.522930
3.200000,4.131935,6.651594,-0.731056,-3.033596,-3.764652
3.200000,4.715922,7.246886,-0.420597,-2.986155,-3.406752
3.200000,5.205361,7.743518,-0.351628,-2.970789,-3.322417
3.200000,5.696634,8.240558,-0.342180,-2.962623,-3.304803
3.200000,6.189305,8.737935,-0.343131,-2.957598,-3.300729
3.200000,6.683065,9.235595,-0.344782,-2.954265,-3.299047
3.200000,7.673010,10.231600,-0.346316,-2.950486,-3.296802
3.800000,3.088321,6.007808,-1.644593,-1.357589,-3.002182
3.800000,3.554178,6.500960,-1.171413,-0.987017,-2.158430
3.800000,4.028231,6.995085,-0.792135,-0.843523,-1.635658
3.800000,4.507893,7.489989,-0.613137,-0.792779,-1.405916
3.800000,4.797685,7.787244,-0.575973,-0.778666,-1.354639
3.800000,5.283203,8.283109,-0.561645,-0.765641,-1.327286
3.800000,5.478140,8.481591,-0.562017,-0.762317,-1.324334
3.800000,5.966949,8.978090,-0.565570,-0.756401,-1.321971
3.800000,6.457471,9.474958,-0.568606,-0.752530,-1.321136
3.800000,7.442302,10.469590,-0.571330,-0.748095,-1.319425
4.500000,2.654094,6.005427,-1.234137,-1.314582,-2.548719
4.500000,3.356695,6.790675,-0.736707,-0.436041,-1.172748
4.500000,4.283268,7.776464,-0.317295,-0.143648,-0.460943
4.500000,5.236923,8.765474,-0.266262,-0.100744,-0.367005
4.500000,6.205187,9.756724,-0.277221,-0.088771,-0.365992
4.500000,7.182153,10.749600,-0.282664,-0.083458,-0.366122
5.200000,2.539996,6.301309,-0.913884,-1.434814,-2.348698
5.200000,3.191679,7.083273,-0.531493,-0.510175,-1.041668
5.200000,4.081160,8.065703,-0.165610,-0.104663,-0.270273
5.200000,5.012475,9.051983,-0.088973,-0.043276,-0.132249
5.200000,5.966067,10.040980,-0.086734,-0.028381,-0.115115
5.200000,6.932748,11.031960,-0.092668,-0.022063,-0.114730
6.000000,2.351146,6.448841,-0.878328,-1.710542,-2.588870
6.000000,2.474325,6.642558,-0.828912,-1.528243,-2.357155
6.000000,3.049568,7.420763,-0.513817,-0.653815,-1.167632
6.000000,3.454830,7.909350,-0.287591,-0.297710,-0.585301
6.000000,3.882247,8.399280,-0.138900,-0.132852,-0.271752
6.000000,4.779520,9.382328,-0.040158,-0.042318,-0.082475
6.000000,5.711024,10.368620,-0.023103,-0.022910,-0.046013
6.000000,6.662415,11.357310,-0.023463,-0.015270,-0.038733
6.500000,2.812906,7.390171,-0.631221,-0.976971,-1.608192
6.500000,2.988983,7.633185,-0.526187,-0.727552,-1.253739
6.500000,3.369298,8.120485,-0.306963,-0.351753,-0.658717
6.500000,3.777608,8.609242,-0.146828,-0.158983,-0.305811
6.500000,4.032520,8.903095,-0.090562,-0.102714,-0.193276
6.500000,4.469829,9.393714,-0.041397,-0.056732,-0.098129
6.500000,4.648294,9.590233,-0.030930,-0.046934,-0.077864
6.500000,5.101449,10.082130,-0.016016,-0.032068,-0.048084
6.500000,5.562638,10.574790,-0.009391,-0.023968,-0.033359
6.500000,6.502249,11.561990,-0.006125,-0.015398,-0.021523
6.500000,7.457584,12.551220,-0.007803,-0.011270,-0.019073
6.500000,8.423293,13.542030,-0.008974,-0.009350,-0.018324
1.400000,1.316866,2.402886,-0.291103,23.397883,23.106780
1.400000,1.364053,2.452270,-0.383585,22.373595,21.990010
1.400000,1.458991,2.551111,-0.578135,20.802785,20.224650
1.400000,1.650661,2.749044,-0.976405,19.056575,18.080170
1.400000,1.844100,2.947256,-1.342159,18.473179,17.131020
1.400000,2.234448,3.344319,-1.857729,18.891069,17.033340
1.400000,2.627700,3.742007,-1.991739,19.898249,17.906510
1.400000,3.022724,4.140141,-1.729790,20.734810,19.005020
1.400000,3.418905,4.538603,-1.190807,21.226257,20.035450
1.400000,3.915223,5.037023,-0.425128,21.493128,21.068000
1.400000,4.412373,5.535729,-0.537794,21.589254,21.051460
1.400000,4.910102,6.034648,-0.261916,21.627766,21.365850
1.400000,5.408250,6.533733,-0.121689,21.645839,21.524150
1.400000,5.906711,7.032948,-0.056566,21.655546,21.598980
1.400000,6.405411,7.532267,-0.027879,21.661279,21.633400
1.400000,8.401759,9.530257,-0.008170,21.669480,21.661310
1.500000,1.287260,2.444128,-0.388077,14.520057,14.131980
1.500000,1.333862,2.493444,-0.492387,13.393597,12.901210
1.500000,1.427756,2.592155,-0.705883,11.646873,10.940990
1.500000,1.617741,2.789852,-1.126959,9.643734,8.516775
1.500000,1.809885,2.987856,-1.498930,8.894097,7.395167
1.500000,2.198382,3.384568,-2.005679,9.142127,7.136448
1.500000,2.590382,3.781973,-2.127284,10.093813,7.966529
1.500000,2.984506,4.179873,-1.854967,10.927814,9.072847
1.500000,3.380011,4.578139,-1.285061,11.433391,10.148330
1.500000,3.875690,5.076355,-0.502874,11.712394,11.209520
1.500000,4.372353,5.574890,-0.573833,11.812333,11.238500
1.500000,4.869699,6.073666,-0.276990,11.851740,11.574750
1.500000,5.367538,6.572629,-0.125153,11.870013,11.744860
1.500000,5.865745,7.071737,-0.054530,11.879780,11.825250
1.500000,6.364233,7.570964,-0.023483,11.885553,11.862070
1.500000,8.359991,9.568677,-0.002099,11.893889,11.891790
1.600000,1.259262,2.485542,-0.448128,8.530116,8.081988
1.600000,1.305195,2.534789,-0.564177,7.302057,6.737880
1.600000,1.397898,2.633368,-0.796261,5.377665,4.581404
1.600000,1.585967,2.830825,-1.239856,3.109067,1.869211
1.600000,1.776644,3.028615,-1.619912,2.184889,0.564977
1.600000,2.163055,3.424967,-2.123897,2.251426,0.127530
1.600000,2.553655,3.822078,-2.240724,3.141743,0.901020
1.600000,2.946777,4.219736,-1.971308,3.971152,1.999844
1.600000,3.341533,4.617798,-1.403576,4.491276,3.087700
1.600000,3.836505,5.115800,-0.561591,4.783705,4.222114
1.600000,4.332632,5.614158,-0.604238,4.888092,4.283854
1.600000,4.829558,6.112784,-0.288683,4.928601,4.639918
1.600000,5.327059,6.611617,-0.126379,4.947141,4.820762
1.600000,5.824988,7.110615,-0.050727,4.956991,4.906264
1.600000,6.323244,7.609744,-0.017464,4.962814,4.945350
1.600000,8.318362,9.607165,0.005565,4.971294,4.976859
1.700000,1.232981,2.527120,-0.474680,4.664665,4.189985
1.700000,1.278155,2.576297,-0.602266,3.337940,2.735674
1.700000,1.369508,2.674742,-0.852481,1.237552,0.385071
1.700000,1.555409,2.871954,-1.317775,-1.301471,-2.619246
1.700000,1.744432,3.069527,-1.706854,-2.407084,-4.113938
1.700000,2.128505,3.465509,-2.211621,-2.533013,-4.744634
1.700000,2.517543,3.862319,-2.328031,-1.709963,-4.037994
1.700000,2.909556,4.259725,-2.067668,-0.887412,-2.955080
1.700000,3.303484,4.657576,-1.514051,-0.352554,-1.866605
1.700000,3.797679,5.155357,-0.731070,-0.045463,-0.776534
1.700000,4.293219,5.653530,-0.609303,0.064031,-0.545272
1.700000,4.789686,6.151999,-0.280714,0.105858,-0.174856
1.700000,5.286819,6.650698,-0.111348,0.124734,0.013386
1.700000,5.784446,7.149579,-0.032381,0.134693,0.102312
1.700000,6.282450,7.648605,0.002339,0.140575,0.142914
1.700000,8.276874,9.645721,0.026491,0.149211,0.175702
2.000000,3.388328,4.976356,-1.690779,-6.959907,-8.650686
2.000000,3.979342,5.573164,-0.899299,-6.693707,-7.593006
2.000000,4.572697,6.170591,-0.379802,-6.616664,-6.996466
2.000000,5.167586,6.768473,-0.133804,-6.589969,-6.723773
2.000000,5.664152,7.266975,-0.045794,-6.579528,-6.625322
2.000000,6.161272,7.765669,-0.007061,-6.573404,-6.580465
2.000000,6.658824,8.264522,0.009450,-6.569522,-6.560072
2.000000,7.156717,8.763505,0.016367,-6.566984,-6.550617
2.000000,8.153277,9.761783,0.020462,-6.564246,-6.543784
2.000000,9.150587,10.760380,0.021172,-6.563134,-6.541962
2.000000,10.148430,11.759220,0.021346,-6.562712,-6.541366
1.800000,2.287876,3.704346,-2.439148,-5.436298,-7.875446
1.800000,2.677128,4.101195,-2.432921,-4.584141,-7.017062
1.800000,3.069145,4.498602,-2.115273,-3.887046,-6.002319
1.800000,3.462988,4.896431,-1.604237,-3.482741,-5.086978
1.800000,4.056013,5.493767,-0.838931,-3.244955,-4.083886
1.800000,4.650828,6.091626,-0.351669,-3.174929,-3.526598
1.800000,5.246823,6.689868,-0.121729,-3.149707,-3.271436
1.800000,5.744123,7.188627,-0.039128,-3.139614,-3.178742
1.800000,6.241855,7.687548,-0.002772,-3.133661,-3.136433
1.800000,6.739922,8.186600,0.012649,-3.129901,-3.117252
1.800000,7.238255,8.685761,0.019034,-3.127462,-3.108428
1.800000,8.235529,9.684343,0.022715,-3.124862,-3.102147
1.800000,9.233392,10.683190,0.023328,-3.123820,-3.100492
1.800000,10.231670,11.682230,0.023474,-3.123428,-3.099954
2.400000,1.136730,1.274797,5.194548,6.470592,11.665140
2.400000,0.996952,1.450352,5.182320,11.268990,16.451310
2.400000,1.381932,3.163740,-1.411503,-5.381609,-6.793112
2.400000,1.552899,3.359712,-1.842361,-7.759345,-9.601706
2.400000,2.096847,3.950052,-2.468671,-9.446409,-11.915080
