R1,R2,R3,ETriat,EDiat,E
6.000000,7.646212,9.238887,-0.027384,-0.011694,-0.039078
6.000000,8.571326,10.201390,-0.027412,-0.009997,-0.037409
6.500000,4.953698,6.353449,-0.021663,-0.044733,-0.066395
6.500000,5.141575,6.577787,-0.017855,-0.037629,-0.055484
6.500000,5.532099,7.031659,-0.013163,-0.027768,-0.040931
6.500000,5.939062,7.491406,-0.010853,-0.021464,-0.032318
6.500000,6.189786,7.769642,-0.010135,-0.018732,-0.028867
6.500000,6.616780,8.236764,-0.009568,-0.015335,-0.024903
6.500000,6.790369,8.424669,-0.009475,-0.014283,-0.023758
6.500000,7.230314,8.896741,-0.009412,-0.012229,-0.021641
6.500000,7.677615,9.371709,-0.009449,-0.010804,-0.020253
6.500000,8.589671,10.328740,-0.009507,-0.009183,-0.018690
6.500000,9.519407,11.293210,-0.009443,-0.008484,-0.017927
6.500000,10.462110,12.263380,-0.009327,-0.008204,-0.017530
1.400000,1.768867,2.139770,3.212592,17.076378,20.288970
1.400000,1.814689,2.187712,3.103452,16.958368,20.061820
1.400000,1.906961,2.283859,2.863722,16.868598,19.732320
1.400000,2.093636,2.477069,2.340072,17.104838,19.444910
1.400000,2.282569,2.671279,1.811837,17.662903,19.474740
1.400000,2.665284,3.061936,0.913227,19.054863,19.968090
1.400000,3.052435,3.454731,0.210201,20.224179,20.434380
1.400000,3.442525,3.849011,-0.067587,20.950137,20.882550
1.400000,3.834658,4.244362,-0.124451,21.317101,21.192650
1.400000,4.326849,4.739647,-0.091330,21.514010,21.422680
1.400000,4.820648,5.235829,-0.051081,21.593501,21.542420
1.400000,5.315607,5.732674,-0.026909,21.629349,21.602440
1.400000,5.811428,6.230024,-0.015145,21.647295,21.632150
1.400000,6.307910,6.727767,-0.010056,21.657036,21.646980
1.400000,6.804906,7.225822,-0.008093,21.662623,21.654530
1.400000,8.796298,9.220146,-0.007565,21.669855,21.662290
1.500000,1.775224,2.166366,2.915976,7.309384,10.225360
1.500000,1.820428,2.214053,2.791861,7.205200,9.997061
1.500000,1.911553,2.309722,2.529587,7.134327,9.663914
1.500000,2.096232,2.502075,1.985176,7.385471,9.370647
1.500000,2.283494,2.695541,1.459780,7.943248,9.403028
1.500000,2.663578,3.084975,0.609372,9.318570,9.927942
1.500000,3.048763,3.476809,0.009420,10.471420,10.480840
1.500000,3.437334,3.870313,-0.185194,11.186384,11.001190
1.500000,3.828260,4.265027,-0.184153,11.547333,11.363180
1.500000,4.319254,4.759660,-0.113031,11.740851,11.627820
1.500000,4.812103,5.255309,-0.056672,11.818972,11.762300
1.500000,5.306291,5.751711,-0.025780,11.854240,11.828460
1.500000,5.801475,6.248687,-0.011159,11.871929,11.860770
1.500000,6.297419,6.746110,-0.004875,11.881555,11.876680
1.500000,6.793959,7.243888,-0.002414,11.887094,11.884680
1.500000,8.784043,9.237399,-0.001486,11.894306,11.892820
1.600000,1.783185,2.193610,2.674907,0.393935,3.068842
1.600000,1.827737,2.241036,2.537513,0.304273,2.841786
1.600000,1.917647,2.336210,2.255004,0.253392,2.508396
1.600000,2.100207,2.527676,1.690331,0.520943,2.211274
1.600000,2.285687,2.720370,1.164159,1.078982,2.243141
1.600000,2.662961,3.108529,0.342282,2.437188,2.779470
1.600000,3.046039,3.499355,-0.145515,3.572599,3.427084
1.600000,3.432980,3.892046,-0.261802,4.275897,4.014095
1.600000,3.822609,4.286089,-0.205434,4.630607,4.425173
1.600000,4.312318,4.780034,-0.098625,4.820689,4.722064
1.600000,4.804147,5.275121,-0.028104,4.897441,4.869337
1.600000,5.297506,5.771054,0.008326,4.932130,4.940456
1.600000,5.792004,6.267634,0.025238,4.949563,4.974801
1.600000,6.287373,6.764718,0.032505,4.959075,4.991580
1.600000,6.783421,7.262202,0.035372,4.964565,4.999937
1.600000,8.772102,9.254851,0.036647,4.971757,5.008404
1.700000,1.792729,2.221479,2.477130,-4.421767,-1.944637
1.700000,1.836596,2.268637,2.328289,-4.496412,-2.168123
1.700000,1.925229,2.363303,2.028253,-4.526463,-2.498210
1.700000,2.105552,2.553854,1.445170,-4.241227,-2.796057
1.700000,2.289146,2.745750,0.916678,-3.682482,-2.765804
1.700000,2.663432,3.132585,0.131921,-2.341857,-2.209936
1.700000,3.044265,3.522362,-0.311905,-1.224805,-1.536710
1.700000,3.429465,3.914202,-0.366473,-0.533819,-0.900292
1.700000,3.817711,4.307542,-0.261715,-0.185562,-0.447277
1.700000,4.306044,4.800766,-0.123738,0.001040,-0.122698
1.700000,4.796782,5.295261,-0.042605,0.076421,0.033816
1.700000,5.289255,5.790701,-0.002980,0.110534,0.107554
1.700000,5.783020,6.286863,0.014978,0.127711,0.142689
1.700000,6.277772,6.783589,0.022643,0.137108,0.159751
1.700000,6.773295,7.280763,0.025678,0.142549,0.168227
1.700000,8.760476,9.272499,0.027154,0.149720,0.176874
2.000000,4.583112,5.160418,-0.079297,-6.655475,-6.734772
2.000000,5.169674,5.752579,-0.011515,-6.606218,-6.617733
2.000000,5.759005,6.346213,0.010661,-6.585033,-6.574372
2.000000,6.251666,6.841757,0.017306,-6.575978,-6.558672
2.000000,6.745406,7.337905,0.019872,-6.570684,-6.550812
2.000000,7.240005,7.834543,0.020790,-6.567484,-6.546694
2.000000,7.735299,8.331583,0.021091,-6.565523,-6.544432
2.000000,8.727498,9.326612,0.021233,-6.563581,-6.542348
2.000000,9.721295,10.322600,0.021331,-6.562866,-6.541535
2.000000,10.716250,11.319300,0.021440,-6.562612,-6.541172
1.800000,2.853483,3.351144,-0.333602,-4.973384,-5.306986
1.800000,3.234615,3.741058,-0.490017,-4.082856,-4.572873
1.800000,3.619821,4.132901,-0.388258,-3.592644,-3.980902
1.800000,4.007926,4.526171,-0.230203,-3.359262,-3.589465
1.800000,4.593912,5.118032,-0.076785,-3.219034,-3.295819
1.800000,5.183105,5.711592,-0.012913,-3.167979,-3.180892
1.800000,5.774524,6.306371,0.011131,-3.146127,-3.134996
1.800000,6.268619,6.802720,0.018814,-3.136844,-3.118030
1.800000,6.763583,7.299568,0.021855,-3.131452,-3.109597
1.800000,7.259236,7.796819,0.022951,-3.128214,-3.105263
1.800000,7.755448,8.294400,0.023296,-3.126241,-3.102945
1.800000,8.749165,9.290342,0.023415,-3.124303,-3.100888
1.800000,9.744168,10.287070,0.023482,-3.123595,-3.100113
1.800000,10.740100,11.284380,0.023572,-3.123344,-3.099772
2.400000,1.245248,1.184734,5.196419,5.099271,10.295690
2.400000,1.229182,1.288602,5.207303,2.355173,7.562476
2.400000,2.180161,2.751839,0.340186,-11.108826,-10.768640
2.400000,2.348052,2.937604,-0.172419,-10.544491,-10.716910
2.400000,2.876471,3.504315,-1.060104,-8.811762,-9.871866
2.400000,3.804644,4.468191,-0.601230,-7.486486,-8.087716
2.400000,4.280879,4.955501,-0.227453,-7.325503,-7.552956
2.400000,4.761989,5.445112,-0.053033,-7.259767,-7.312800
2.400000,5.246633,5.936455,-0.003834,-7.229646,-7.233480
2.400000,5.733914,6.429133,0.007879,-7.214234,-7.206355
2.400000,6.027283,6.725259,0.009982,-7.208525,-7.198543
2.400000,6.517573,7.219513,0.011122,-7.202276,-7.191154
2.400000,6.714090,7.417430,0.011255,-7.200538,-7.189283
2.400000,7.206221,7.912681,0.011330,-7.197417,-7.186087
2.400000,7.699366,8.408494,0.011308,-7.195480,-7.184172
2.400000,8.688007,9.401451,0.011332,-7.193536,-7.182204
1.800000,1.934281,2.390979,1.835180,-7.757446,-5.922266
1.800000,2.112256,2.580592,1.236396,-7.453504,-6.217108
1.800000,2.339734,2.819628,0.586697,-6.732954,-6.146257
1.800000,2.478305,2.963918,0.269970,-6.231890,-5.961920
1.800000,2.618135,3.108749,0.015627,-5.732307,-5.716680
1.800000,2.759035,3.254047,-0.232656,-5.261660,-5.494316
1.800000,2.948297,3.448406,-0.407851,-4.709898,-5.117749
1.800000,3.138892,3.643375,-0.483428,-4.264455,-4.747883
3.800000,2.839515,3.645755,-1.309110,-2.267263,-3.576373
3.800000,2.988294,3.824695,-1.379754,-1.906957,-3.286711
3.800000,3.142763,4.005628,-1.385112,-1.610720,-2.995832
3.800000,3.302123,4.188295,-1.338603,-1.378250,-2.716853
3.800000,3.548887,4.465082,-1.207977,-1.134191,-2.342168
3.800000,3.803312,4.744692,-1.052479,-0.985018,-2.037497
4.000000,2.958445,3.800245,-1.180625,-1.616742,-2.797367
4.000000,3.031380,3.889209,-1.196614,-1.459668,-2.656282
4.000000,3.181668,4.068675,-1.188569,-1.190655,-2.379224
4.000000,3.337177,4.249975,-1.138615,-0.979906,-2.118521
4.000000,3.497213,4.432884,-1.062178,-0.821054,-1.883232
4.000000,3.661180,4.617210,-0.974219,-0.705007,-1.679226
4.500000,2.348458,2.700507,0.687023,-3.941047,-3.254024
4.500000,2.409011,2.876822,0.343845,-3.471315,-3.127470
4.500000,2.439993,2.950330,0.210402,-3.274397,-3.063995
4.500000,3.438037,4.408855,-0.605113,-0.543853,-1.148966
4.500000,3.512880,4.498482,-0.578627,-0.478779,-1.057406
4.500000,3.627420,4.633720,-0.537571,-0.397493,-0.935064
4.500000,3.744465,4.769841,-0.497686,-0.333027,-0.830713
5.000000,3.556464,4.573860,-0.326245,-0.384745,-0.710989
5.000000,3.626573,4.661845,-0.306762,-0.337019,-0.643780
5.000000,3.662147,4.706018,-0.297158,-0.315541,-0.612699
5.000000,3.698056,4.750306,-0.287732,-0.295543,-0.583276
5.200000,2.668355,2.699410,0.630682,-3.380773,-2.750091
5.200000,2.663454,2.811305,0.502967,-3.140941,-2.637974
5.200000,2.673547,2.932585,0.355918,-2.869753,-2.513835
5.200000,2.690864,3.029030,0.240520,-2.652556,-2.412036
5.200000,2.737806,3.198953,0.052958,-2.276952,-2.223994
5.200000,2.806317,3.378842,-0.112029,-1.899934,-2.011963
5.200000,3.676589,4.728763,-0.248192,-0.299880,-0.548072
5.200000,3.711236,4.772615,-0.239598,-0.281053,-0.520651
5.200000,3.746230,4.816587,-0.231217,-0.263495,-0.494712
5.200000,3.817221,4.904877,-0.215237,-0.231908,-0.447145
5.200000,3.926076,5.038133,-0.193579,-0.192340,-0.385919
5.200000,4.037570,5.172306,-0.174959,-0.160636,-0.335595
5.200000,4.189969,5.352511,-0.154778,-0.128017,-0.282795
9.000000,4.616333,4.980458,-0.011616,-0.114040,-0.125656
9.000000,4.631572,5.104737,-0.011504,-0.101694,-0.113198
9.000000,4.642404,5.168659,-0.011270,-0.096062,-0.107332
9.000000,4.662629,5.266647,-0.010721,-0.088234,-0.098954
9.000000,4.687568,5.367039,-0.009961,-0.081089,-0.091050
9.000000,4.706778,5.435237,-0.009355,-0.076676,-0.086031
9.000000,4.739404,5.539344,-0.008322,-0.070540,-0.078862
9.000000,4.776520,5.645518,-0.007172,-0.064940,-0.072112
9.000000,4.818022,5.753643,-0.005939,-0.059831,-0.065769
9.000000,4.879985,5.900660,-0.004215,-0.053711,-0.057927
9.000000,4.949260,6.050717,-0.002458,-0.048306,-0.050764
9.000000,4.986546,6.126815,-0.001583,-0.045845,-0.047429
9.000000,5.066217,6.281023,0.000136,-0.041366,-0.041230
9.000000,6.039442,7.763485,0.011211,-0.018567,-0.007356
9.000000,6.137430,7.892986,0.011700,-0.017540,-0.005840
9.000000,6.170557,7.936314,0.011849,-0.017216,-0.005368
9.000000,6.271281,8.066760,0.012250,-0.016295,-0.004045
9.000000,6.443417,8.285641,0.012785,-0.014914,-0.002129
9.000000,6.620519,8.506237,0.013173,-0.013705,-0.000533
9.000000,6.802200,8.728419,0.013440,-0.012648,0.000792
9.000000,6.988102,8.952069,0.013612,-0.011725,0.001887
9.000000,7.177899,9.177078,0.013714,-0.010923,0.002791
9.000000,7.410372,9.448748,0.013773,-0.010102,0.003671
9.000000,7.647548,9.722084,0.013786,-0.009417,0.004369
9.000000,7.889004,9.996949,0.013773,-0.008851,0.004922
9.000000,8.216947,10.365600,0.013751,-0.008252,0.005499
9.000000,8.551027,10.736500,0.013734,-0.007799,0.005934
9.000000,8.805194,11.016020,0.013728,-0.007538,0.006190
9.000000,9.234920,11.484160,0.013749,-0.007217,0.006532
2.000000,1.789369,2.262440,2.193036,-11.048059,-8.855023
2.000000,1.956710,2.448003,1.512373,-11.106598,-9.594225
2.000000,2.129691,2.635679,0.892220,-10.763409,-9.871189
2.000000,2.307045,2.825047,0.359582,-10.201239,-9.841657
2.000000,2.487836,3.015788,-0.063179,-9.555142,-9.618321
2.000000,2.671367,3.207657,-0.372335,-8.916024,-9.288359
2.000000,2.857109,3.400463,-0.617342,-8.339945,-8.957287
2.000000,3.091789,3.642561,-0.709734,-7.755603,-8.465337
2.000000,3.328701,3.885661,-0.663855,-7.335141,-7.998996
2.000000,3.567399,4.129584,-0.536005,-7.056421,-7.592426
2.000000,3.903955,4.472205,-0.328156,-6.831301,-7.159457
3.200000,2.071846,2.657746,0.498484,-7.102182,-6.603698
3.200000,2.199895,2.829514,-0.061107,-6.681262,-6.742369
3.200000,2.338062,3.004777,-0.543616,-6.180434,-6.724050
3.200000,2.484659,3.182958,-0.934918,-5.646921,-6.581839
3.200000,2.638280,3.363593,-1.228808,-5.121309,-6.350117
3.200000,2.797770,3.546307,-1.423400,-4.637151,-6.060551
3.200000,2.962180,3.730795,-1.521065,-4.219068,-5.740133
3.200000,3.173445,3.963521,-1.522198,-3.806614,-5.328812
3.200000,3.389985,4.198234,-1.421355,-3.512920,-4.934275
3.200000,3.610850,4.434618,-1.260504,-3.316892,-4.577396
3.200000,3.925937,4.767890,-1.007338,-3.155232,-4.162570
1.800000,2.904189,3.313605,-0.181473,-4.953806,-5.135279
1.800000,3.670546,4.094382,-0.267500,-3.590428,-3.857928
1.800000,3.864266,4.290683,-0.205563,-3.453467,-3.659030
1.800000,4.107263,4.536514,-0.136187,-3.341679,-3.477866
1.800000,4.351054,4.782777,-0.083756,-3.271667,-3.355423
1.800000,4.840536,5.276358,-0.022667,-3.197269,-3.219936
1.800000,5.331971,5.771043,0.004413,-3.163311,-3.158898
1.800000,5.824863,6.266573,0.016072,-3.146148,-3.130076
1.800000,6.813756,7.259471,0.022691,-3.131343,-3.108652
1.800000,7.309336,7.756605,0.023275,-3.128114,-3.104839
1.800000,7.805479,8.254084,0.023411,-3.126163,-3.102752
1.800000,8.799076,9.249859,0.023421,-3.124265,-3.100844
4.000000,3.852648,4.634488,-0.904116,-0.643000,-1.547116
4.000000,4.022423,4.819708,-0.824372,-0.579191,-1.403563
4.000000,4.238353,5.052818,-0.740741,-0.524614,-1.265355
4.000000,4.457844,5.287471,-0.676510,-0.488471,-1.164981
4.000000,4.905595,5.760652,-0.596162,-0.447137,-1.043299
4.000000,5.362588,6.238018,-0.556572,-0.426441,-0.983012
4.000000,5.826649,6.718678,-0.537614,-0.415084,-0.952698
4.000000,6.770141,7.687403,-0.524774,-0.404205,-0.928979
4.000000,7.247572,8.174590,-0.523037,-0.401550,-0.924587
4.000000,7.727858,8.663238,-0.522285,-0.399847,-0.922132
4.000000,8.695100,9.644025,-0.521736,-0.398075,-0.919811
4.500000,3.942811,4.778856,-0.448863,-0.281729,-0.730592
4.500000,4.105469,4.961095,-0.409420,-0.231935,-0.641355
4.500000,4.313209,5.190732,-0.371506,-0.188448,-0.559953
4.500000,4.525226,5.422171,-0.344704,-0.158982,-0.503686
4.500000,4.959886,5.889603,-0.313587,-0.124307,-0.437894
4.500000,5.405855,6.361989,-0.298674,-0.106352,-0.405026
4.500000,5.860552,6.838303,-0.291316,-0.096229,-0.387545
4.500000,6.789084,7.799831,-0.286098,-0.086241,-0.372339
4.500000,7.260473,8.284011,-0.285395,-0.083737,-0.369132
4.500000,7.735455,8.769967,-0.285100,-0.082110,-0.367210
4.500000,8.693840,9.746143,-0.284859,-0.080393,-0.365252
5.000000,4.048903,4.929801,-0.213869,-0.187946,-0.401816
5.000000,4.204148,5.108994,-0.192425,-0.149952,-0.342377
5.000000,4.403285,5.335065,-0.172528,-0.115977,-0.288505
5.000000,4.607382,5.563184,-0.158864,-0.092363,-0.251227
5.000000,5.028029,6.024635,-0.143635,-0.063677,-0.207312
5.000000,5.462068,6.491797,-0.136778,-0.048258,-0.185036
5.000000,5.906547,6.963522,-0.133528,-0.039303,-0.172831
5.000000,6.818615,7.917389,-0.131250,-0.030187,-0.161437
5.000000,7.283311,8.398348,-0.130961,-0.027838,-0.158799
5.000000,7.752402,8.881410,-0.130852,-0.026294,-0.157146
5.000000,8.700917,9.852607,-0.130743,-0.024641,-0.155384
3.200000,3.048530,3.670702,-1.494099,-4.164104,-5.658203
3.200000,3.390682,4.042254,-1.430296,-3.583390,-5.013686
3.200000,3.744318,4.418777,-1.183167,-3.272281,-4.455448
3.200000,4.106472,4.799099,-0.907411,-3.120088,-4.027499
3.200000,4.661319,5.374943,-0.603839,-3.022981,-3.626820
3.200000,5.226154,5.955557,-0.449572,-2.984983,-3.434555
3.200000,5.798058,6.539672,-0.384999,-2.967737,-3.352736
3.200000,6.278651,7.028479,-0.363114,-2.960052,-3.323166
3.200000,6.762060,7.518759,-0.353715,-2.955413,-3.309128
3.200000,7.247720,8.010240,-0.349759,-2.952530,-3.302289
3.200000,7.735207,8.502715,-0.348098,-2.950720,-3.298818
3.200000,8.714437,9.490025,-0.347005,-2.948880,-3.295885
3.800000,4.435184,5.235468,-0.787333,-0.841220,-1.628553
3.800000,4.887865,5.710867,-0.677428,-0.797064,-1.474492
3.800000,5.348980,6.190143,-0.621517,-0.775224,-1.396741
3.800000,5.816524,6.672462,-0.594665,-0.763359,-1.358024
3.800000,6.099522,6.963051,-0.586065,-0.758779,-1.344844
3.800000,6.574536,7.449023,-0.578339,-0.753600,-1.331939
3.800000,6.765550,7.643919,-0.576632,-0.752120,-1.328752
3.800000,7.245208,8.132243,-0.574193,-0.749406,-1.323599
3.800000,7.727444,8.621905,-0.573132,-0.747675,-1.320807
3.800000,8.697938,9.604426,-0.572384,-0.745883,-1.318267
4.500000,4.271299,5.144653,-0.378121,-0.195827,-0.573948
4.500000,4.959886,5.889603,-0.313587,-0.124307,-0.437894
4.500000,5.860552,6.838303,-0.291316,-0.096229,-0.387545
4.500000,6.789084,7.799831,-0.286098,-0.086241,-0.372339
4.500000,7.735455,8.769967,-0.285100,-0.082110,-0.367210
4.500000,8.693840,9.746143,-0.284859,-0.080393,-0.365252
5.200000,4.403811,5.349375,-0.132972,-0.108463,-0.241435
5.200000,5.059044,6.080260,-0.106101,-0.055157,-0.161258
5.200000,5.928270,7.015108,-0.098006,-0.032179,-0.130185
5.200000,6.833363,7.965797,-0.096332,-0.023403,-0.119735
5.200000,7.761786,8.927268,-0.096070,-0.019608,-0.115678
5.200000,8.706078,9.896378,-0.095992,-0.017983,-0.113975
6.500000,3.553681,4.012896,-0.142895,-0.566117,-0.709013
6.500000,3.738006,4.373751,-0.126075,-0.347130,-0.473205
6.500000,3.977026,4.759839,-0.088584,-0.206688,-0.295272
6.500000,4.261546,5.165504,-0.055296,-0.123878,-0.179174
6.500000,4.583101,5.586483,-0.033604,-0.077116,-0.110721
6.500000,4.934456,6.019565,-0.021359,-0.050777,-0.072135
6.500000,5.309699,6.462316,-0.014858,-0.035500,-0.050358
6.500000,5.704116,6.912879,-0.011568,-0.026206,-0.037774
6.500000,6.113999,7.369821,-0.010073,-0.020251,-0.030325
6.500000,6.536438,7.832025,-0.009534,-0.016275,-0.025809
6.500000,6.969151,8.298614,-0.009429,-0.013558,-0.022988
6.500000,7.410338,8.768885,-0.009469,-0.011693,-0.021162
6.500000,7.858572,9.242279,-0.009527,-0.010422,-0.019949
6.500000,8.771843,10.196690,-0.009547,-0.009007,-0.018554
7.500000,4.016358,4.422967,-0.062901,-0.267798,-0.330699
7.500000,4.163628,4.765338,-0.049249,-0.177704,-0.226952
7.500000,4.363537,5.133639,-0.032385,-0.117253,-0.149638
7.500000,4.609243,5.522686,-0.018123,-0.078360,-0.096483
7.500000,4.893852,5.928395,-0.007951,-0.053936,-0.061887
7.500000,5.210993,6.347572,-0.001284,-0.038630,-0.039914
7.500000,5.555098,6.777719,0.002874,-0.028853,-0.025978
7.500000,5.921467,7.216875,0.005309,-0.022396,-0.017087
7.500000,6.306222,7.663491,0.006593,-0.017980,-0.011387
7.500000,6.706199,8.116335,0.007152,-0.014884,-0.007732
7.500000,7.118832,8.574421,0.007321,-0.012690,-0.005369
7.500000,7.542044,9.036952,0.007316,-0.011142,-0.003826
7.500000,7.974151,9.503279,0.007257,-0.010064,-0.002808
7.500000,8.859820,10.445280,0.007218,-0.008834,-0.001617
1.400000,1.808015,2.111544,3.396671,16.878039,20.274710
1.400000,1.853890,2.159361,3.292839,16.787931,20.080770
1.400000,1.946248,2.255279,3.062117,16.745023,19.807140
1.400000,2.133033,2.448095,2.550703,17.046747,19.597450
1.400000,2.322020,2.641980,2.028978,17.642682,19.671660
1.400000,2.704750,3.032133,1.050912,19.063728,20.114640
1.400000,3.091855,3.424559,0.395375,20.231395,20.626770
1.400000,3.481877,3.818557,0.074124,20.950746,21.024870
1.400000,3.873934,4.213686,-0.030025,21.315165,21.285140
1.400000,4.366032,4.708755,-0.041873,21.512343,21.470470
1.400000,4.859743,5.204766,-0.027477,21.592637,21.565160
1.400000,5.354622,5.701474,-0.016242,21.629002,21.612760
1.400000,5.850371,6.198711,-0.010502,21.647212,21.636710
1.400000,6.346788,6.696360,-0.008096,21.657066,21.648970
1.400000,6.843726,7.194335,-0.007289,21.662689,21.655400
1.400000,8.834935,9.188434,-0.007573,21.669883,21.662310
1.500000,1.816989,2.136486,3.080500,7.100480,10.180980
1.500000,1.862268,2.184031,2.961121,7.025519,9.986640
1.500000,1.953517,2.279434,2.706846,7.004026,9.710872
1.500000,2.138365,2.471333,2.173786,7.324558,9.498344
1.500000,2.325721,2.664423,1.655436,7.922753,9.578189
1.500000,2.705868,3.053274,0.806947,9.329543,10.136490
1.500000,3.091030,3.444678,0.188923,10.480607,10.669530
1.500000,3.479542,3.837856,-0.042094,11.188134,11.146040
1.500000,3.870395,4.232312,-0.086471,11.545861,11.459390
1.500000,4.361295,4.726693,-0.061360,11.739300,11.677940
1.500000,4.854053,5.222144,-0.031990,11.818140,11.786150
1.500000,5.348155,5.718387,-0.014648,11.853908,11.839260
1.500000,5.843260,6.215232,-0.006328,11.871858,11.865530
1.500000,6.339134,6.712546,-0.002837,11.881597,11.878760
1.500000,6.835609,7.210231,-0.001590,11.887170,11.885580
1.500000,8.825491,9.203482,-0.001486,11.894336,11.892850
1.600000,1.827506,2.162125,2.820899,0.176718,2.997617
1.600000,1.872159,2.209388,2.687825,0.117287,2.805112
1.600000,1.962238,2.304261,2.412603,0.117795,2.530398
1.600000,2.145035,2.495207,1.858776,0.457927,2.316703
1.600000,2.330660,2.687471,1.340052,1.058631,2.398683
1.600000,2.708057,3.074961,0.526199,2.450430,2.976629
1.600000,3.091143,3.465295,0.024278,3.583876,3.608154
1.600000,3.478040,3.857610,-0.121142,4.278875,4.157733
1.600000,3.867604,4.251357,-0.107129,4.629652,4.522523
1.600000,4.357218,4.745013,-0.046281,4.819279,4.772998
1.600000,4.848953,5.239871,-0.003182,4.896650,4.893468
1.600000,5.342223,5.735622,0.019523,4.931818,4.951341
1.600000,5.836637,6.232051,0.030082,4.949507,4.979589
1.600000,6.331930,6.729009,0.034536,4.959129,4.993665
1.600000,6.827908,7.226387,0.036198,4.964651,5.000849
1.600000,8.816366,9.218736,0.036648,4.971789,5.008437
1.700000,1.839541,2.188437,2.605407,-4.644899,-2.039492
1.700000,1.883538,2.235411,2.460586,-4.688619,-2.228033
1.700000,1.972391,2.329737,2.167363,-4.665829,-2.498466
1.700000,2.153033,2.519701,1.594920,-4.305558,-2.710638
1.700000,2.336830,2.711109,1.074213,-3.702239,-2.628026
1.700000,2.711313,3.097185,0.282647,-2.326182,-2.043535
1.700000,3.092194,3.486401,-0.150262,-1.211338,-1.361600
1.700000,3.477371,3.877813,-0.227045,-0.529537,-0.756583
1.700000,3.865560,4.270816,-0.161514,-0.185955,-0.347469
1.700000,4.353804,4.763709,-0.069945,-0.000210,-0.070154
1.700000,4.844447,5.257943,-0.017103,0.075681,0.058578
1.700000,5.336827,5.753175,0.008431,0.110245,0.118676
1.700000,5.830505,6.249165,0.019902,0.127672,0.147573
1.700000,6.325175,6.745748,0.024703,0.137176,0.161879
1.700000,6.820623,7.242801,0.026514,0.142647,0.169161
1.700000,8.807561,9.234195,0.027158,0.149755,0.176913
2.000000,4.056901,4.527524,-0.192509,-6.790259,-6.982768
2.000000,4.639390,5.117141,-0.043139,-6.656144,-6.699283
2.000000,5.225842,5.708922,0.001951,-6.606474,-6.604523
2.000000,5.815060,6.302257,0.015495,-6.585011,-6.569516
2.000000,6.307627,6.797597,0.019314,-6.575863,-6.556549
2.000000,6.801280,7.293573,0.020684,-6.570551,-6.549867
2.000000,7.295797,7.790064,0.021107,-6.567367,-6.546260
2.000000,7.791014,8.286976,0.021205,-6.565432,-6.544227
2.000000,8.783074,9.281796,0.021242,-6.563538,-6.542296
2.000000,9.776751,10.277620,0.021334,-6.562848,-6.541514
2.000000,10.771600,11.274190,0.021445,-6.562605,-6.541160
2.400000,1.255625,1.175311,5.195068,5.127872,10.322940
2.400000,1.250117,1.271227,5.201178,2.119733,7.320911
2.400000,2.244675,2.707026,0.389873,-11.158523,-10.768650
2.400000,2.413454,2.891825,-0.114112,-10.546578,-10.660690
2.400000,2.943357,3.456391,-0.979116,-8.775790,-9.754906
2.400000,3.872252,4.418139,-0.514453,-7.482287,-7.996740
2.400000,4.348543,4.904754,-0.166797,-7.325234,-7.492031
2.400000,4.829629,5.393818,-0.024463,-7.259957,-7.284420
2.400000,5.314209,5.884720,0.007442,-7.229673,-7.222231
2.400000,5.801405,6.377036,0.012350,-7.214109,-7.201759
2.400000,6.094719,6.672974,0.012570,-7.208353,-7.195783
2.400000,6.584914,7.166955,0.012159,-7.202084,-7.189925
2.400000,6.781393,7.364775,0.011971,-7.200351,-7.188380
2.400000,7.273430,7.859807,0.011608,-7.197261,-7.185653
2.400000,7.766484,8.355431,0.011408,-7.195362,-7.183954
2.400000,8.754956,9.348077,0.011342,-7.193480,-7.182138
1.800000,1.983955,2.355841,1.956826,-7.898992,-5.942166
1.800000,2.162342,2.544796,1.368699,-7.518319,-6.149620
1.800000,2.390143,2.783160,0.728621,-6.743608,-6.014987
1.800000,2.528837,2.927111,0.415114,-6.224924,-5.809810
1.800000,2.668755,3.071641,0.118231,-5.715764,-5.597533
1.800000,2.809714,3.216672,-0.082011,-5.241800,-5.323811
1.800000,2.999023,3.410715,-0.255055,-4.691869,-4.946924
1.800000,3.189637,3.605409,-0.332776,-4.251348,-4.584124
3.800000,2.935567,3.579969,-1.304671,-2.196385,-3.501056
3.800000,3.086373,3.757356,-1.366238,-1.840968,-3.207206
3.800000,3.242506,3.936912,-1.363375,-1.554990,-2.918365
3.800000,3.403232,4.118352,-1.310866,-1.335076,-2.645942
3.800000,3.651603,4.393535,-1.177375,-1.108565,-2.285940
3.800000,3.907227,4.671774,-1.025814,-0.971567,-1.997381
4.000000,3.059072,3.731347,-1.169881,-1.546489,-2.716370
4.000000,3.133116,3.819490,-1.181845,-1.393254,-2.575099
4.000000,3.285333,3.997450,-1.166653,-1.135093,-2.301746
4.000000,3.442442,4.177405,-1.111829,-0.937030,-2.048859
4.000000,3.603804,4.359108,-1.033628,-0.790227,-1.823855
4.000000,3.768872,4.542348,-0.946947,-0.684076,-1.631023
4.500000,2.409815,2.653780,0.681662,-3.961036,-3.279374
4.500000,2.481150,2.823790,0.343530,-3.473947,-3.130417
4.500000,2.516081,2.895046,0.211780,-3.267476,-3.055696
4.500000,3.552880,4.330125,-0.573103,-0.504577,-1.077680
4.500000,3.628708,4.418991,-0.547403,-0.445157,-0.992560
