# R1,R2,R3,EDiat
3.800000,5.818469,9.061219,-0.757847
3.800000,6.311290,9.558995,-0.753492
3.800000,7.299862,10.555180,-0.748535
4.500000,1.510145,4.909513,0.736308
4.500000,2.425646,6.087661,-1.680635
4.500000,3.144186,6.877292,-0.621148
4.500000,4.085167,7.867277,-0.166721
4.500000,5.048888,8.859513,-0.104801
4.500000,6.024446,9.853318,-0.090250
4.500000,7.006899,10.848260,-0.084134
5.200000,1.513568,5.218039,0.781664
5.200000,2.107286,6.195511,-1.922364
5.200000,2.260665,6.391842,-1.826280
5.200000,2.930942,7.179191,-0.814970
5.200000,3.378654,7.672614,-0.354803
5.200000,3.839295,8.166837,-0.151473
5.200000,4.784345,9.157164,-0.050291
5.200000,5.748019,10.149390,-0.030603
5.200000,6.722312,11.143000,-0.023063
6.000000,1.628102,5.572654,-0.412225
6.000000,2.013527,6.546018,-1.883350
6.000000,2.138926,6.741626,-1.900792
6.000000,2.730910,7.526369,-1.106016
6.000000,3.147961,8.018365,-0.543342
6.000000,3.586286,8.511293,-0.229364
6.000000,4.501669,9.499368,-0.055512
6.000000,5.446889,10.489700,-0.026408
6.000000,6.408758,11.481710,-0.016776
6.500000,2.452900,7.499278,-1.556604
6.500000,2.634107,7.744389,-1.262714
6.500000,3.026074,8.235492,-0.680091
6.500000,3.446118,8.727606,-0.301437
6.500000,3.707680,9.023290,-0.180849
6.500000,4.155177,9.516697,-0.085137
6.500000,4.337388,9.714249,-0.066453
6.500000,4.799119,10.208550,-0.040734
6.500000,5.267841,10.703370,-0.028613
6.500000,6.219916,11.694350,-0.017316
6.500000,7.185023,12.686740,-0.012154
6.500000,8.158540,13.680230,-0.009728
1.400000,1.255034,2.431078,25.241126
1.400000,1.302812,2.480643,23.942627
1.400000,1.398833,2.579824,21.935310
1.400000,1.592347,2.778363,19.630070
1.400000,1.787289,2.977098,18.737882
1.400000,2.179924,3.375015,18.892508
1.400000,2.574827,3.773373,19.836877
1.400000,2.971095,4.172045,20.682653
1.400000,3.368244,4.570949,21.199297
1.400000,3.865508,5.069822,21.484964
1.400000,4.363398,5.568897,21.586924
1.400000,4.861720,6.068124,21.626918
1.400000,5.360355,6.567469,21.645387
1.400000,5.859223,7.066907,21.655233
1.400000,6.358268,7.566418,21.661044
1.400000,8.355592,9.564976,21.669424
1.500000,1.219284,2.473817,16.769442
1.500000,1.266569,2.523335,15.310906
1.500000,1.361722,2.622426,13.034649
1.500000,1.553855,2.820800,10.351628
1.500000,1.747754,3.019388,9.226850
1.500000,2.138926,3.417059,9.153430
1.500000,2.532856,3.815217,10.025229
1.500000,2.928433,4.213724,10.866372
1.500000,3.325068,4.612489,11.400456
1.500000,3.821848,5.111217,11.702081
1.500000,4.319371,5.610172,11.809341
1.500000,4.817408,6.109297,11.850661
1.500000,5.315813,6.608555,11.869460
1.500000,5.814491,7.107917,11.879411
1.500000,6.313379,7.607363,11.885282
1.500000,8.310268,9.605723,11.893825
1.600000,1.184904,2.516677,11.247893
1.600000,1.231616,2.566147,9.622226
1.600000,1.325760,2.665145,7.062445
1.600000,1.516299,2.863351,3.975084
1.600000,1.709002,3.061790,2.598922
1.600000,2.098508,3.459208,2.276343
1.600000,2.491342,3.857160,3.066481
1.600000,2.886145,4.255496,3.899852
1.600000,3.282207,4.654117,4.451663
1.600000,3.778451,5.152694,4.770903
1.600000,4.275570,5.651522,4.884333
1.600000,4.773291,6.150541,4.927257
1.600000,5.271444,6.649707,4.946474
1.600000,5.769916,7.148990,4.956561
1.600000,6.268632,7.648366,4.962504
1.600000,8.265046,9.646518,4.971223
1.700000,1.152016,2.559652,7.916452
1.700000,1.198064,2.609072,6.119135
1.700000,1.291043,2.707977,3.264540
1.700000,1.479750,2.906012,-0.250926
1.700000,1.671087,3.104299,-1.896870
1.700000,2.058706,3.501458,-2.490067
1.700000,2.450308,3.899198,-1.791107
1.700000,2.844248,4.297357,-0.969054
1.700000,3.239674,4.695829,-0.399568
1.700000,3.735326,5.194249,-0.061133
1.700000,4.232001,5.692947,0.059385
1.700000,4.729377,6.191854,0.104213
1.700000,5.227253,6.690925,0.123941
1.700000,5.725500,7.190124,0.134196
1.700000,6.224028,7.689428,0.140225
1.700000,8.219928,9.687361,0.149131
1.800000,1.053626,2.528724,9.755529
1.800000,1.031492,2.504067,11.113849
1.800000,1.009492,2.479417,12.569283
1.800000,0.987635,2.454774,14.127215
1.800000,0.965930,2.430138,15.793079
1.800000,0.944388,2.405509,17.572188
1.800000,0.923021,2.380889,19.469754
1.800000,0.901840,2.356276,21.490690
2.000000,0.999703,2.615350,10.146293
2.000000,0.978733,2.590746,11.685723
2.000000,0.957956,2.566150,13.322506
2.000000,0.937386,2.541562,15.060206
2.000000,0.917035,2.516981,16.901992
2.000000,0.896920,2.492409,18.850539
2.000000,0.877056,2.467846,20.907928
2.000000,0.857461,2.443291,23.075439
2.400000,0.920631,2.789694,16.542799
2.400000,0.902996,2.765196,18.218185
2.800000,0.887985,2.965279,22.237366
2.800000,0.875034,2.940884,23.590572
3.200000,1.314236,1.926055,-1.755472
3.200000,1.240460,2.018779,0.439410
3.200000,1.170583,2.112167,3.145221
3.200000,1.105345,2.206134,6.336125
3.200000,1.314236,1.926055,-1.755472
3.200000,1.045616,2.300611,9.939247
3.200000,0.992389,2.395535,13.812401
3.800000,1.632603,2.200896,-4.385313
3.800000,1.555941,2.292964,-3.474938
3.800000,1.482064,2.385670,-2.333414
3.800000,1.411408,2.478944,-0.950572
3.800000,1.632603,2.200896,-4.385313
3.800000,1.344482,2.572723,0.677300
3.800000,1.281871,2.666953,2.539709
4.000000,1.739114,2.292620,-4.589085
4.000000,1.661753,2.384498,-3.913480
4.000000,1.586924,2.477005,-3.064694
4.000000,1.515003,2.570074,-2.031118
4.000000,1.739114,2.292620,-4.589085
4.000000,1.446423,2.663645,-0.804089
4.000000,1.381682,2.757668,0.616657
4.500000,2.005949,2.522111,-4.510872
4.500000,1.927200,2.613568,-4.203036
4.500000,1.850505,2.705629,-3.814476
4.500000,1.776130,2.798235,-3.336156
4.500000,2.005949,2.522111,-4.510872
4.500000,1.704379,2.891333,-2.759651
4.500000,1.635596,2.984879,-2.077910
5.000000,2.273356,2.751812,-3.860714
5.000000,2.233263,2.797284,-3.799924
5.000000,2.193577,2.842908,-3.732800
5.000000,2.154320,2.888677,-3.658663
5.000000,2.115516,2.934584,-3.576756
5.000000,2.077192,2.980622,-3.486248
5.000000,2.039373,3.026787,-3.386242
5.000000,1.965368,3.119470,-3.153924
5.000000,1.893754,3.212593,-2.871960
5.000000,1.727102,3.447085,-1.905205
5.000000,1.582549,3.683617,-0.536252
5.500000,2.541153,2.981673,-2.984722
5.500000,2.500691,3.026993,-2.962804
5.500000,2.460580,3.072458,-2.941463
5.500000,2.420837,3.118062,-2.920166
5.500000,2.381481,3.163798,-2.898322
5.500000,2.342530,3.209662,-2.875287
5.500000,2.304006,3.255648,-2.850374
5.500000,2.228326,3.347964,-2.792008
5.500000,2.154631,3.440710,-2.717200
5.500000,1.980510,3.674241,-2.418485
5.500000,1.824118,3.909808,-1.894000
6.000000,2.809230,3.211661,-2.136233
6.000000,2.768475,3.256848,-2.128040
6.000000,2.728027,3.302174,-2.123809
6.000000,2.687901,3.347633,-2.123194
6.000000,2.648111,3.393220,-2.125808
6.000000,2.608672,3.438930,-2.131224
6.000000,2.569601,3.484757,-2.138978
6.000000,2.492630,3.576747,-2.159471
6.000000,2.417346,3.669156,-2.182896
6.000000,2.237623,3.901817,-2.221272
6.000000,2.072523,4.136502,-2.164439
9.000000,4.420707,4.593176,-0.181910
9.000000,4.378975,4.637829,-0.176464
9.000000,4.337417,4.682590,-0.171888
9.000000,4.296039,4.727456,-0.168164
9.000000,4.254847,4.772424,-0.165274
9.000000,4.213845,4.817491,-0.163212
9.000000,4.173040,4.862655,-0.161971
9.000000,4.092041,4.953261,-0.161966
9.000000,4.011899,5.044222,-0.165331
9.000000,3.815649,5.273057,-0.189665
9.000000,3.626019,5.503734,-0.240335
2.000000,3.311345,5.020568,-7.011450
2.000000,3.904577,5.618299,-6.706881
2.000000,4.499604,6.216466,-6.620081
2.000000,5.095797,6.814956,-6.591233
2.000000,5.593247,7.313887,-6.580262
2.000000,6.091115,7.812955,-6.573898
2.000000,6.589305,8.312134,-6.569869
2.000000,7.087750,8.811407,-6.567226
2.000000,8.085217,9.810174,-6.564355
2.000000,9.083240,10.809170,-6.563178
2.000000,10.081660,11.808330,-6.562728
2.400000,1.123692,1.284664,6.830917
2.400000,0.966938,1.467662,13.373741
2.400000,1.259184,3.207346,-2.142534
2.400000,1.434514,3.404517,-6.020864
2.400000,1.988640,3.997718,-9.369981
2.400000,2.952308,4.990000,-8.024783
2.400000,3.441923,5.487192,-7.519356
2.400000,3.934152,5.984852,-7.319941
2.400000,4.428122,6.482872,-7.251229
2.400000,4.923310,6.981175,-7.224688
2.400000,5.220863,7.280269,-7.216252
2.400000,5.717353,7.778913,-7.207564
2.400000,5.916115,7.978418,-7.205169
2.400000,6.413355,8.477284,-7.200755
2.400000,6.910994,8.976275,-7.197836
2.400000,7.907166,9.974561,-7.194600
1.800000,1.257674,2.750917,1.084687
1.800000,1.444285,2.948779,-2.878538
1.800000,1.681882,3.196480,-5.088419
1.800000,1.826031,3.345266,-5.580260
1.800000,1.971053,3.494155,-5.709350
1.800000,2.116769,3.643135,-5.614341
1.800000,2.311909,3.841898,-5.297584
1.800000,2.507816,4.040784,-4.891543
3.800000,1.381199,4.308852,2.118914
3.800000,1.522770,4.504851,-0.160387
3.800000,1.676290,4.701187,-1.595706
3.800000,1.838768,4.897820,-2.367420
3.800000,2.094695,5.193251,-2.688387
3.800000,2.361023,5.489178,-2.456674
4.000000,1.425951,4.494418,1.652327
4.000000,1.493399,4.592332,0.599022
4.000000,1.638308,4.788420,-0.948036
4.000000,1.793840,4.984819,-1.848197
4.000000,1.957466,5.181493,-2.255905
4.000000,2.127318,5.378412,-2.324144
4.500000,1.508546,3.173150,-0.385835
4.500000,1.374366,3.410368,2.261350
4.500000,1.330094,3.505753,3.400679
4.500000,1.706266,5.203114,-1.070199
4.500000,1.778092,5.301140,-1.438789
4.500000,1.890639,5.448314,-1.800375
4.500000,2.008088,5.595638,-1.969644
5.000000,1.658260,5.422440,-0.674725
5.000000,1.718562,5.520192,-1.069775
5.000000,1.750078,5.569097,-1.237979
5.000000,1.782439,5.618022,-1.386480
5.200000,2.221807,3.026242,-3.334400
5.200000,2.070357,3.210829,-3.066268
5.200000,1.927779,3.397162,-2.661439
5.200000,1.827922,3.537891,-2.236438
5.200000,1.678165,3.774027,-1.259360
5.200000,1.554407,4.011844,0.007978
5.200000,1.706105,5.608075,-0.985249
5.200000,1.735161,5.656927,-1.150452
5.200000,1.765155,5.705799,-1.299324
5.200000,1.827771,5.803601,-1.547036
5.200000,1.927618,5.950441,-1.795765
5.200000,2.033637,6.097435,-1.910103
5.200000,2.183032,6.293648,-1.891932
6.500000,2.915224,3.622809,-1.443525
6.500000,2.757892,3.805766,-1.517997
6.500000,2.606417,3.990359,-1.642558
6.500000,2.497297,4.129745,-1.750308
6.500000,2.325574,4.363620,-1.914408
6.500000,2.169124,4.599192,-2.003596
6.500000,2.031477,4.836212,-1.971048
6.500000,1.982579,4.931379,-1.920469
6.500000,1.916690,5.074479,-1.808910
6.500000,1.878143,5.170095,-1.716164
6.500000,2.104461,6.961259,-1.906314
6.500000,2.191309,7.107810,-1.870976
6.500000,2.252900,7.205589,-1.819312
6.500000,2.350242,7.352370,-1.705299
7.500000,3.369875,4.173164,-0.597022
7.500000,3.251034,4.310107,-0.639713
7.500000,3.134868,4.447893,-0.711500
7.500000,3.021683,4.586445,-0.809531
7.500000,2.840631,4.818889,-1.019148
7.500000,2.771215,4.912349,-1.113977
7.500000,2.670730,5.053010,-1.261187
7.500000,2.544346,5.241362,-1.454236
7.500000,2.484782,5.335856,-1.544158
7.500000,2.400482,5.477964,-1.664986
7.500000,2.322818,5.620482,-1.764081
7.500000,2.275067,5.715707,-1.816215
7.500000,2.210000,5.858842,-1.872528
2.000000,1.123915,2.603839,2.618604
2.000000,1.294082,2.799760,-3.330781
2.000000,1.471772,2.996220,-6.664028
2.000000,1.654563,3.193120,-8.336321
2.000000,2.029904,3.587948,-9.094935
2.000000,2.413180,3.983808,-8.508330
2.000000,2.703819,4.281208,-7.907439
2.000000,2.996303,4.578948,-7.397420
2.000000,3.192068,4.777598,-7.144174
2.000000,3.683471,5.274670,-6.786506
2.400000,0.885202,2.482902,19.428776
2.400000,1.070617,2.773521,5.221458
4.000000,2.415712,5.403450,-2.035432
4.000000,2.588165,5.599520,-1.752781
4.000000,2.808871,5.844982,-1.388633
4.000000,3.034126,6.090814,-1.071633
4.000000,3.494746,6.583419,-0.668737
4.000000,3.964918,7.077062,-0.506492
4.000000,4.441610,7.571539,-0.449015
4.000000,5.407638,8.562417,-0.415536
4.000000,5.894902,9.058608,-0.409261
4.000000,6.384136,9.555196,-0.405188
4.000000,7.366943,10.549340,-0.400514
4.500000,2.326504,5.614366,-1.831067
4.500000,2.487653,5.809744,-1.591339
4.500000,2.696417,6.054392,-1.244311
4.500000,2.911685,6.299460,-0.910982
4.500000,3.356695,6.790675,-0.436041
4.500000,3.815350,7.283085,-0.221775
4.500000,4.283268,7.776464,-0.143648
4.500000,5.236923,8.765474,-0.100744
4.500000,5.719690,9.260864,-0.093411
4.500000,6.205187,9.756724,-0.088771
4.500000,7.182153,10.749600,-0.083458
5.000000,2.265961,5.826785,-1.838106
5.000000,2.413140,6.021471,-1.644779
5.000000,2.607023,6.265300,-1.331866
5.000000,2.809786,6.509597,-1.002405
5.000000,3.235206,6.999400,-0.476803
5.000000,3.679431,7.490550,-0.207901
5.000000,4.136408,7.982799,-0.103832
5.000000,5.074759,8.969870,-0.048404
5.000000,5.552012,9.464423,-0.039738
5.000000,6.032951,9.959521,-0.034431
5.000000,7.002843,10.951050,-0.028414
3.200000,1.898620,4.283582,-4.858496
3.200000,2.247097,4.675986,-4.870076
3.200000,2.610390,5.069578,-4.298893
3.200000,2.983089,5.464100,-3.705874
3.200000,3.553288,6.057231,-3.196873
3.200000,4.131935,6.651594,-3.033596
3.200000,4.715922,7.246886,-2.986155
3.200000,5.205361,7.743518,-2.970789
3.200000,5.696634,8.240558,-2.962623
3.200000,6.189305,8.737935,-2.957598
3.200000,6.683065,9.235595,-2.954265
3.200000,7.673010,10.231600,-2.950486
3.800000,3.088321,6.007808,-1.357589
3.800000,3.554178,6.500960,-0.987017
3.800000,4.028231,6.995085,-0.843523
3.800000,4.507893,7.489989,-0.792779
3.800000,4.797685,7.787244,-0.778666
3.800000,5.283203,8.283109,-0.765641
3.800000,5.478140,8.481591,-0.762317
3.800000,5.966949,8.978090,-0.756401
3.800000,6.457471,9.474958,-0.752530
3.800000,7.442302,10.469590,-0.748095
4.500000,2.654094,6.005427,-1.314582
4.500000,3.356695,6.790675,-0.436041
4.500000,4.283268,7.776464,-0.143648
4.500000,5.236923,8.765474,-0.100744
4.500000,6.205187,9.756724,-0.088771
4.500000,7.182153,10.749600,-0.083458
5.200000,2.539996,6.301309,-1.434814
5.200000,3.191679,7.083273,-0.510175
5.200000,4.081160,8.065703,-0.104663
5.200000,5.012475,9.051983,-0.043276
5.200000,5.966067,10.040980,-0.028381
5.200000,6.932748,11.031960,-0.022063
6.000000,2.351146,6.448841,-1.710542
6.000000,2.474325,6.642558,-1.528243
6.000000,3.049568,7.420763,-0.653815
6.000000,3.454830,7.909350,-0.297710
6.000000,3.882247,8.399280,-0.132852
6.000000,4.779520,9.382328,-0.042318
6.000000,5.711024,10.368620,-0.022910
6.000000,6.662415,11.357310,-0.015270
6.500000,2.812906,7.390171,-0.976971
6.500000,2.988983,7.633185,-0.727552
6.500000,3.369298,8.120485,-0.351753
6.500000,3.777608,8.609242,-0.158983
6.500000,4.032520,8.903095,-0.102714
6.500000,4.469829,9.393714,-0.056732
6.500000,4.648294,9.590233,-0.046934
6.500000,5.101449,10.082130,-0.032068
6.500000,5.562638,10.574790,-0.023968
6.500000,6.502249,11.561990,-0.015398
6.500000,7.457584,12.551220,-0.011270
6.500000,8.423293,13.542030,-0.009350
1.400000,1.316866,2.402886,23.397883
1.400000,1.364053,2.452270,22.373595
1.400000,1.458991,2.551111,20.802785
1.400000,1.650661,2.749044,19.056575
1.400000,1.844100,2.947256,18.473179
1.400000,2.234448,3.344319,18.891069
1.400000,2.627700,3.742007,19.898249
1.400000,3.022724,4.140141,20.734810
1.400000,3.418905,4.538603,21.226257
1.400000,3.915223,5.037023,21.493128
1.400000,4.412373,5.535729,21.589254
1.400000,4.910102,6.034648,21.627766
1.400000,5.408250,6.533733,21.645839
1.400000,5.906711,7.032948,21.655546
1.400000,6.405411,7.532267,21.661279
1.400000,8.401759,9.530257,21.669480
1.500000,1.287260,2.444128,14.520057
1.500000,1.333862,2.493444,13.393597
1.500000,1.427756,2.592155,11.646873
1.500000,1.617741,2.789852,9.643734
1.500000,1.809885,2.987856,8.894097
1.500000,2.198382,3.384568,9.142127
1.500000,2.590382,3.781973,10.093813
1.500000,2.984506,4.179873,10.927814
1.500000,3.380011,4.578139,11.433391
1.500000,3.875690,5.076355,11.712394
1.500000,4.372353,5.574890,11.812333
1.500000,4.869699,6.073666,11.851740
1.500000,5.367538,6.572629,11.870013
1.500000,5.865745,7.071737,11.879780
1.500000,6.364233,7.570964,11.885553
1.500000,8.359991,9.568677,11.893889
1.600000,1.259262,2.485542,8.530116
1.600000,1.305195,2.534789,7.302057
1.600000,1.397898,2.633368,5.377665
1.600000,1.585967,2.830825,3.109067
1.600000,1.776644,3.028615,2.184889
1.600000,2.163055,3.424967,2.251426
1.600000,2.553655,3.822078,3.141743
1.600000,2.946777,4.219736,3.971152
1.600000,3.341533,4.617798,4.491276
1.600000,3.836505,5.115800,4.783705
1.600000,4.332632,5.614158,4.888092
1.600000,4.829558,6.112784,4.928601
1.600000,5.327059,6.611617,4.947141
1.600000,5.824988,7.110615,4.956991
1.600000,6.323244,7.609744,4.962814
1.600000,8.318362,9.607165,4.971294
1.700000,1.232981,2.527120,4.664665
1.700000,1.278155,2.576297,3.337940
1.700000,1.369508,2.674742,1.237552
1.700000,1.555409,2.871954,-1.301471
1.700000,1.744432,3.069527,-2.407084
1.700000,2.128505,3.465509,-2.533013
1.700000,2.517543,3.862319,-1.709963
1.700000,2.909556,4.259725,-0.887412
1.700000,3.303484,4.657576,-0.352554
1.700000,3.797679,5.155357,-0.045463
1.700000,4.293219,5.653530,0.064031
1.700000,4.789686,6.151999,0.105858
1.700000,5.286819,6.650698,0.124734
1.700000,5.784446,7.149579,0.134693
1.700000,6.282450,7.648605,0.140575
1.700000,8.276874,9.645721,0.149211
2.000000,3.388328,4.976356,-6.959907
2.000000,3.979342,5.573164,-6.693707
2.000000,4.572697,6.170591,-6.616664
2.000000,5.167586,6.768473,-6.589969
2.000000,5.664152,7.266975,-6.579528
2.000000,6.161272,7.765669,-6.573404
2.000000,6.658824,8.264522,-6.569522
2.000000,7.156717,8.763505,-6.566984
2.000000,8.153277,9.761783,-6.564246
2.000000,9.150587,10.760380,-6.563134
2.000000,10.148430,11.759220,-6.562712
1.800000,2.287876,3.704346,-5.436298
1.800000,2.677128,4.101195,-4.584141
1.800000,3.069145,4.498602,-3.887046
1.800000,3.462988,4.896431,-3.482741
1.800000,4.056013,5.493767,-3.244955
1.800000,4.650828,6.091626,-3.174929
1.800000,5.246823,6.689868,-3.149707
1.800000,5.744123,7.188627,-3.139614
1.800000,6.241855,7.687548,-3.133661
1.800000,6.739922,8.186600,-3.129901
1.800000,7.238255,8.685761,-3.127462
1.800000,8.235529,9.684343,-3.124862
1.800000,9.233392,10.683190,-3.123820
1.800000,10.231670,11.682230,-3.123428
2.400000,1.136730,1.274797,6.470592
2.400000,0.996952,1.450352,11.268990
2.400000,1.381932,3.163740,-5.381609
2.400000,1.552899,3.359712,-7.759345
2.400000,2.096847,3.950052,-9.446409
2.400000,3.050501,4.939127,-7.905831
2.400000,3.536941,5.435165,-7.469604
2.400000,4.026705,5.931867,-7.304190
2.400000,4.518710,6.429081,-7.246013
2.400000,5.012299,6.926696,-7.222522
2.400000,5.309028,7.225424,-7.214804
2.400000,5.804324,7.723521,-7.206694
2.400000,6.002660,7.922827,-7.204433
2.400000,6.498948,8.421237,-7.200252
2.400000,6.995764,8.919824,-7.197487
2.400000,7.990589,9.917426,-7.194443
1.800000,1.342678,2.716270,-1.332458
1.800000,1.526140,2.913234,-4.142563
1.800000,1.760540,3.159976,-5.601548
1.800000,1.903087,3.308255,-5.844482
1.800000,2.046699,3.456684,-5.814149
1.800000,2.191168,3.605242,-5.619448
1.800000,2.384856,3.803496,-5.230053
1.800000,2.579507,4.001924,-4.795616
3.800000,1.593007,4.245746,-1.019545
3.800000,1.730739,4.440028,-1.988103
3.800000,1.879691,4.634796,-2.521932
3.800000,2.037406,4.829992,-2.711677
3.800000,2.286416,5.123481,-2.572129
3.800000,2.546443,5.417683,-2.177225
4.000000,1.649550,4.428372,-1.108386
4.000000,1.715366,4.525390,-1.532353
4.000000,1.856182,4.719800,-2.096756
4.000000,2.007073,4.914659,-2.334067
4.000000,2.165934,5.109915,-2.327090
4.000000,2.331137,5.305524,-2.157903
4.500000,1.955283,5.127478,-1.939417
4.500000,2.025100,5.224658,-2.001033
4.500000,2.134333,5.370621,-2.004867
4.500000,2.248271,5.516801,-1.922405
5.000000,1.939826,5.341786,-1.845804
5.000000,1.999314,5.438568,-1.913562
5.000000,2.030251,5.487003,-1.933340
5.000000,2.061937,5.535465,-1.943992
5.200000,2.271546,2.994430,-3.348124
5.200000,2.138628,3.172251,-3.123638
5.200000,2.016814,3.352573,-2.829286
5.200000,1.934010,3.489221,-2.555813
5.200000,1.815257,3.719257,-2.011702
5.200000,1.724795,3.951718,-1.426915
5.200000,1.999086,5.524512,-1.902708
5.200000,2.027880,5.572870,-1.921631
5.200000,2.057486,5.621256,-1.932660
5.200000,2.118998,5.718111,-1.931593
5.200000,2.216531,5.863593,-1.876218
5.200000,2.319670,6.009297,-1.765864
5.200000,2.464686,6.203887,-1.556579
6.500000,2.962752,3.589616,-1.412839
6.500000,2.822261,3.765109,-1.450211
6.500000,2.689316,3.942937,-1.534181
6.500000,2.595259,4.077656,-1.615031
6.500000,2.450907,4.304435,-1.755853
6.500000,2.324547,4.533657,-1.872090
6.500000,2.219256,4.764969,-1.940854
6.500000,2.183742,4.858012,-1.953940
6.500000,2.138147,4.998081,-1.960417
6.500000,2.113127,5.091774,-1.958016
6.500000,2.470824,6.857309,-1.531381
6.500000,2.556935,7.002372,-1.392153
6.500000,2.617547,7.099195,-1.291894
6.500000,2.712839,7.244591,-1.135171
7.500000,3.424099,4.135166,-0.577309
7.500000,3.317635,4.266395,-0.599832
7.500000,3.214645,4.398825,-0.645655
7.500000,3.115476,4.532350,-0.712140
7.500000,2.959718,4.757074,-0.859333
7.500000,2.901108,4.847657,-0.927269
7.500000,2.817565,4.984206,-1.034439
7.500000,2.715082,5.167432,-1.179397
7.500000,2.667989,5.259503,-1.249581
7.500000,2.602962,5.398139,-1.348513
7.500000,2.545124,5.537368,-1.436923
7.500000,2.510807,5.630494,-1.488832
7.500000,2.466049,5.770615,-1.555088
7.500000,2.429742,5.911221,-1.606917
7.500000,2.410423,6.005211,-1.633489
7.500000,2.389014,6.146551,-1.661736
2.000000,1.250723,2.553806,-2.578710
2.000000,1.417474,2.748078,-6.272189
2.000000,1.591903,2.943117,-8.251171
2.000000,1.771745,3.138781,-9.129166
2.000000,2.142178,3.531566,-9.163893
2.000000,2.521661,3.925808,-8.374441
2.000000,2.810010,4.222201,-7.760825
2.000000,3.100571,4.519070,-7.285974
4.000000,2.665911,5.301671,-1.639339
4.000000,2.834948,5.496156,-1.361395
4.000000,3.051514,5.739795,-1.059351
4.000000,3.272850,5.983959,-0.829241
4.000000,3.726414,6.473623,-0.570894
4.000000,4.190558,6.964756,-0.473522
4.000000,4.662124,7.457068,-0.437022
4.000000,5.620021,8.444402,-0.412602
4.000000,6.104035,8.939125,-0.407403
4.000000,6.590437,9.434404,-0.403933
4.000000,7.568560,10.426320,-0.399938
4.500000,2.615907,5.504122,-1.393335
4.500000,2.773814,5.697620,-1.129747
4.500000,2.978320,5.940098,-0.827383
4.500000,3.189316,6.183176,-0.583095
4.500000,3.626215,6.670866,-0.288071
4.500000,4.077637,7.160254,-0.169618
4.500000,4.539253,7.651014,-0.125112
4.500000,5.482719,8.635716,-0.096687
4.500000,5.961368,9.129314,-0.090933
4.500000,6.443260,9.623573,-0.087121
4.500000,7.414242,10.613700,-0.082695
5.000000,2.593039,5.708720,-1.367427
5.000000,2.737912,5.901229,-1.125003
5.000000,2.928147,6.142538,-0.834810
5.000000,3.126808,6.384516,-0.588019
5.000000,3.543685,6.870195,-0.267916
5.000000,3.979758,7.357793,-0.129269
5.000000,4.429362,7.846952,-0.075939
5.000000,5.355445,8.828915,-0.042856
5.000000,5.827655,9.321335,-0.036478
5.000000,6.304152,9.814521,-0.032301
5.000000,7.266627,10.802770,-0.027426
3.200000,2.099466,4.202492,-5.077329
3.200000,2.441211,4.591836,-4.636164
3.200000,2.798440,4.982869,-4.003732
3.200000,3.165916,5.375221,-3.500160
3.200000,3.729699,5.965654,-3.128700
3.200000,4.303288,6.557824,-3.015790
3.200000,4.883228,7.151300,-2.980504
3.200000,5.369880,7.646641,-2.967984
3.200000,5.858780,8.142551,-2.960938
3.200000,6.349409,8.638933,-2.956477
3.200000,6.841396,9.135710,-2.953496
3.200000,7.828415,10.130210,-2.950137
3.800000,3.311808,5.904915,-1.147365
3.800000,3.771135,6.395354,-0.905708
3.800000,4.239675,6.887168,-0.816425
3.800000,4.714682,7.380082,-0.782775
3.800000,5.002026,7.676271,-0.772581
3.800000,5.483944,8.170536,-0.762474
3.800000,5.677588,8.368433,-0.759750
3.800000,6.163472,8.863589,-0.754754
3.800000,6.651449,9.359259,-0.751413
3.800000,7.632073,10.351850,-0.747583
4.500000,2.936856,5.891552,-0.883869
4.500000,3.626215,6.670866,-0.288071
4.500000,4.539253,7.651014,-0.125112
4.500000,5.482719,8.635716,-0.096687
4.500000,6.443260,9.623573,-0.087121
4.500000,7.414242,10.613700,-0.082695
5.200000,2.877222,6.175839,-0.899584
5.200000,3.515908,6.950471,-0.274814
5.200000,4.389261,7.925852,-0.072090
5.200000,5.307506,8.906695,-0.037004
5.200000,6.250890,9.891375,-0.026031
5.200000,7.209551,10.878850,-0.020973
6.000000,2.293804,5.368157,-1.811236
6.000000,2.868826,6.505169,-0.899353
6.000000,3.436458,7.274428,-0.310193
6.000000,4.252422,8.244234,-0.075580
6.000000,5.133901,9.220493,-0.032234
6.000000,6.052338,10.201350,-0.019492
6.000000,6.993186,11.185600,-0.013696
6.500000,3.239600,7.238887,-0.456313
6.500000,3.413577,7.479030,-0.323143
6.500000,3.787151,7.961136,-0.156787
6.500000,4.187185,8.445324,-0.081666
6.500000,4.436949,8.736691,-0.059103
6.500000,4.865852,9.223534,-0.038578
6.500000,5.041083,9.418657,-0.033579
6.500000,5.486577,9.907315,-0.025063
6.500000,5.940751,10.397050,-0.019707
6.500000,6.868226,11.379200,-0.013455
6.500000,7.813612,12.364220,-0.010375
6.500000,8.771120,13.351460,-0.008971
7.500000,3.288384,7.654368,-0.413570
7.500000,3.431333,7.892560,-0.311066
7.500000,3.751027,8.371011,-0.167008
7.500000,4.106867,8.851843,-0.091517
7.500000,4.334057,9.141330,-0.066744
7.500000,4.730773,9.625239,-0.043290
7.500000,4.894760,9.819254,-0.037499
7.500000,5.315527,10.305290,-0.027683
7.500000,5.748999,10.792610,-0.021591
7.500000,6.644043,11.770430,-0.014495
