# R1,R2,R3,EDiat
3.200000,4.172481,4.076860,-3.312535
3.200000,4.539779,4.452054,-3.147300
3.200000,5.099960,5.022030,-3.034751
3.200000,5.668297,5.598284,-2.988960
3.200000,6.242563,6.179060,-2.968385
3.200000,6.724552,6.665642,-2.959636
3.200000,7.208994,7.154075,-2.954682
3.200000,7.695427,7.644003,-2.951820
3.200000,8.183495,8.135157,-2.950149
3.200000,9.163493,9.120350,-2.948595
3.800000,4.943440,4.829622,-0.857606
3.800000,5.402554,5.298608,-0.804468
3.800000,5.868355,5.772803,-0.777776
3.800000,6.339369,6.251020,-0.763568
3.800000,6.624016,6.539514,-0.758305
3.800000,7.101239,7.022482,-0.752671
3.800000,7.292983,7.216318,-0.751154
3.800000,7.774162,7.702289,-0.748526
3.800000,8.257578,8.189948,-0.746985
3.800000,9.229713,9.169256,-0.745544
4.500000,4.848968,4.685359,-0.216713
4.500000,5.556302,5.414110,-0.130200
4.500000,6.470896,6.349220,-0.095869
4.500000,7.407597,7.301547,-0.085013
4.500000,8.358977,8.265143,-0.081297
4.500000,9.320541,9.236481,-0.079999
5.200000,4.882785,4.664616,-0.156818
5.200000,5.300150,5.099866,-0.092789
5.200000,5.730758,5.546047,-0.059482
5.200000,6.171838,6.000720,-0.041418
5.200000,6.621298,6.462092,-0.031258
5.200000,7.539336,7.399908,-0.021949
5.200000,8.005722,7.874556,-0.019908
5.200000,8.475942,8.352164,-0.018695
5.200000,9.425582,9.314432,-0.017545
6.500000,4.031437,3.605256,-0.738896
6.500000,4.301451,3.904852,-0.456913
6.500000,4.610042,4.242390,-0.268170
6.500000,4.949998,4.609541,-0.156064
6.500000,5.315307,4.999787,-0.092860
6.500000,5.701095,5.408130,-0.057409
6.500000,6.103481,5.830769,-0.037203
6.500000,6.519393,6.264812,-0.025449
6.500000,6.946401,6.708045,-0.018496
6.500000,7.382580,7.158762,-0.014334
6.500000,7.826397,7.615633,-0.011828
6.500000,8.276623,8.077615,-0.010314
6.500000,8.732267,8.543879,-0.009400
6.500000,9.656733,9.486721,-0.008520
7.500000,4.506937,3.997426,-0.385635
7.500000,4.749998,4.269592,-0.252197
7.500000,5.031151,4.580329,-0.159595
7.500000,5.344388,4.922338,-0.100536
7.500000,5.684407,5.289557,-0.064315
7.500000,6.046691,5.677096,-0.042346
7.500000,6.427478,6.081070,-0.028999
7.500000,6.823670,6.498416,-0.020851
7.500000,7.232737,6.926717,-0.015854
7.500000,7.652612,7.364062,-0.012783
7.500000,8.081614,7.808932,-0.010896
7.500000,8.518361,8.260110,-0.009740
7.500000,8.961723,8.716617,-0.009033
7.500000,9.864709,9.642583,-0.008342
1.400000,1.997724,1.959570,16.370595
1.400000,2.044113,2.006842,16.348631
1.400000,2.137381,2.101765,16.419486
1.400000,2.325597,2.292906,16.882642
1.400000,2.515631,2.485441,17.570936
1.400000,2.899724,2.873572,19.046101
1.400000,3.287613,3.264570,20.194564
1.400000,3.678097,3.657515,20.903376
1.400000,4.070430,4.051841,21.280046
1.400000,4.562718,4.546143,21.494707
1.400000,5.056520,5.041569,21.584783
1.400000,5.551432,5.537817,21.625782
1.400000,6.047181,6.034684,21.646106
1.400000,6.543577,6.532030,21.656870
1.400000,7.040483,7.029752,21.662834
1.400000,9.031523,9.023160,21.669997
1.500000,2.018663,1.975266,6.579039
1.500000,2.064582,2.022171,6.573460
1.500000,2.156965,2.116407,6.668651
1.500000,2.343608,2.306334,7.156518
1.500000,2.532291,2.497834,7.850185
1.500000,2.914189,2.884298,9.313372
1.500000,3.300379,3.274015,10.443753
1.500000,3.689512,3.665948,11.139935
1.500000,4.080747,4.059455,11.509885
1.500000,4.571925,4.552931,11.721113
1.500000,5.064830,5.047690,11.810012
1.500000,5.559002,5.543390,11.850580
1.500000,6.054131,6.039799,11.870728
1.500000,6.550000,6.536756,11.881413
1.500000,7.046453,7.034144,11.887337
1.500000,9.036177,9.026582,11.894460
1.600000,2.040808,1.991908,-0.352908
1.600000,2.086240,2.038430,-0.342512
1.600000,2.177705,2.131947,-0.223603
1.600000,2.362710,2.320603,0.287946
1.600000,2.549980,2.511015,0.986172
1.600000,2.929573,2.895720,2.435912
1.600000,3.313970,3.284082,3.547146
1.600000,3.701675,3.674942,4.230073
1.600000,4.091748,4.067579,4.592990
1.600000,4.581746,4.560175,4.800622
1.600000,5.073697,5.054226,4.888283
1.600000,5.567082,5.549342,4.928397
1.600000,6.061551,6.045262,4.948359
1.600000,6.556859,6.541804,4.958960
1.600000,7.052829,7.038835,4.964843
1.600000,9.041150,9.030238,4.971922
1.700000,2.064122,2.009472,-5.176996
1.700000,2.109052,2.055596,-5.151178
1.700000,2.199568,2.148366,-5.009412
1.700000,2.382876,2.335696,-4.475517
1.700000,2.568676,2.524970,-3.773672
1.700000,2.945861,2.907830,-2.338903
1.700000,3.328378,3.294765,-1.247832
1.700000,3.714579,3.684491,-0.578742
1.700000,4.103425,4.076208,-0.223145
1.700000,4.592178,4.567874,-0.019260
1.700000,5.083119,5.061173,0.067108
1.700000,5.575670,5.555671,0.106746
1.700000,6.069440,6.051072,0.126513
1.700000,6.564153,6.547173,0.137026
1.700000,7.059610,7.043825,0.142865
1.700000,9.046441,9.034128,0.149898
2.000000,4.335896,4.300217,-6.820271
2.000000,4.919349,4.887931,-6.668623
2.000000,5.506360,5.478309,-6.610898
2.000000,6.095900,6.070574,-6.586162
2.000000,6.588626,6.565201,-6.575942
2.000000,7.082372,7.060586,-6.570247
2.000000,7.576939,7.556578,-6.566993
2.000000,8.072174,8.053066,-6.565107
2.000000,9.064215,9.047202,-6.563367
2.000000,10.057830,10.042500,-6.562776
2.000000,11.052600,11.038650,-6.562578
2.400000,1.307822,1.125474,5.750947
2.400000,1.352922,1.177579,2.394690
2.400000,2.551548,2.463066,-11.284011
2.400000,2.725876,2.643235,-10.590016
2.400000,3.266557,3.197920,-8.792010
2.400000,4.203617,4.150505,-7.519760
2.400000,4.681922,4.634295,-7.345204
2.400000,5.164339,5.121200,-7.269119
2.400000,5.649814,5.610409,-7.233334
2.400000,6.137622,6.101368,-7.215168
2.400000,6.431205,6.396616,-7.208623
2.400000,6.921734,6.889608,-7.201745
2.400000,7.118314,7.087079,-7.199917
2.400000,7.610545,7.581338,-7.196778
2.400000,8.103727,8.076304,-7.194956
2.400000,9.092326,9.067893,-7.193271
1.800000,2.222521,2.165644,-8.240993
1.800000,2.404080,2.351598,-7.686359
1.800000,2.634786,2.586989,-6.797711
1.800000,2.774815,2.729471,-6.248305
1.800000,2.915836,2.872719,-5.727154
1.800000,3.057711,3.016623,-5.255497
1.800000,3.248015,3.209364,-4.720146
1.800000,3.439418,3.402942,-4.294031
3.800000,3.387860,3.219511,-2.217280
3.800000,3.549309,3.388989,-1.874400
3.800000,3.714511,3.561636,-1.597464
3.800000,3.882988,3.737011,-1.381049
3.800000,4.140965,4.004404,-1.151115
3.800000,4.404270,4.276125,-1.005362
4.000000,3.532703,3.353726,-1.583163
4.000000,3.612478,3.437656,-1.434360
4.000000,3.774916,3.607974,-1.181817
4.000000,3.940811,3.781201,-0.984585
4.000000,4.109744,3.956953,-0.834738
4.000000,4.281354,4.134910,-0.723166
4.500000,2.704162,2.398456,-4.061840
4.500000,2.824003,2.532803,-3.574746
4.500000,2.876629,2.591349,-3.363521
4.500000,4.094202,3.899050,-0.555594
4.500000,4.175224,3.984042,-0.492873
4.500000,4.298255,4.112796,-0.413894
4.500000,4.422951,4.242946,-0.350347
5.000000,4.259107,4.026684,-0.404510
5.000000,4.337049,4.109037,-0.356495
5.000000,4.376356,4.150504,-0.334816
5.000000,4.415879,4.192157,-0.314573
5.200000,2.886449,2.499728,-3.494887
5.200000,2.941358,2.562935,-3.274949
5.200000,3.008586,2.639818,-3.011877
5.200000,3.066609,2.705760,-2.792347
5.200000,3.176726,2.829954,-2.400200
5.200000,3.302134,2.970040,-1.999410
5.200000,4.404724,4.161567,-0.321311
5.200000,4.443432,4.202516,-0.301892
5.200000,4.482364,4.243659,-0.283738
5.200000,4.560876,4.326504,-0.250933
5.200000,4.680180,4.452094,-0.209445
5.200000,4.801207,4.579153,-0.175720
5.200000,4.965037,4.750646,-0.140342
9.000000,5.152909,4.506979,-0.171323
9.000000,5.224219,4.588339,-0.152360
9.000000,5.262363,4.631723,-0.143259
9.000000,5.322590,4.700038,-0.130196
9.000000,5.386322,4.772092,-0.117921
9.000000,5.430697,4.822122,-0.110207
9.000000,5.499997,4.900036,-0.099365
9.000000,5.572474,4.981251,-0.089405
9.000000,5.648006,5.065605,-0.080315
9.000000,5.753257,5.182698,-0.069498
9.000000,5.863443,5.304749,-0.060074
9.000000,5.920301,5.367528,-0.055847
9.000000,6.037381,5.496395,-0.048283
9.000000,7.256030,6.812515,-0.015142
9.000000,7.368342,6.932017,-0.014048
9.000000,7.406076,6.972113,-0.013714
9.000000,7.520138,7.093156,-0.012798
9.000000,7.712974,7.297284,-0.011519
9.000000,7.909012,7.504189,-0.010499
9.000000,8.108019,7.713647,-0.009686
9.000000,8.309781,7.925456,-0.009039
9.000000,8.514104,8.139432,-0.008526
9.000000,8.762418,8.398831,-0.008049
9.000000,9.013876,8.660852,-0.007689
9.000000,9.268224,8.925265,-0.007419
9.000000,9.611450,9.281183,-0.007160
9.000000,9.958914,9.640558,-0.006984
9.000000,10.222030,9.912132,-0.006891
9.000000,10.664890,10.368240,-0.006785
2.000000,2.097617,2.022837,-11.887134
2.000000,2.271563,2.202696,-11.576022
2.000000,2.449489,2.385764,-10.985614
2.000000,2.630589,2.571356,-10.279517
2.000000,2.814249,2.758962,-9.560923
2.000000,3.000000,2.948198,-8.899250
2.000000,3.187475,3.138769,-8.333387
2.000000,3.423813,3.378516,-7.775752
2.000000,3.661966,3.619650,-7.373107
2.000000,3.901602,3.861913,-7.098092
2.000000,4.239103,4.202603,-6.864587
3.200000,2.491906,2.328258,-7.424553
3.200000,2.639999,2.486119,-6.842250
3.200000,2.794565,2.649677,-6.222247
3.200000,2.954589,2.817940,-5.615507
3.200000,3.119230,2.990115,-5.061773
3.200000,3.287795,3.165562,-4.583518
3.200000,3.459710,3.343768,-4.187531
3.200000,3.678600,3.569774,-3.804197
3.200000,3.901230,3.798787,-3.529906
3.200000,4.126996,4.030296,-3.341920
3.200000,4.447426,4.357842,-3.179009
4.000000,4.682176,3.925729,-0.808288
4.000000,4.861316,4.104038,-0.704392
4.000000,5.087427,4.329591,-0.611136
4.000000,5.315679,4.557695,-0.547335
4.000000,5.777585,5.020164,-0.473410
4.000000,6.245361,5.489217,-0.437298
4.000000,6.717781,5.963301,-0.418796
4.000000,7.673114,6.922418,-0.403624
4.000000,8.154798,7.406033,-0.400682
4.000000,8.638564,7.891691,-0.399051
4.000000,9.611081,8.867790,-0.397634
4.500000,4.848774,4.001493,-0.439411
4.500000,5.023837,4.174650,-0.351041
4.500000,5.245173,4.394302,-0.270882
4.500000,5.468980,4.617043,-0.215282
4.500000,5.922883,5.070155,-0.149602
4.500000,6.383679,5.531353,-0.116776
4.500000,6.849975,5.998771,-0.099694
4.500000,7.795112,6.947232,-0.085532
4.500000,8.272519,7.426535,-0.082772
4.500000,8.752450,7.908401,-0.081242
4.500000,9.718384,8.878152,-0.079916
5.000000,5.024287,4.088890,-0.333455
5.000000,5.195237,4.256613,-0.259887
5.000000,5.411725,4.470001,-0.192345
5.000000,5.630990,4.687011,-0.144777
5.000000,6.076644,5.130048,-0.087388
5.000000,6.530174,5.582716,-0.057986
5.000000,6.990045,6.042850,-0.042423
5.000000,7.924384,6.979590,-0.029355
5.000000,8.397227,7.454126,-0.026791
5.000000,8.873048,7.931792,-0.025367
5.000000,9.831892,8.894490,-0.024136
3.200000,3.710126,3.105186,-4.455199
3.200000,4.069942,3.463673,-3.832426
3.200000,4.436645,3.830389,-3.437583
3.200000,4.808660,4.203181,-3.214488
3.200000,5.374225,4.770641,-3.059498
3.200000,5.946544,5.345212,-2.998026
3.200000,6.523839,5.924827,-2.971574
3.200000,7.007832,6.410705,-2.960841
3.200000,7.493927,6.898601,-2.955035
3.200000,7.981741,7.388117,-2.951839
3.200000,8.470976,7.878949,-2.950062
3.200000,9.452825,8.863688,-2.948511
3.800000,5.256968,4.537026,-0.900652
3.800000,5.721981,5.003008,-0.823523
3.800000,6.192448,5.474995,-0.786167
3.800000,6.667215,5.951559,-0.767136
3.800000,6.953773,6.239258,-0.760362
3.800000,7.433728,6.721148,-0.753394
3.800000,7.626431,6.914624,-0.751590
3.800000,8.109735,7.399832,-0.748580
3.800000,8.594949,7.886887,-0.746910
3.800000,9.569945,8.865323,-0.745459
4.500000,5.200698,4.350110,-0.284664
4.500000,5.922883,5.070155,-0.149602
4.500000,6.849975,5.998771,-0.099694
4.500000,7.795112,6.947232,-0.085532
4.500000,8.752450,7.908401,-0.081242
4.500000,9.718384,8.878152,-0.079916
6.500000,4.322477,3.303686,-1.080266
6.500000,4.641297,3.555764,-0.735954
6.500000,4.989936,3.856498,-0.454988
6.500000,5.362583,4.195437,-0.264368
6.500000,5.754574,4.564078,-0.150907
6.500000,6.162220,4.955797,-0.087441
6.500000,6.582612,5.365542,-0.052414
6.500000,7.013460,5.789487,-0.032952
6.500000,7.452949,6.224731,-0.022043
6.500000,7.899638,6.669062,-0.015900
6.500000,8.352371,7.120780,-0.012441
6.500000,8.810218,7.578564,-0.010497
6.500000,9.272420,8.041377,-0.009409
6.500000,10.207520,8.978974,-0.008463
7.500000,4.808102,3.684473,-0.599573
7.500000,5.105800,3.901836,-0.421212
7.500000,5.433280,4.168129,-0.274288
7.500000,5.785488,4.474627,-0.170702
7.500000,6.158183,4.813654,-0.104629
7.500000,6.547867,5.178827,-0.064624
7.500000,6.951684,5.565000,-0.040927
7.500000,7.367309,5.968099,-0.027012
7.500000,7.792855,6.384919,-0.018892
7.500000,8.226781,6.812941,-0.014187
7.500000,8.667830,7.250183,-0.011482
7.500000,9.114967,7.695072,-0.009939
7.500000,9.567338,8.146356,-0.009066
7.500000,10.485070,9.064275,-0.008300
1.400000,2.115489,1.850625,16.408737
1.400000,2.162379,1.897655,16.373423
1.400000,2.256561,1.992148,16.423993
1.400000,2.446311,2.182608,16.858032
1.400000,2.637575,2.374637,17.528451
1.400000,3.023497,2.762092,18.969627
1.400000,3.412663,3.152681,20.104139
1.400000,3.804077,3.545370,20.827528
1.400000,4.197111,3.939530,21.233458
1.400000,4.690059,4.433701,21.474084
1.400000,5.184358,4.929048,21.576103
1.400000,5.679656,5.425249,21.622169
1.400000,6.175711,5.922089,21.644677
1.400000,6.672355,6.419419,21.656385
1.400000,7.169466,6.917135,21.662735
1.400000,9.161054,8.910555,21.670050
1.500000,2.143360,1.859280,6.629130
1.500000,2.189867,1.905886,6.607992
1.500000,2.283325,1.999590,6.678807
1.500000,2.471777,2.188671,7.131403
1.500000,2.661914,2.379537,7.803360
1.500000,3.045981,2.765147,9.228138
1.500000,3.433689,3.154342,10.344662
1.500000,3.823929,3.545943,11.057932
1.500000,4.215999,3.939232,11.459823
1.500000,4.707963,4.432532,11.698994
1.500000,5.201460,4.927184,11.800699
1.500000,5.696091,5.422816,11.846699
1.500000,6.191585,5.919183,11.869190
1.500000,6.687749,6.416115,11.880887
1.500000,7.184446,6.913489,11.887227
1.500000,9.174821,8.905926,11.894516
1.600000,2.172209,1.869035,-0.291878
1.600000,2.218322,1.915195,-0.299121
1.600000,2.311034,2.008066,-0.208572
1.600000,2.498144,2.195687,0.261724
1.600000,2.687113,2.385320,0.934395
1.600000,3.069246,2.768967,2.341427
1.600000,3.455425,3.156676,3.439192
1.600000,3.844432,3.547116,4.141928
1.600000,4.235488,3.939474,4.539501
1.600000,4.726413,4.431844,4.777028
1.600000,5.219061,4.925751,4.878346
1.600000,5.712987,5.420775,4.924250
1.600000,6.207885,5.916637,4.946711
1.600000,6.703541,6.413141,4.958392
1.600000,7.199797,6.910149,4.964721
1.600000,9.188882,8.901533,4.971981
1.700000,2.201997,1.879873,-5.106382
1.700000,2.247707,1.925564,-5.100136
1.700000,2.339654,2.017561,-4.990542
1.700000,2.525385,2.203647,-4.503576
1.700000,2.713146,2.391980,-3.831090
1.700000,3.093273,2.773551,-2.443116
1.700000,3.477860,3.159683,-1.364810
1.700000,3.865578,3.548889,-0.672987
1.700000,4.255569,3.940257,-0.280002
1.700000,4.745402,4.431636,-0.044300
1.700000,5.237157,4.924750,0.056555
1.700000,5.730339,5.419127,0.102337
1.700000,6.224608,5.914449,0.124756
1.700000,6.719726,6.410497,0.136416
1.700000,7.215517,6.907115,0.142729
1.700000,9.203237,8.897377,0.149959
2.000000,4.513425,4.140723,-6.868647
2.000000,5.098572,4.727924,-6.686029
2.000000,5.686815,5.317982,-6.617067
2.000000,6.277284,5.910043,-6.588243
2.000000,6.770622,6.404556,-6.576677
2.000000,7.264871,6.899860,-6.570423
2.000000,7.759856,7.395796,-6.566961
2.000000,8.255446,7.892244,-6.565019
2.000000,9.248051,8.886337,-6.563298
2.000000,10.242090,9.881621,-6.562744
2.000000,11.237190,10.877770,-6.562565
1.800000,3.309008,2.970614,-5.099132
1.800000,3.693804,3.356956,-4.236803
1.800000,4.081525,3.746166,-3.715274
1.800000,4.471410,4.137434,-3.433420
1.800000,5.059199,4.727078,-3.247828
1.800000,5.649556,5.319039,-3.178190
1.800000,6.241752,5.912620,-3.149176
1.800000,6.736304,6.408185,-3.137542
1.800000,7.231605,6.904389,-3.131246
1.800000,7.727511,7.401104,-3.127755
1.800000,8.223914,7.898234,-3.125793
1.800000,9.217885,8.893459,-3.124049
1.800000,10.213030,9.889647,-3.123485
1.800000,11.209040,10.886530,-3.123302
2.400000,1.341704,1.090762,6.634487
2.400000,1.417724,1.110329,4.027579
2.400000,2.738227,2.284832,-11.353183
2.400000,2.916789,2.462423,-10.710923
2.400000,3.466551,3.012098,-8.981025
2.400000,4.412010,3.960819,-7.597462
2.400000,4.892879,4.443620,-7.379256
2.400000,5.377239,4.929851,-7.283595
2.400000,5.864224,5.418589,-7.239460
2.400000,6.353232,5.909211,-7.217658
2.400000,6.647421,6.204304,-7.210006
2.400000,7.138812,6.697093,-7.202175
2.400000,7.335694,6.894500,-7.200150
2.400000,7.828591,7.388627,-7.196760
2.400000,8.322336,7.883494,-7.194864
2.400000,9.311827,8.874955,-7.193195
1.800000,2.369153,2.028062,-8.219549
1.800000,2.553471,2.212541,-7.717105
1.800000,2.786912,2.446572,-6.868971
1.800000,2.928289,2.588425,-6.341043
1.800000,3.070484,2.731148,-5.837191
1.800000,3.213389,2.874612,-5.376537
1.800000,3.404878,3.066871,-4.846987
1.800000,3.597294,3.260061,-4.416935
3.800000,3.660119,2.953110,-2.557456
3.800000,3.828656,3.117540,-2.195155
3.800000,4.000093,3.285917,-1.883781
3.800000,4.174073,3.457664,-1.622966
3.800000,4.439154,3.720582,-1.322414
3.800000,4.708429,3.988737,-1.117268
4.000000,3.817679,3.074481,-1.927365
4.000000,3.901215,3.155682,-1.764056
4.000000,4.070516,3.321161,-1.472570
4.000000,4.242490,3.490257,-1.227928
4.000000,4.416825,3.662468,-1.028963
4.000000,4.593251,3.837376,-0.872369
4.500000,2.884861,2.210684,-4.150161
4.500000,3.032380,2.317179,-3.756450
4.500000,3.095075,2.365839,-3.583145
4.500000,4.420386,3.580860,-0.792944
4.500000,4.504883,3.663391,-0.704631
4.500000,4.632787,3.788766,-0.589473
4.500000,4.761980,3.915874,-0.493623
5.000000,4.607157,3.683708,-0.624345
5.000000,4.689287,3.762920,-0.551866
5.000000,4.730609,3.802893,-0.518497
5.000000,4.772098,3.843102,-0.486981
5.200000,3.002059,2.380178,-3.601294
5.200000,3.086562,2.412170,-3.431211
5.200000,3.181410,2.460058,-3.225889
5.200000,3.258796,2.505868,-3.052226
5.200000,3.398585,2.599715,-2.733162
5.200000,3.550495,2.713423,-2.388881
5.200000,4.765311,3.805921,-0.508177
5.200000,4.806174,3.845239,-0.477554
5.200000,4.847209,3.884803,-0.448623
5.200000,4.929776,3.964638,-0.395627
5.200000,5.054807,4.086054,-0.327406
5.200000,5.181163,4.209314,-0.271164
5.200000,5.351538,4.376259,-0.211744
9.000000,5.431216,4.217651,-0.253185
9.000000,5.529444,4.270842,-0.232299
9.000000,5.580598,4.300680,-0.221465
9.000000,5.659775,4.349365,-0.205009
9.000000,5.741780,4.402626,-0.188588
9.000000,5.797962,4.440593,-0.177798
9.000000,5.884415,4.501111,-0.162025
9.000000,5.973385,4.565757,-0.146921
9.000000,6.064760,4.634357,-0.132635
9.000000,6.190150,4.731678,-0.115032
9.000000,6.319383,4.835317,-0.099197
9.000000,6.385368,4.889381,-0.091955
9.000000,6.519936,5.001755,-0.078797
9.000000,7.857440,6.214592,-0.019785
9.000000,7.977114,6.328293,-0.017909
9.000000,8.017232,6.366527,-0.017341
9.000000,8.138243,6.482191,-0.015795
9.000000,8.342020,6.678000,-0.013676
9.000000,8.548252,6.877323,-0.012027
9.000000,8.756764,7.079863,-0.010750
9.000000,8.967397,7.285352,-0.009764
9.000000,9.180007,7.493547,-0.009008
9.000000,9.437557,7.746645,-0.008331
9.000000,9.697549,8.002985,-0.007842
9.000000,9.959790,8.262266,-0.007491
9.000000,10.312650,8.612088,-0.007173
9.000000,10.668830,8.966108,-0.006970
9.000000,10.937960,9.234086,-0.006869
9.000000,11.389930,9.684892,-0.006761
2.000000,2.252396,1.874804,-11.771095
2.000000,2.430658,2.052019,-11.553936
2.000000,2.612069,2.233086,-11.024658
2.000000,2.796018,2.417140,-10.358703
2.000000,2.982034,2.603547,-9.673949
2.000000,3.169753,2.791836,-9.035299
2.000000,3.358891,2.981650,-8.479336
2.000000,3.596965,3.220653,-7.918316
2.000000,3.836557,3.461209,-7.496108
2.000000,4.077399,3.703017,-7.192470
2.000000,4.416288,4.043222,-6.921460
3.200000,2.699418,2.120760,-7.436139
3.200000,2.857718,2.270473,-6.951709
3.200000,3.020968,2.427442,-6.406406
3.200000,3.188408,2.590347,-5.855548
3.200000,3.359411,2.758138,-5.333205
3.200000,3.533460,2.929975,-4.862420
3.200000,3.710126,3.105186,-4.455199
3.200000,3.934101,3.328132,-4.037147
3.200000,4.161042,3.554679,-3.714047
3.200000,4.390489,3.784181,-3.476137
3.200000,4.715226,4.109504,-3.258005
4.000000,4.913133,3.675901,-0.993105
4.000000,5.095599,3.852801,-0.843927
4.000000,5.325454,4.076930,-0.706321
4.000000,5.557047,4.303911,-0.611076
4.000000,6.024651,4.764790,-0.501725
4.000000,6.497081,5.232858,-0.450090
4.000000,6.973357,5.706345,-0.424656
4.000000,7.934670,6.664947,-0.404815
4.000000,8.418707,7.148503,-0.401188
4.000000,8.904509,7.634178,-0.399249
4.000000,9.880362,8.610448,-0.397648
4.500000,5.099386,3.724977,-0.626542
4.500000,5.278567,3.895993,-0.492894
4.500000,5.504562,4.113441,-0.368542
4.500000,5.732549,4.334401,-0.281452
4.500000,6.193623,4.784904,-0.179728
4.500000,6.660317,5.244385,-0.130695
4.500000,7.131526,5.710678,-0.106208
4.500000,8.084328,6.657957,-0.086926
4.500000,8.564766,7.136992,-0.083389
4.500000,9.047323,7.618722,-0.081500
4.500000,10.017570,8.588450,-0.079946
5.000000,5.292787,3.787498,-0.515299
5.000000,5.468676,3.952206,-0.398500
5.000000,5.690777,4.162441,-0.288828
5.000000,5.915105,4.376859,-0.211028
5.000000,6.369499,4.816001,-0.118389
5.000000,6.830269,5.266007,-0.072666
5.000000,7.296206,5.724317,-0.049448
5.000000,8.240069,6.658959,-0.030933
5.000000,8.716696,7.132931,-0.027513
5.000000,9.195806,7.610235,-0.025684
5.000000,10.160070,8.572608,-0.024183
3.200000,3.894185,2.905640,-4.787904
3.200000,4.260363,3.261544,-4.089315
3.200000,4.632138,3.626651,-3.601962
3.200000,5.008265,3.998441,-3.304901
3.200000,5.578685,4.565076,-3.092590
3.200000,6.154734,5.139291,-3.010215
3.200000,6.734966,5.718802,-2.976164
3.200000,7.220961,6.204705,-2.962853
3.200000,7.708748,6.692684,-2.955882
3.200000,8.198006,7.182317,-2.952168
3.200000,8.688488,7.673287,-2.950170
3.200000,9.672376,8.658329,-2.948501
3.800000,5.488974,4.295126,-0.962748
3.800000,5.959127,4.759854,-0.850861
3.800000,6.433783,5.231090,-0.798414
3.800000,6.912013,5.707223,-0.772700
3.800000,7.200371,5.994769,-0.763824
3.800000,7.682948,6.476523,-0.754937
3.800000,7.876588,6.669977,-0.752696
3.800000,8.361997,7.155186,-0.749041
3.800000,8.849032,7.642302,-0.747085
3.800000,9.827008,8.620961,-0.745466
4.500000,5.459195,4.069652,-0.390075
4.500000,6.193623,4.784904,-0.179728
4.500000,7.131526,5.710678,-0.106208
4.500000,8.084328,6.657957,-0.086926
4.500000,9.047323,7.618722,-0.081500
4.500000,10.017570,8.588450,-0.079946
5.200000,5.722797,4.143621,-0.289871
5.200000,6.441657,4.831470,-0.109195
5.200000,7.363804,5.732364,-0.042325
5.200000,8.303992,6.661599,-0.024170
5.200000,9.256725,7.608797,-0.019002
5.200000,10.218490,8.568003,-0.017523
6.500000,4.536426,3.047968,-1.492372
6.500000,4.889870,3.257785,-1.119633
6.500000,5.267115,3.526503,-0.750114
6.500000,5.663406,3.841781,-0.453362
6.500000,6.075017,4.193130,-0.256830
6.500000,6.499039,4.572242,-0.143029
6.500000,6.933194,4.972772,-0.081039
6.500000,7.375693,5.389946,-0.047676
6.500000,7.825121,5.820187,-0.029610
6.500000,8.280349,6.260801,-0.019761
6.500000,8.740472,6.709746,-0.014384
6.500000,9.204755,7.165455,-0.011457
6.500000,9.672600,7.626717,-0.009871
6.500000,10.617090,8.562297,-0.008559
7.500000,5.030387,3.420705,-0.884033
7.500000,5.366831,3.589105,-0.679782
7.500000,5.727212,3.816036,-0.471496
7.500000,6.107294,4.091770,-0.300767
7.500000,6.503623,4.407157,-0.182312
7.500000,6.913407,4.754312,-0.108589
7.500000,7.334390,5.126786,-0.065211
7.500000,7.764751,5.519456,-0.040265
7.500000,8.203014,5.928309,-0.026048
7.500000,8.647977,6.350220,-0.018000
7.500000,9.098659,6.782754,-0.013480
7.500000,9.554249,7.224002,-0.010967
7.500000,10.014080,7.672461,-0.009583
7.500000,10.944310,8.586475,-0.008422
1.400000,2.202931,1.761027,16.646626
1.400000,2.250267,1.807969,16.566333
1.400000,2.345272,1.902320,16.545179
1.400000,2.536432,2.092597,16.882928
1.400000,2.728860,2.284535,17.494558
1.400000,3.116578,2.671962,18.875269
1.400000,3.507056,3.062624,19.999569
1.400000,3.899464,3.455422,20.744984
1.400000,4.293274,3.849705,21.183672
1.400000,4.786980,4.344028,21.452465
1.400000,5.281870,4.839517,21.567141
1.400000,5.777640,5.335848,21.618421
1.400000,6.274081,5.832806,21.643129
1.400000,6.771047,6.330243,21.655787
1.400000,7.268428,6.828055,21.662541
1.400000,9.260775,8.821776,21.670079
1.500000,2.235750,1.763579,6.890346
1.500000,2.282770,1.810061,6.820079
1.500000,2.377175,1.903559,6.811993
1.500000,2.567257,2.092361,7.157544
1.500000,2.758742,2.283070,7.763845
1.500000,3.144892,2.668573,9.122054
1.500000,3.534125,3.057802,10.229055
1.500000,3.925523,3.449497,10.967602
1.500000,4.318498,3.842903,11.405518
1.500000,4.811345,4.336357,11.675427
1.500000,5.305531,4.831157,11.790927
1.500000,5.800713,5.326929,11.842605
1.500000,6.296657,5.823424,11.867492
1.500000,6.793196,6.320471,11.880224
1.500000,7.290207,6.817950,11.887006
1.500000,9.281465,8.810721,11.894545
1.600000,2.269372,1.767333,-0.010374
1.600000,2.316069,1.813326,-0.070456
1.600000,2.409860,1.905916,-0.065339
1.600000,2.598832,2.093143,0.287810
1.600000,2.789343,2.282538,0.888255
1.600000,3.173868,2.665979,2.223010
1.600000,3.561803,3.053671,3.312292
