Variables = "r1", "r2", "r3", "E"
   3.208600E+00,   1.026700E+01,   7.789100E+00,  -2.958956E-04
   4.057800E+00,   1.371200E+01,   9.768300E+00,  -4.652589E-05
   6.185300E+00,   1.375600E+01,   9.780300E+00,  -6.438877E-11
   5.860200E+00,   1.168600E+01,   5.868000E+00,   3.938711E-06
   8.901600E+00,   1.396800E+01,   7.216100E+00,   4.219382E-13
   5.636800E+00,   7.096500E+00,   4.022800E+00,   3.997242E-02
   6.122800E+00,   6.136700E+00,   2.284600E+00,   8.237707E-02
   8.544900E+00,   1.028500E+01,   5.269300E+00,   1.490612E-06
   2.077600E+00,   4.481400E+00,   2.435400E+00,   1.341950E+01
   9.941600E+00,   1.285300E+01,   6.129000E+00,   1.395362E-10
   9.758000E+00,   1.561100E+01,   8.801800E+00,   4.848635E-18
   3.277900E+00,   9.314400E+00,   8.217100E+00,   3.718544E-04
   9.816500E+00,   1.425700E+01,   7.537500E+00,   1.111149E-14
   8.386400E+00,   1.818800E+01,   9.966400E+00,  -8.100331E-22
   1.561000E+00,   6.624800E+00,   5.065400E+00,   2.194189E-01
   1.571100E+00,   6.182800E+00,   4.659200E+00,   4.365033E-01
   3.173200E+00,   3.308700E+00,   3.192900E+00,   5.682076E+00
   2.653300E+00,   1.171400E+01,   9.148600E+00,  -2.060379E-04
   7.253700E+00,   1.131700E+01,   4.519000E+00,  -3.223328E-05
   3.718000E+00,   6.184400E+00,   2.708300E+00,   2.220123E+00
   8.387300E+00,   1.789800E+01,   9.526700E+00,   3.488932E-21
   8.660900E+00,   1.661700E+01,   9.062100E+00,   7.130138E-19
   3.891800E+00,   9.427200E+00,   6.198600E+00,   7.586357E-04
   5.032200E+00,   4.541900E+00,   2.087300E+00,   4.254049E-01
   1.614200E+00,   7.604900E+00,   7.155700E+00,  -6.566916E-03
   7.180900E+00,   1.301900E+01,   5.979800E+00,   1.480262E-09
   7.325300E+00,   7.934700E+00,   1.505000E+00,  -4.644374E-03
   4.450800E+00,   4.694200E+00,   4.646900E+00,   3.300697E-01
   3.348000E+00,   1.039800E+01,   7.762300E+00,  -2.999681E-04
   8.744000E+00,   9.916900E+00,   4.500200E+00,   2.571707E-05
   8.651500E+00,   9.597200E+00,   1.815500E+00,  -1.502748E-05
   9.413700E+00,   1.570800E+01,   9.252800E+00,   2.686739E-18
   4.107300E+00,   4.165600E+00,   1.986500E+00,   1.664532E+00
   9.092500E+00,   1.224500E+01,   4.629500E+00,  -3.020339E-06
   9.790000E+00,   1.156900E+01,   2.564200E+00,  -4.021102E-05
   4.007100E+00,   1.141600E+01,   9.723300E+00,   2.602164E-05
   3.535300E+00,   8.754900E+00,   6.875100E+00,   1.513579E-03
   4.286900E+00,   9.015500E+00,   5.243400E+00,   8.358095E-03
   7.641600E+00,   1.016700E+01,   2.743400E+00,  -4.745117E-04
   5.139400E+00,   4.680200E+00,   1.621900E+00,   3.958903E-01
   2.160100E+00,   4.233500E+00,   2.360700E+00,   1.211141E+01
   2.424800E+00,   9.200200E+00,   6.844900E+00,   1.238580E-04
   9.404000E+00,   8.990300E+00,   4.939600E+00,   9.655632E-06
   9.092100E+00,   1.081000E+01,   3.047400E+00,   7.040110E-06
   3.945100E+00,   1.068400E+01,   9.533800E+00,   6.513295E-05
   5.669100E+00,   7.166500E+00,   1.515700E+00,   6.484823E-02
   4.134000E+00,   6.955400E+00,   3.557100E+00,   4.651161E-01
   6.675500E+00,   1.025600E+01,   3.594500E+00,  -6.490786E-04
   8.293800E+00,   8.197700E+00,   5.989800E+00,   6.225465E-05
   8.506100E+00,   1.119500E+01,   9.731500E+00,   6.563182E-11
   7.565700E+00,   1.425900E+01,   6.931200E+00,   1.099757E-11
   2.086700E+00,   7.758100E+00,   6.203500E+00,   1.199571E-02
   3.580600E+00,   5.708800E+00,   2.417500E+00,   2.911067E+00
   3.827200E+00,   1.114200E+01,   7.381100E+00,  -3.176117E-04
   1.852500E+00,   1.016000E+01,   9.086600E+00,  -3.117798E-06
   4.471900E+00,   5.179000E+00,   3.823000E+00,   3.212849E-01
   9.318400E+00,   1.302200E+01,   5.989500E+00,  -2.788659E-10
   1.920800E+00,   5.080900E+00,   4.780000E+00,   2.827580E-01
   9.448600E+00,   1.464600E+01,   6.434500E+00,  -2.046282E-11
   2.891700E+00,   3.543600E+00,   3.297700E+00,   5.290145E+00
   4.694900E+00,   1.131900E+01,   6.906400E+00,  -1.712635E-05
   4.035200E+00,   6.919000E+00,   5.793200E+00,   4.406857E-02
   1.742700E+00,   7.813100E+00,   7.580800E+00,  -2.135715E-03
   6.993900E+00,   1.073400E+01,   4.371500E+00,  -5.080487E-05
   4.354900E+00,   9.345600E+00,   6.257900E+00,   6.531211E-04
   2.170800E+00,   9.788700E+00,   8.239700E+00,  -5.487936E-05
   7.169600E+00,   8.129600E+00,   3.747100E+00,   3.238944E-03
   9.017300E+00,   1.148400E+01,   5.636000E+00,   2.550854E-08
   9.753900E+00,   1.431600E+01,   9.036500E+00,   6.388844E-16
   3.219600E+00,   1.052600E+01,   9.406400E+00,   1.404031E-04
   3.291100E+00,   1.025500E+01,   9.535700E+00,   1.964342E-04
   6.431700E+00,   7.374100E+00,   5.071700E+00,   7.403565E-03
   4.568700E+00,   6.603400E+00,   2.655600E+00,   4.632512E-01
   6.256500E+00,   1.267000E+01,   6.466100E+00,   5.492499E-08
   7.816400E+00,   1.300800E+01,   5.251800E+00,  -6.461007E-07
   6.102500E+00,   8.097500E+00,   3.857900E+00,   8.835951E-03
   9.265900E+00,   9.297900E+00,   1.997100E+00,   4.297507E-05
   4.267300E+00,   1.210500E+01,   7.945300E+00,  -6.586850E-05
   4.609900E+00,   4.844900E+00,   3.639300E+00,   4.366416E-01
   8.178000E+00,   1.140300E+01,   4.483500E+00,  -1.209379E-05
   3.679000E+00,   6.342800E+00,   5.912700E+00,   8.815218E-02
   8.931200E+00,   1.033500E+01,   7.069900E+00,   4.456311E-08
   5.120900E+00,   5.849800E+00,   2.462100E+00,   2.058373E-01
   3.376200E+00,   8.937100E+00,   6.488600E+00,   1.519488E-03
   3.234700E+00,   1.051100E+01,   7.276100E+00,  -7.718697E-04
   7.702500E+00,   7.141400E+00,   1.927400E+00,  -2.378834E-04
   7.359200E+00,   1.096000E+01,   7.802600E+00,   4.153101E-08
   4.960000E+00,   6.757000E+00,   2.344900E+00,   2.260471E-01
   9.311200E+00,   1.063200E+01,   1.608000E+00,  -8.649309E-06
   9.566800E+00,   1.415400E+01,   6.285800E+00,  -5.660246E-11
   9.545900E+00,   9.319100E+00,   2.299100E+00,   1.057320E-04
   4.254400E+00,   1.196300E+01,   9.597400E+00,   1.219476E-06
   3.537700E+00,   6.985600E+00,   3.670600E+00,   1.200469E+00
   4.336400E+00,   6.756800E+00,   6.726600E+00,   2.105419E-02
   8.523200E+00,   1.307100E+01,   9.976000E+00,   1.039705E-13
   8.176000E+00,   1.348800E+01,   6.138000E+00,  -5.736369E-10
   9.082700E+00,   1.293300E+01,   3.968200E+00,  -8.427130E-05
   8.893900E+00,   8.186200E+00,   2.175500E+00,   1.054600E-04
   3.416100E+00,   6.044000E+00,   4.654200E+00,   2.167615E-01
   5.753400E+00,   5.493300E+00,   2.687100E+00,   1.909729E-01
   2.109300E+00,   4.337000E+00,   2.596700E+00,   1.020053E+01
   9.411800E+00,   1.049700E+01,   9.496900E+00,   1.085752E-10
   4.269100E+00,   7.328800E+00,   5.338200E+00,   3.184726E-02
   6.751400E+00,   1.403700E+01,   7.440000E+00,   4.391460E-11
   8.516200E+00,   1.209800E+01,   3.882000E+00,  -1.294589E-04
   4.360600E+00,   1.165300E+01,   8.491400E+00,  -1.651343E-05
   4.952900E+00,   9.808400E+00,   8.969100E+00,   5.582875E-06
   5.852700E+00,   7.711000E+00,   8.724400E+00,   7.225440E-05
   6.296100E+00,   8.651300E+00,   6.639500E+00,   2.103860E-04
   5.629700E+00,   7.712400E+00,   2.182400E+00,   4.062749E-02
   6.258100E+00,   7.616200E+00,   1.562700E+00,   6.364881E-03
   5.368900E+00,   8.444000E+00,   3.537100E+00,   2.553475E-02
   9.969300E+00,   1.832500E+01,   8.472300E+00,  -1.664431E-22
   9.123700E+00,   1.661800E+01,   8.721000E+00,   4.923023E-19
   6.013900E+00,   9.293200E+00,   3.444400E+00,   1.707818E-03
   8.105400E+00,   1.091200E+01,   5.874100E+00,   2.222458E-07
   5.292300E+00,   1.190100E+01,   7.744300E+00,  -2.991767E-07
   6.216100E+00,   8.325700E+00,   5.437500E+00,   1.452117E-03
   6.027800E+00,   1.051400E+01,   7.662900E+00,   1.064642E-06
   2.937300E+00,   5.685400E+00,   4.037000E+00,   7.984748E-01
   3.936500E+00,   4.084000E+00,   3.566600E+00,   1.640526E+00
   7.710500E+00,   7.766400E+00,   4.008400E+00,   2.409352E-03
   2.817600E+00,   4.641000E+00,   1.842200E+00,   1.066941E+01
   5.221400E+00,   9.112900E+00,   4.155300E+00,   9.943864E-03
   4.394400E+00,   7.548600E+00,   3.353500E+00,   3.770733E-01
   2.371700E+00,   1.223400E+01,   9.907600E+00,  -9.150539E-05
   2.111400E+00,   4.460300E+00,   2.628100E+00,   1.012250E+01
   5.598800E+00,   1.270000E+01,   8.213900E+00,  -3.603474E-08
   5.265900E+00,   1.224400E+01,   7.264000E+00,  -6.810270E-07
   3.646200E+00,   5.817300E+00,   4.232400E+00,   2.750130E-01
   8.135000E+00,   1.523200E+01,   9.300800E+00,   2.603343E-16
   9.780000E+00,   1.278400E+01,   5.053900E+00,  -6.644572E-08
   8.030900E+00,   1.688700E+01,   9.442500E+00,   2.864011E-19
   9.249800E+00,   9.256200E+00,   2.167900E+00,   8.366342E-05
   7.192300E+00,   9.922500E+00,   4.846000E+00,   3.277023E-05
   3.341700E+00,   8.953200E+00,   5.732700E+00,   7.143490E-03
   4.955000E+00,   9.732200E+00,   5.415400E+00,   9.288463E-04
   2.918700E+00,   8.615900E+00,   5.709600E+00,   1.369784E-02
   6.226800E+00,   1.273300E+01,   6.628400E+00,   3.112962E-08
   2.885100E+00,   1.084800E+01,   8.284800E+00,  -3.360525E-04
   6.836300E+00,   7.146300E+00,   1.897000E+00,   2.741742E-04
   6.048800E+00,   5.938800E+00,   3.290100E+00,   1.261828E-01
   8.835900E+00,   1.301000E+01,   5.741900E+00,  -6.972969E-09
   8.260200E+00,   1.260500E+01,   4.399000E+00,  -3.495318E-05
   5.155000E+00,   9.404900E+00,   6.275200E+00,   2.495687E-04
   2.844700E+00,   4.899900E+00,   2.809100E+00,   4.712591E+00
   1.702700E+00,   5.206300E+00,   4.492200E+00,   4.746435E-01
   7.554400E+00,   9.503800E+00,   5.537600E+00,   2.520191E-05
   8.927900E+00,   1.035700E+01,   4.545600E+00,   1.410692E-05
   5.753700E+00,   6.965900E+00,   5.294800E+00,   1.858594E-02
   3.732100E+00,   1.068600E+01,   7.163000E+00,  -4.008868E-04
   3.036600E+00,   5.252800E+00,   2.467400E+00,   5.833579E+00
   2.280400E+00,   4.356100E+00,   2.101200E+00,   1.461719E+01
   9.080200E+00,   1.643000E+01,   7.395600E+00,  -1.002135E-15
   5.400400E+00,   1.352600E+01,   9.083800E+00,  -9.391525E-08
   4.752900E+00,   7.261900E+00,   6.882900E+00,   7.088501E-03
   8.875600E+00,   1.353300E+01,   4.679900E+00,  -7.850352E-06
   9.686400E+00,   1.531900E+01,   5.673500E+00,  -1.448099E-08
   7.389400E+00,   1.088600E+01,   6.046900E+00,   6.019215E-07
   1.743500E+00,   7.219200E+00,   6.146100E+00,   5.366232E-03
   8.076900E+00,   1.607200E+01,   9.444500E+00,   7.759643E-18
   9.641800E+00,   8.992400E+00,   1.923500E+00,   1.697486E-05
   6.397200E+00,   1.409700E+01,   7.938100E+00,  -6.210333E-11
   6.382400E+00,   1.143600E+01,   5.680700E+00,   2.082793E-06
   2.285500E+00,   6.287200E+00,   4.252800E+00,   9.021872E-01
   5.665800E+00,   9.200800E+00,   4.610300E+00,   1.805353E-03
   7.924400E+00,   1.040200E+01,   7.600900E+00,   1.026588E-07
   5.798300E+00,   1.573100E+01,   9.950100E+00,  -5.058691E-09
   6.281300E+00,   1.479200E+01,   8.979600E+00,  -1.330668E-10
   9.176100E+00,   1.442200E+01,   6.723300E+00,  -1.195374E-12
   4.181500E+00,   5.473500E+00,   5.847000E+00,   1.196709E-01
   3.273300E+00,   4.139600E+00,   2.292500E+00,   4.687649E+00
   9.975400E+00,   1.084600E+01,   8.184300E+00,   1.798613E-10
   6.402800E+00,   6.431600E+00,   5.512600E+00,   1.652720E-02
   9.440200E+00,   1.194800E+01,   4.869500E+00,   4.304614E-07
   5.206000E+00,   1.239900E+01,   7.273900E+00,  -1.091079E-06
   3.485600E+00,   9.726300E+00,   6.247600E+00,  -2.654014E-04
   9.542400E+00,   1.260300E+01,   7.728700E+00,   5.716743E-12
   6.362400E+00,   1.078100E+01,   9.262900E+00,   2.006116E-08
   6.415000E+00,   9.773100E+00,   5.936200E+00,   3.949282E-05
   4.193100E+00,   1.209500E+01,   8.534100E+00,  -4.595594E-05
   2.481200E+00,   1.143500E+01,   9.306100E+00,  -1.092931E-04
   3.900700E+00,   8.607700E+00,   5.444800E+00,   1.287671E-02
   7.251500E+00,   8.288300E+00,   4.418400E+00,   1.303372E-03
   7.294600E+00,   1.009600E+01,   5.422700E+00,   1.046096E-05
   3.797100E+00,   6.987200E+00,   3.207400E+00,   1.512324E+00
   5.957600E+00,   1.171300E+01,   5.756700E+00,   4.071398E-06
   2.328900E+00,   1.040500E+01,   8.917100E+00,  -2.376311E-05
   4.911900E+00,   6.547100E+00,   5.166600E+00,   5.197240E-02
   4.258000E+00,   7.816500E+00,   4.016300E+00,   1.814031E-01
   3.613000E+00,   5.129000E+00,   3.779600E+00,   6.494361E-01
   7.653100E+00,   8.283400E+00,   2.924800E+00,   1.919455E-03
   3.915500E+00,   8.483300E+00,   5.104200E+00,   2.854117E-02
   3.394400E+00,   7.913500E+00,   6.173500E+00,   1.388225E-02
   4.985200E+00,   8.317300E+00,   3.754300E+00,   5.038766E-02
   5.240800E+00,   5.574200E+00,   4.388000E+00,   1.431896E-01
   3.918400E+00,   4.807000E+00,   4.831700E+00,   3.423958E-01
   6.274600E+00,   7.906600E+00,   1.932700E+00,   7.840954E-03
   2.798300E+00,   7.052700E+00,   4.312700E+00,   6.924388E-01
   9.368900E+00,   1.145000E+01,   2.118400E+00,  -6.957133E-05
   9.316000E+00,   1.392600E+01,   9.615700E+00,   2.146125E-15
   2.470800E+00,   3.814800E+00,   2.052700E+00,   1.188690E+01
   4.636400E+00,   8.792500E+00,   5.645200E+00,   2.990902E-03
   4.645600E+00,   7.882700E+00,   3.295100E+00,   2.045733E-01
   8.323100E+00,   9.724500E+00,   2.143700E+00,  -3.040448E-05
   6.401300E+00,   1.118100E+01,   5.869100E+00,   2.288467E-06
   7.698300E+00,   1.311400E+01,   5.695700E+00,  -3.102607E-08
   4.126700E+00,   9.356300E+00,   5.358500E+00,   5.930295E-03
   9.997500E+00,   1.950700E+01,   9.852700E+00,   1.122242E-26
   9.917200E+00,   1.384600E+01,   7.975500E+00,   2.024303E-14
   6.080400E+00,   1.074100E+01,   7.064000E+00,   1.381941E-06
   5.408000E+00,   6.368100E+00,   4.554000E+00,   6.706012E-02
   5.048800E+00,   1.101300E+01,   6.410500E+00,   9.323970E-06
   8.224400E+00,   1.014800E+01,   5.673200E+00,   1.705369E-06
   2.540800E+00,   4.296800E+00,   2.777400E+00,   6.380088E+00
   5.702300E+00,   1.073800E+01,   5.354900E+00,   6.428158E-05
   9.947700E+00,   1.330000E+01,   7.581800E+00,   2.737338E-13
   5.188900E+00,   4.833000E+00,   1.536300E+00,   3.613745E-01
   8.331900E+00,   1.154300E+01,   8.452600E+00,   4.831092E-10
   5.936900E+00,   5.974300E+00,   3.314800E+00,   1.312518E-01
   3.117600E+00,   1.120000E+01,   9.309000E+00,  -2.216966E-05
   4.111800E+00,   6.057100E+00,   2.247400E+00,   1.163172E+00
   6.378000E+00,   1.089200E+01,   4.738800E+00,   6.511452E-06
   3.148700E+00,   7.356300E+00,   4.909000E+00,   1.647060E-01
   6.713600E+00,   8.240400E+00,   2.438600E+00,   3.870243E-03
   9.810100E+00,   1.552800E+01,   7.714200E+00,   4.281163E-17
   8.659300E+00,   7.691700E+00,   2.709800E+00,   8.443438E-04
   3.748700E+00,   4.929500E+00,   3.203100E+00,   1.105201E+00
   7.729500E+00,   1.565600E+01,   8.236100E+00,   3.497397E-15
   9.544200E+00,   1.736800E+01,   8.153000E+00,   1.052625E-20
   8.822800E+00,   1.222200E+01,   3.697100E+00,  -1.574927E-04
   6.718000E+00,   1.290200E+01,   8.974800E+00,   3.263748E-11
   2.019400E+00,   3.740500E+00,   3.954100E+00,   3.209477E+00
   2.512900E+00,   6.937600E+00,   6.731600E+00,   2.751552E-02
   7.856600E+00,   1.279400E+01,   9.462600E+00,   2.867817E-12
   6.915300E+00,   7.540900E+00,   7.150400E+00,   3.435485E-04
   5.438700E+00,   1.068700E+01,   5.494700E+00,   9.485003E-05
   6.292100E+00,   1.192300E+01,   6.277800E+00,   2.918510E-07
   4.713700E+00,   8.851500E+00,   4.353000E+00,   2.793708E-02
   7.182100E+00,   7.458600E+00,   5.428100E+00,   2.051851E-03
   3.259500E+00,   1.060100E+01,   7.511100E+00,  -6.032677E-04
   6.818200E+00,   1.122400E+01,   4.479800E+00,  -5.190458E-05
   8.609200E+00,   8.197700E+00,   1.976300E+00,  -3.758229E-05
   4.048400E+00,   5.324200E+00,   4.303400E+00,   2.721731E-01
   9.780900E+00,   1.112100E+01,   1.585700E+00,  -6.057564E-06
   1.784800E+00,   4.645400E+00,   5.091100E+00,   3.541543E-01
   6.437200E+00,   6.788500E+00,   1.778800E+00,  -4.700961E-03
   8.577800E+00,   1.370900E+01,   7.344700E+00,   1.708132E-12
   7.303300E+00,   9.454900E+00,   2.393500E+00,  -1.970807E-04
   7.881000E+00,   1.292400E+01,   6.149000E+00,   1.678817E-10
   6.866700E+00,   1.504100E+01,   8.547400E+00,  -4.674140E-13
   7.535800E+00,   9.232200E+00,   5.145900E+00,   7.141514E-05
   6.827900E+00,   1.231300E+01,   8.959500E+00,   2.030086E-10
   3.186500E+00,   6.479700E+00,   3.389200E+00,   2.904538E+00
   5.978300E+00,   6.808700E+00,   1.948500E+00,   2.528136E-02
   9.730600E+00,   1.139800E+01,   1.841300E+00,  -1.994488E-05
   2.427800E+00,   6.124800E+00,   6.771900E+00,   5.408045E-02
   2.148200E+00,   7.337900E+00,   6.600700E+00,   1.059085E-02
   5.687300E+00,   1.307500E+01,   7.894700E+00,  -2.866969E-08
   9.897400E+00,   1.374500E+01,   6.560900E+00,  -3.673461E-13
   4.703900E+00,   7.350000E+00,   5.946700E+00,   1.504064E-02
   3.773900E+00,   1.167100E+01,   9.429900E+00,  -7.426269E-06
   3.059000E+00,   6.681000E+00,   3.633100E+00,   2.271502E+00
   3.495500E+00,   1.216600E+01,   8.928800E+00,  -2.037971E-04
   8.261800E+00,   1.484100E+01,   6.718600E+00,  -2.530079E-12
   9.053100E+00,   1.745600E+01,   8.414500E+00,   1.184567E-19
   4.082100E+00,   8.538600E+00,   4.642900E+00,   6.143194E-02
   4.621500E+00,   8.744300E+00,   4.122700E+00,   5.550355E-02
   2.445800E+00,   1.028100E+01,   8.318600E+00,  -1.481237E-04
   5.639100E+00,   7.322700E+00,   6.656400E+00,   3.824427E-03
   5.067900E+00,   7.580900E+00,   2.754400E+00,   1.377896E-01
   9.472200E+00,   1.172900E+01,   6.070400E+00,   1.914580E-09
   3.589900E+00,   3.938100E+00,   3.131100E+00,   2.954791E+00
   2.550800E+00,   6.584600E+00,   4.292800E+00,   8.363701E-01
   8.485500E+00,   1.501400E+01,   7.673600E+00,   1.315957E-14
   4.517600E+00,   1.343700E+01,   9.363300E+00,  -1.032215E-05
   1.679500E+00,   7.550800E+00,   8.130600E+00,  -1.705353E-03
   4.652500E+00,   1.138900E+01,   9.005700E+00,   1.619246E-06
   5.791700E+00,   6.346600E+00,   1.801500E+00,   2.334037E-02
   3.330600E+00,   4.121400E+00,   2.975000E+00,   3.352221E+00
   9.339000E+00,   1.772600E+01,   8.387400E+00,   1.640697E-20
   5.682900E+00,   8.147400E+00,   3.197300E+00,   2.304900E-02
   4.756900E+00,   1.358200E+01,   9.506400E+00,  -3.014275E-06
   2.860400E+00,   6.505300E+00,   4.009700E+00,   1.232265E+00
   9.263400E+00,   1.103300E+01,   2.769200E+00,  -3.791968E-05
   2.539700E+00,   5.257800E+00,   2.967800E+00,   6.039641E+00
   6.784700E+00,   9.737000E+00,   2.953600E+00,  -7.782709E-04
   9.788500E+00,   1.207100E+01,   2.780000E+00,  -1.056340E-04
   3.462200E+00,   5.032500E+00,   2.242200E+00,   3.216850E+00
   7.020300E+00,   1.022700E+01,   8.874100E+00,   7.053663E-08
   1.724100E+00,   9.336900E+00,   7.622400E+00,  -9.282881E-05
   3.835800E+00,   1.123100E+01,   8.035300E+00,  -1.510423E-04
   4.437400E+00,   4.228400E+00,   2.970400E+00,   1.134951E+00
   3.465900E+00,   1.232500E+01,   9.743100E+00,  -7.077420E-05
   3.599000E+00,   7.715500E+00,   4.486300E+00,   2.228288E-01
   7.026500E+00,   8.934300E+00,   8.869700E+00,   1.297546E-06
   9.672700E+00,   1.253300E+01,   5.055600E+00,   3.739588E-09
   6.410500E+00,   1.525900E+01,   9.272200E+00,  -3.559547E-11
   5.261300E+00,   1.217800E+01,   8.573200E+00,  -1.586947E-07
   3.938000E+00,   8.415600E+00,   8.139600E+00,   6.609985E-04
   2.564600E+00,   7.382400E+00,   4.927900E+00,   1.990140E-01
   9.499100E+00,   1.123900E+01,   1.753200E+00,  -2.127312E-05
   2.698900E+00,   4.482200E+00,   2.233200E+00,   8.565914E+00
   6.918900E+00,   7.810600E+00,   2.148700E+00,   3.281094E-03
   4.517000E+00,   9.380400E+00,   8.937600E+00,   3.751772E-05
   2.084100E+00,   4.409900E+00,   2.339800E+00,   1.448660E+01
   8.758900E+00,   1.115600E+01,   2.449100E+00,  -1.990591E-04
   4.345100E+00,   7.607100E+00,   8.655100E+00,   4.947228E-04
   9.026000E+00,   1.078200E+01,   7.584500E+00,   5.028932E-09
   3.293500E+00,   8.546800E+00,   8.361500E+00,   8.270783E-04
   3.430900E+00,   8.807600E+00,   8.169900E+00,   6.747335E-04
   1.689100E+00,   4.936200E+00,   3.364600E+00,   4.331037E+00
   6.979500E+00,   9.737800E+00,   3.463500E+00,  -2.755970E-04
   5.709600E+00,   1.436500E+01,   9.125200E+00,  -1.318758E-08
   3.738800E+00,   8.777000E+00,   7.607200E+00,   7.751970E-04
   4.404800E+00,   8.751500E+00,   8.588900E+00,   1.276132E-04
   5.141400E+00,   1.407600E+01,   9.184400E+00,  -5.739062E-07
   3.301200E+00,   9.508200E+00,   6.387000E+00,  -1.064462E-04
   6.421400E+00,   1.180900E+01,   7.662300E+00,   1.836062E-08
   5.220300E+00,   1.241000E+01,   7.475200E+00,  -8.709641E-07
   5.954800E+00,   1.259700E+01,   6.972300E+00,   2.216060E-08
   2.919700E+00,   1.087000E+01,   8.147000E+00,  -4.158085E-04
   6.611300E+00,   7.681600E+00,   6.538500E+00,   9.033198E-04
   1.949400E+00,   2.977400E+00,   2.839000E+00,   1.664332E+01
   3.490900E+00,   8.565800E+00,   7.933800E+00,   1.004409E-03
   3.233100E+00,   9.441700E+00,   7.124700E+00,  -5.560153E-05
   2.881200E+00,   6.357500E+00,   3.608000E+00,   2.531636E+00
   7.154300E+00,   9.727300E+00,   2.826400E+00,  -5.345855E-04
   5.529000E+00,   9.313300E+00,   3.806900E+00,   5.218974E-03
   7.131200E+00,   6.428800E+00,   4.754300E+00,   1.323457E-02
   5.824400E+00,   1.319200E+01,   7.851500E+00,  -1.017435E-08
   2.666900E+00,   5.270600E+00,   3.165700E+00,   4.014710E+00
   5.016700E+00,   1.261900E+01,   9.739800E+00,  -2.026480E-08
   1.538300E+00,   2.874700E+00,   2.706600E+00,   1.943074E+01
   2.235800E+00,   4.351700E+00,   2.935400E+00,   6.589807E+00
   9.931300E+00,   1.251700E+01,   3.434600E+00,  -6.881941E-05
   4.187000E+00,   8.090800E+00,   8.556900E+00,   4.126226E-04
   5.660100E+00,   1.490700E+01,   9.254200E+00,  -1.982415E-08
   2.374400E+00,   4.135500E+00,   1.788500E+00,   1.607302E+01
   7.623000E+00,   9.467800E+00,   3.860300E+00,   1.806247E-04
   6.582000E+00,   6.773700E+00,   4.389900E+00,   2.295208E-02
   8.089700E+00,   7.505200E+00,   1.824300E+00,  -9.649500E-04
   5.200700E+00,   8.915700E+00,   5.779500E+00,   1.049690E-03
   2.732500E+00,   7.613300E+00,   4.953900E+00,   1.634921E-01
   9.046500E+00,   1.418700E+01,   8.191000E+00,   2.433611E-14
   2.451000E+00,   9.604400E+00,   8.728500E+00,   1.143903E-04
   2.430500E+00,   6.294900E+00,   4.046000E+00,   1.354476E+00
   9.139100E+00,   1.032100E+01,   7.848800E+00,   8.353094E-09
   5.085400E+00,   1.454000E+01,   9.690800E+00,  -6.150612E-07
   7.097700E+00,   9.048600E+00,   2.587700E+00,   2.776046E-04
   7.754400E+00,   1.128300E+01,   8.953700E+00,   1.089632E-09
   2.890100E+00,   7.421100E+00,   4.566000E+00,   3.607142E-01
   7.844700E+00,   1.467600E+01,   6.854600E+00,   1.310185E-12
   2.489000E+00,   4.273600E+00,   4.433600E+00,   1.114229E+00
   1.662400E+00,   1.075100E+01,   9.330600E+00,  -1.146006E-05
   7.791600E+00,   1.155100E+01,   4.445900E+00,  -2.889980E-05
   8.555600E+00,   1.231800E+01,   5.379400E+00,  -8.439804E-08
   6.569600E+00,   1.296900E+01,   7.603200E+00,   6.206387E-10
   5.284700E+00,   1.045300E+01,   5.178500E+00,   4.515045E-04
   2.577500E+00,   6.940700E+00,   7.060400E+00,   1.984496E-02
   6.665200E+00,   7.194400E+00,   5.316600E+00,   6.069427E-03
   6.773900E+00,   1.266300E+01,   6.275400E+00,   2.006098E-08
   4.864700E+00,   1.098000E+01,   6.548100E+00,   3.003246E-06
   4.896300E+00,   6.502600E+00,   4.324700E+00,   7.876132E-02
   9.442800E+00,   1.088500E+01,   1.524300E+00,  -8.203720E-06
   4.624400E+00,   1.031800E+01,   5.697600E+00,   3.950855E-04
   7.284000E+00,   6.992600E+00,   3.312700E+00,   1.579034E-02
   5.870300E+00,   9.293800E+00,   3.692700E+00,   2.485172E-03
   6.626200E+00,   1.331900E+01,   9.241300E+00,   4.073678E-12
   7.849700E+00,   1.495700E+01,   8.635300E+00,   7.009564E-15
   6.618600E+00,   9.267800E+00,   9.524300E+00,   2.990761E-07
   6.556400E+00,   1.021800E+01,   9.501000E+00,   3.921521E-08
   7.973700E+00,   1.414900E+01,   6.855300E+00,   4.542773E-12
   8.917900E+00,   1.355300E+01,   5.549900E+00,  -3.898594E-08
   9.740900E+00,   8.654300E+00,   4.854400E+00,   1.071627E-05
   2.931300E+00,   6.737600E+00,   4.712200E+00,   3.006958E-01
   4.120000E+00,   8.406900E+00,   4.311700E+00,   1.412871E-01
   4.053200E+00,   6.412800E+00,   3.281000E+00,   6.780157E-01
   8.335500E+00,   1.476300E+01,   6.444500E+00,  -4.309401E-11
   6.082100E+00,   1.387600E+01,   7.841900E+00,  -1.376210E-09
   8.210400E+00,   1.494900E+01,   8.917200E+00,   1.649545E-15
   3.434100E+00,   1.106700E+01,   7.632900E+00,  -5.387210E-04
   7.754000E+00,   1.232900E+01,   9.470000E+00,   1.563855E-11
   7.813000E+00,   1.291200E+01,   5.361700E+00,  -3.080924E-07
   1.847300E+00,   8.796700E+00,   7.515100E+00,  -2.006248E-04
