Variables = "r1", "r2", "r3", "E"
   4.033000E+00,   1.138300E+01,   8.376300E+00,  -5.443352E-05
   8.081700E+00,   1.231400E+01,   8.885200E+00,   3.069826E-11
   1.652000E+00,   4.280900E+00,   2.720700E+00,   1.135319E+01
   3.923400E+00,   1.228200E+01,   8.840500E+00,  -8.774553E-05
   4.239800E+00,   4.675100E+00,   2.455300E+00,   9.283037E-01
   1.638000E+00,   7.648000E+00,   6.023300E+00,   1.897814E-02
   8.806200E+00,   1.494900E+01,   6.779100E+00,  -1.093632E-12
   9.629900E+00,   1.148200E+01,   3.622700E+00,   2.318931E-05
   9.348100E+00,   1.143500E+01,   2.105600E+00,  -6.950468E-05
   9.574600E+00,   1.683300E+01,   8.395800E+00,   1.339324E-19
   7.069900E+00,   7.181900E+00,   2.204700E+00,   8.290865E-03
   9.199800E+00,   9.459300E+00,   1.928400E+00,   2.862054E-05
   3.063000E+00,   6.932500E+00,   4.288300E+00,   6.363754E-01
   9.679700E+00,   1.285200E+01,   3.334900E+00,  -1.682148E-04
   3.542700E+00,   5.798500E+00,   4.438600E+00,   2.491957E-01
   3.553200E+00,   6.075100E+00,   4.600600E+00,   2.005280E-01
   3.530200E+00,   4.478700E+00,   4.585100E+00,   6.485956E-01
   6.989500E+00,   1.462600E+01,   1.000000E+01,  -2.416501E-14
   9.762900E+00,   1.888900E+01,   9.480100E+00,   1.156564E-24
   3.470600E+00,   1.301700E+01,   9.733500E+00,  -1.420783E-04
   6.038900E+00,   9.431900E+00,   4.286600E+00,   9.061921E-04
   7.403300E+00,   7.978400E+00,   2.252800E+00,   1.701048E-03
   9.243200E+00,   1.878400E+01,   9.821900E+00,   3.279147E-24
   4.583700E+00,   8.789300E+00,   6.172100E+00,   1.528164E-03
   2.405700E+00,   9.310000E+00,   6.940700E+00,  -7.812888E-05
   2.554400E+00,   5.119500E+00,   2.568200E+00,   9.638694E+00
   5.427000E+00,   6.265200E+00,   4.057300E+00,   9.445785E-02
   4.705300E+00,   1.443300E+01,   9.737700E+00,  -4.520795E-06
   3.439400E+00,   6.485000E+00,   3.114200E+00,   2.947442E+00
   7.537500E+00,   7.779800E+00,   2.024400E+00,   3.307323E-04
   9.515800E+00,   9.003300E+00,   2.220100E+00,   8.162083E-05
   7.450500E+00,   1.258800E+01,   6.056000E+00,   4.743047E-09
   1.778200E+00,   6.280400E+00,   5.280900E+00,   8.941286E-02
   9.772600E+00,   1.008800E+01,   6.195000E+00,   4.911232E-08
   4.370400E+00,   8.476700E+00,   8.342300E+00,   2.585483E-04
   7.571100E+00,   1.264500E+01,   5.840300E+00,  -4.208759E-09
   9.473800E+00,   1.427000E+01,   9.227800E+00,   9.494309E-16
   3.684900E+00,   4.347900E+00,   3.460900E+00,   1.651324E+00
   8.214600E+00,   1.395700E+01,   6.376400E+00,  -6.785957E-11
   8.713000E+00,   9.560400E+00,   9.754600E+00,   2.553397E-09
   5.732200E+00,   1.272000E+01,   6.988100E+00,  -3.805231E-09
   8.217900E+00,   9.812300E+00,   7.226900E+00,   4.764459E-07
   2.039500E+00,   7.290600E+00,   5.325000E+00,   8.603601E-02
   9.356400E+00,   1.081000E+01,   1.624100E+00,  -1.111298E-05
   8.166000E+00,   1.337800E+01,   7.202400E+00,   1.603945E-11
   6.107100E+00,   1.001200E+01,   6.438000E+00,   1.832780E-05
   9.054700E+00,   9.529800E+00,   9.213000E+00,   4.544590E-09
   4.371300E+00,   1.049500E+01,   6.442000E+00,  -2.423235E-05
   8.588000E+00,   1.238400E+01,   9.658800E+00,   1.854668E-12
   9.409700E+00,   1.105000E+01,   1.695000E+00,  -1.705353E-05
   6.194600E+00,   7.676000E+00,   5.863800E+00,   2.955359E-03
   4.633200E+00,   7.953400E+00,   3.371400E+00,   1.911709E-01
   3.414900E+00,   5.151100E+00,   4.557100E+00,   3.744736E-01
   4.750700E+00,   1.058000E+01,   7.505000E+00,   1.291825E-06
   7.901600E+00,   1.080500E+01,   3.589100E+00,  -2.340369E-04
   9.235800E+00,   1.045500E+01,   3.211300E+00,   1.340386E-04
   4.114700E+00,   1.316600E+01,   9.870100E+00,  -2.381015E-05
   7.912100E+00,   1.480700E+01,   6.953600E+00,   6.727560E-13
   3.932200E+00,   8.866500E+00,   4.935800E+00,   3.053205E-02
   9.211400E+00,   1.459800E+01,   9.235800E+00,   4.458813E-16
   2.171900E+00,   5.328200E+00,   3.219000E+00,   5.606128E+00
   4.680800E+00,   7.622000E+00,   6.968500E+00,   4.140531E-03
   2.178300E+00,   4.462000E+00,   4.934100E+00,   5.236553E-01
   2.267000E+00,   8.040900E+00,   6.401200E+00,   7.378703E-03
   1.789600E+00,   1.004900E+01,   8.371000E+00,  -4.870673E-05
   4.847900E+00,   7.062400E+00,   5.134300E+00,   3.137322E-02
   4.781700E+00,   6.889500E+00,   3.180800E+00,   2.158104E-01
   2.044400E+00,   7.701000E+00,   8.365800E+00,   7.291259E-05
   2.684300E+00,   8.473300E+00,   5.820700E+00,   1.386756E-02
   3.575300E+00,   6.683300E+00,   3.187900E+00,   2.250664E+00
   7.524200E+00,   1.258900E+01,   5.812200E+00,  -4.897105E-09
   2.822000E+00,   4.783800E+00,   2.510700E+00,   6.307126E+00
   5.785100E+00,   6.987800E+00,   4.352100E+00,   3.334480E-02
   8.263200E+00,   1.027800E+01,   3.665000E+00,   2.177476E-05
   9.023200E+00,   1.511600E+01,   9.276000E+00,   7.271061E-17
   7.072800E+00,   1.133900E+01,   6.445700E+00,   1.762426E-07
   4.535800E+00,   1.112400E+01,   6.666900E+00,  -3.902197E-05
   7.552100E+00,   1.535700E+01,   7.903400E+00,   4.320778E-14
   2.346300E+00,   7.320400E+00,   5.038700E+00,   1.586044E-01
   2.466500E+00,   3.481700E+00,   1.791200E+00,   1.479169E+01
   8.003500E+00,   7.767700E+00,   2.184000E+00,   7.339970E-04
   2.655200E+00,   8.201600E+00,   7.756800E+00,   1.613470E-03
   2.185600E+00,   9.111000E+00,   8.764000E+00,   9.906000E-05
   5.526100E+00,   7.575700E+00,   4.920500E+00,   1.260749E-02
   5.418800E+00,   1.279800E+01,   9.011300E+00,  -5.144761E-08
   6.229000E+00,   9.068800E+00,   5.042900E+00,   5.527271E-04
   8.565200E+00,   8.412900E+00,   3.549500E+00,   6.821212E-04
   7.576100E+00,   1.181800E+01,   6.384100E+00,   2.207736E-08
   8.475800E+00,   9.962400E+00,   7.268700E+00,   1.960305E-07
   7.736200E+00,   8.645600E+00,   3.080000E+00,   1.086319E-03
   9.244600E+00,   1.125200E+01,   2.193300E+00,  -7.551140E-05
   3.516200E+00,   5.700000E+00,   3.264300E+00,   1.328586E+00
   2.689800E+00,   3.864100E+00,   2.028600E+00,   1.001233E+01
   7.912500E+00,   9.181600E+00,   2.821000E+00,   3.057198E-04
   1.808200E+00,   5.773500E+00,   6.292100E+00,   2.628194E-02
   3.829100E+00,   3.864300E+00,   2.356700E+00,   3.169719E+00
   9.151000E+00,   9.610800E+00,   4.341800E+00,   4.983807E-05
   5.341600E+00,   7.093900E+00,   4.090100E+00,   4.567733E-02
   6.095700E+00,   6.626600E+00,   2.767400E+00,   7.551155E-02
   2.121800E+00,   4.273900E+00,   2.847300E+00,   7.747384E+00
   8.920100E+00,   1.148100E+01,   3.992600E+00,  -1.897047E-05
   7.340600E+00,   7.598300E+00,   2.729000E+00,   6.700082E-03
   7.742100E+00,   9.376300E+00,   2.368300E+00,  -3.419489E-05
   7.920500E+00,   1.419700E+01,   6.790100E+00,   4.781470E-12
   3.696500E+00,   8.990400E+00,   8.876100E+00,   3.290955E-04
   3.230300E+00,   7.617100E+00,   7.344400E+00,   7.071537E-03
   8.635600E+00,   1.070600E+01,   2.207800E+00,  -1.191449E-04
   6.888500E+00,   1.033900E+01,   7.493700E+00,   7.012067E-07
   3.169000E+00,   3.330400E+00,   2.770300E+00,   7.081111E+00
   9.586900E+00,   1.034700E+01,   2.313900E+00,   5.471120E-05
   6.314800E+00,   9.970100E+00,   5.206700E+00,   7.747938E-05
   8.328300E+00,   1.035500E+01,   2.064200E+00,  -1.119130E-04
   3.270500E+00,   3.920300E+00,   2.407700E+00,   5.088820E+00
   4.030200E+00,   4.009200E+00,   1.747900E+00,   2.032862E+00
   2.793400E+00,   9.801100E+00,   7.091700E+00,  -6.530457E-04
   7.888100E+00,   1.636900E+01,   9.637000E+00,   1.018983E-18
   6.148600E+00,   1.334400E+01,   8.308700E+00,  -4.214970E-10
   2.188700E+00,   4.676900E+00,   5.205200E+00,   3.354376E-01
   4.804300E+00,   5.724100E+00,   5.919200E+00,   7.344936E-02
   9.984600E+00,   1.910300E+01,   9.717800E+00,   8.612961E-26
   9.358100E+00,   1.311300E+01,   6.119900E+00,  -7.873737E-11
   5.037200E+00,   1.242700E+01,   9.611500E+00,   2.492797E-08
   5.170800E+00,   8.799600E+00,   6.065700E+00,   9.417638E-04
   2.915200E+00,   8.402300E+00,   7.911400E+00,   1.286415E-03
   4.307300E+00,   9.012200E+00,   6.515300E+00,   8.626638E-04
   4.189200E+00,   1.161200E+01,   8.026600E+00,  -6.372880E-05
   4.174900E+00,   1.016200E+01,   9.991800E+00,   5.124156E-05
   5.948500E+00,   9.880300E+00,   4.995900E+00,   2.370973E-04
   8.332700E+00,   1.651000E+01,   9.500000E+00,   6.708741E-19
   2.348500E+00,   1.172900E+01,   9.882700E+00,  -4.638581E-05
   5.807500E+00,   8.190900E+00,   3.789600E+00,   1.173736E-02
   6.191900E+00,   1.497200E+01,   9.649400E+00,  -1.876792E-10
   2.523600E+00,   6.246300E+00,   5.921800E+00,   1.072058E-01
   9.485500E+00,   1.262200E+01,   3.886600E+00,  -5.373239E-05
   1.788100E+00,   1.972600E+00,   1.538900E+00,   7.737170E+00
   4.620600E+00,   1.208900E+01,   8.775500E+00,  -4.832055E-06
   6.151100E+00,   1.023900E+01,   6.175200E+00,   1.504058E-05
   7.853300E+00,   9.081400E+00,   9.840900E+00,   3.001000E-08
   2.718900E+00,   8.506400E+00,   7.879600E+00,   9.751081E-04
   6.927300E+00,   6.932500E+00,   5.218100E+00,   6.848120E-03
   5.952500E+00,   9.676700E+00,   3.732600E+00,   6.622686E-04
   9.238600E+00,   1.549000E+01,   6.893200E+00,  -2.759686E-13
   5.951400E+00,   9.851200E+00,   7.352000E+00,   9.450473E-06
   8.944400E+00,   1.321900E+01,   7.943800E+00,   1.639602E-12
   1.793800E+00,   7.728000E+00,   6.397100E+00,   3.652268E-03
   1.857000E+00,   8.231200E+00,   6.666200E+00,   1.656129E-03
   3.101700E+00,   5.568500E+00,   3.089400E+00,   3.017247E+00
   8.419000E+00,   1.127600E+01,   3.024900E+00,  -3.726461E-04
   7.507200E+00,   8.793400E+00,   6.236700E+00,   5.417702E-05
   6.796000E+00,   1.273000E+01,   6.048400E+00,   2.727895E-08
   7.473400E+00,   6.855200E+00,   1.983800E+00,   2.267586E-03
   4.054400E+00,   1.167000E+01,   8.238400E+00,  -8.155329E-05
   5.329100E+00,   6.371100E+00,   2.544700E+00,   1.480325E-01
   8.688700E+00,   8.653000E+00,   5.613100E+00,   2.076692E-05
   4.587300E+00,   4.612200E+00,   2.602600E+00,   6.589560E-01
   4.500100E+00,   9.656400E+00,   5.600500E+00,   1.415501E-03
   3.011400E+00,   4.432000E+00,   2.948300E+00,   3.712388E+00
   7.841400E+00,   1.118600E+01,   5.389600E+00,   2.286969E-07
   9.058900E+00,   1.502900E+01,   5.972700E+00,  -1.960601E-09
   4.305400E+00,   6.946300E+00,   2.642600E+00,   7.222455E-01
   8.896700E+00,   1.863100E+01,   9.954500E+00,   1.126644E-23
   5.670700E+00,   1.148300E+01,   9.964400E+00,   1.899371E-08
   8.140400E+00,   8.136300E+00,   6.565400E+00,   4.372850E-05
   3.716600E+00,   9.050700E+00,   5.374500E+00,   1.148528E-02
   2.127900E+00,   1.062900E+01,   9.423100E+00,   1.136933E-06
   2.803600E+00,   3.737400E+00,   1.718900E+00,   1.037877E+01
   9.647200E+00,   1.316600E+01,   5.097300E+00,  -2.372155E-07
   9.071500E+00,   1.350100E+01,   5.052700E+00,  -8.754879E-07
   6.590500E+00,   1.068800E+01,   4.347700E+00,  -6.539775E-05
   3.980400E+00,   1.059900E+01,   9.895100E+00,   6.839513E-05
   6.456200E+00,   1.057700E+01,   8.514200E+00,   1.276006E-07
   5.843600E+00,   1.033000E+01,   5.511700E+00,   6.221852E-05
   3.210900E+00,   6.309500E+00,   3.126500E+00,   4.162622E+00
   1.502200E+00,   8.355900E+00,   7.460200E+00,  -1.795301E-03
   2.190600E+00,   3.061700E+00,   2.227500E+00,   1.953222E+01
   9.300900E+00,   1.279600E+01,   5.524200E+00,  -1.174631E-08
   2.106800E+00,   4.756800E+00,   5.409300E+00,   2.732896E-01
   5.453000E+00,   1.265600E+01,   7.304700E+00,  -2.088705E-07
   5.887200E+00,   1.454700E+01,   9.442300E+00,  -2.638625E-09
   9.398900E+00,   1.055700E+01,   3.011800E+00,   1.178120E-04
   5.056300E+00,   4.831900E+00,   1.686000E+00,   3.059660E-01
   9.289100E+00,   1.425300E+01,   5.117500E+00,  -6.426056E-07
   3.387200E+00,   4.809300E+00,   1.564500E+00,   4.120523E+00
   9.277900E+00,   1.554200E+01,   7.962000E+00,   1.199165E-16
   2.140600E+00,   6.683200E+00,   7.085700E+00,   1.302934E-02
   3.640900E+00,   5.848500E+00,   2.351400E+00,   2.779180E+00
   6.094200E+00,   1.402200E+01,   9.348600E+00,  -3.897361E-10
   2.467700E+00,   7.591800E+00,   5.404700E+00,   7.364574E-02
   2.362100E+00,   1.130000E+01,   9.425700E+00,  -6.374693E-05
   8.760700E+00,   8.485600E+00,   5.667400E+00,   2.310917E-05
   4.286100E+00,   1.238600E+01,   8.323700E+00,  -4.754374E-05
   2.972200E+00,   6.630800E+00,   7.393500E+00,   2.038729E-02
   6.211200E+00,   8.534100E+00,   8.461100E+00,   1.917034E-05
   8.394700E+00,   1.019100E+01,   6.749200E+00,   2.825262E-07
   9.960700E+00,   1.282100E+01,   5.571900E+00,   5.146663E-09
   6.176900E+00,   1.117600E+01,   7.127500E+00,   3.642698E-07
   3.726400E+00,   7.660400E+00,   4.708100E+00,   1.192541E-01
   7.235900E+00,   1.685000E+01,   9.824500E+00,  -4.919918E-15
   9.046300E+00,   1.311600E+01,   4.102400E+00,  -6.179501E-05
   1.532600E+00,   2.039100E+00,   1.868200E+00,   1.210552E+01
   1.529300E+00,   8.060300E+00,   6.572100E+00,   2.504679E-03
   5.921200E+00,   7.432700E+00,   1.565900E+00,   2.808885E-02
   9.566200E+00,   1.717700E+01,   7.807800E+00,  -4.224595E-18
   4.384600E+00,   8.032600E+00,   4.192500E+00,   9.908691E-02
   9.281400E+00,   1.868200E+01,   9.639800E+00,   8.478126E-24
   3.154500E+00,   3.661900E+00,   2.000500E+00,   7.463549E+00
   9.365700E+00,   9.351800E+00,   3.287200E+00,   3.284261E-04
   4.092900E+00,   8.991500E+00,   8.471300E+00,   2.061949E-04
   8.898800E+00,   1.020600E+01,   2.458800E+00,   2.059360E-05
   4.586900E+00,   5.132100E+00,   2.081300E+00,   3.782054E-01
   8.616900E+00,   1.162000E+01,   3.058100E+00,  -3.602208E-04
   8.769200E+00,   1.174100E+01,   3.030500E+00,  -3.289508E-04
   5.716200E+00,   7.844700E+00,   3.373900E+00,   2.639862E-02
   8.231100E+00,   9.891000E+00,   4.879600E+00,   1.115702E-05
   5.239700E+00,   1.426700E+01,   9.106400E+00,  -3.490216E-07
   4.172100E+00,   7.818900E+00,   6.625600E+00,   6.612127E-03
   3.876000E+00,   9.925500E+00,   9.668500E+00,   1.234037E-04
   6.702200E+00,   1.086500E+01,   5.705600E+00,   3.191338E-06
   5.151200E+00,   9.949000E+00,   8.824800E+00,   2.783439E-06
   8.414800E+00,   1.064800E+01,   2.837500E+00,  -2.109254E-04
   2.715300E+00,   9.665900E+00,   8.634600E+00,   1.656588E-04
   4.192500E+00,   6.700300E+00,   6.545700E+00,   2.944332E-02
   8.949100E+00,   1.201500E+01,   4.786500E+00,  -1.080019E-06
   4.421700E+00,   1.090100E+01,   7.504200E+00,  -2.686000E-05
   8.709400E+00,   1.023200E+01,   2.711800E+00,   1.097247E-05
   8.181100E+00,   7.438400E+00,   3.408100E+00,   2.745435E-03
   8.248400E+00,   7.876200E+00,   2.600900E+00,   1.249086E-03
   6.623400E+00,   1.492000E+01,   8.355800E+00,  -7.236898E-12
   3.765400E+00,   8.282600E+00,   5.127900E+00,   3.728670E-02
   9.546800E+00,   1.755300E+01,   8.073600E+00,  -8.541288E-20
   8.326500E+00,   1.523300E+01,   9.361600E+00,   1.524826E-16
   1.769300E+00,   8.967600E+00,   8.111400E+00,  -1.516319E-04
   6.730400E+00,   1.266400E+01,   6.272100E+00,   2.281576E-08
   4.823000E+00,   7.453100E+00,   5.223500E+00,   1.948833E-02
   7.121200E+00,   1.415400E+01,   7.033300E+00,   5.354724E-11
   9.095300E+00,   1.144500E+01,   5.525800E+00,   4.493269E-08
   1.510500E+00,   9.204600E+00,   8.700300E+00,  -8.165272E-05
   9.048800E+00,   1.111100E+01,   2.166200E+00,  -8.752958E-05
   6.249600E+00,   8.334300E+00,   2.612600E+00,   7.671387E-03
   2.611400E+00,   8.821700E+00,   8.049700E+00,   4.700162E-04
   6.236400E+00,   1.411900E+01,   9.150700E+00,  -1.398513E-10
   2.268400E+00,   9.989400E+00,   7.781700E+00,  -2.379706E-04
   8.221900E+00,   9.950700E+00,   4.515600E+00,   2.476627E-05
   4.903600E+00,   7.066400E+00,   5.461000E+00,   2.539715E-02
   3.243100E+00,   3.741300E+00,   1.882500E+00,   6.554411E+00
   1.861600E+00,   6.972800E+00,   6.339100E+00,   4.458605E-03
   9.189600E+00,   1.176800E+01,   3.042700E+00,  -1.826664E-04
   3.746600E+00,   1.144200E+01,   9.452300E+00,   1.388241E-05
   8.034500E+00,   1.073400E+01,   6.550400E+00,   1.689965E-07
   5.167200E+00,   5.719100E+00,   3.873600E+00,   1.642877E-01
   1.717800E+00,   8.237800E+00,   7.716300E+00,  -1.077556E-03
   3.185500E+00,   3.488500E+00,   3.066200E+00,   5.393638E+00
   4.119100E+00,   7.071400E+00,   3.798000E+00,   3.352364E-01
   6.857700E+00,   1.051400E+01,   5.332700E+00,   8.522651E-06
   9.668200E+00,   1.065300E+01,   9.131900E+00,   9.059324E-11
   5.983700E+00,   1.207700E+01,   7.130200E+00,   5.121521E-08
   5.183900E+00,   7.532200E+00,   2.399100E+00,   1.088319E-01
   5.023400E+00,   7.300900E+00,   3.274400E+00,   1.209300E-01
   8.974900E+00,   1.326400E+01,   4.749700E+00,  -4.606466E-06
   9.196200E+00,   1.614900E+01,   7.176400E+00,  -1.293262E-14
   2.329800E+00,   7.776100E+00,   6.147300E+00,   1.633190E-02
   2.970600E+00,   4.867500E+00,   3.558700E+00,   1.727194E+00
   7.682700E+00,   9.868100E+00,   3.396600E+00,  -7.034101E-05
   9.068100E+00,   1.383400E+01,   9.811800E+00,   3.288899E-15
   8.025600E+00,   7.723500E+00,   2.782300E+00,   2.403536E-03
   7.591400E+00,   9.795700E+00,   4.044200E+00,   5.800616E-05
   2.814200E+00,   6.393100E+00,   5.631800E+00,   1.239308E-01
   3.119600E+00,   3.591400E+00,   2.084700E+00,   7.953992E+00
   4.362300E+00,   6.724100E+00,   4.656900E+00,   7.566849E-02
   9.605800E+00,   9.682200E+00,   9.082200E+00,   1.266294E-09
   8.671400E+00,   9.713400E+00,   3.346700E+00,   2.538234E-04
   3.282500E+00,   5.526300E+00,   4.574500E+00,   3.025349E-01
   2.705400E+00,   3.362400E+00,   2.309000E+00,   1.170589E+01
   8.857300E+00,   1.263700E+01,   7.088400E+00,   5.803807E-11
   2.846500E+00,   9.563400E+00,   6.821400E+00,  -5.351509E-04
   5.922600E+00,   1.264800E+01,   9.074400E+00,  -2.692443E-10
   5.356100E+00,   8.696700E+00,   4.501200E+00,   6.454054E-03
   4.244900E+00,   8.195100E+00,   4.073800E+00,   1.691966E-01
   7.263000E+00,   1.222000E+01,   4.956700E+00,  -4.782488E-06
   7.372900E+00,   6.547000E+00,   3.920700E+00,   1.601488E-02
   2.938700E+00,   5.952200E+00,   4.279200E+00,   5.557535E-01
   8.470000E+00,   1.265800E+01,   5.083500E+00,  -9.006667E-07
   7.549800E+00,   1.290200E+01,   5.393000E+00,  -3.004141E-07
   7.847000E+00,   9.242600E+00,   1.502300E+00,  -1.590492E-04
   5.035000E+00,   8.651800E+00,   5.827800E+00,   1.805099E-03
   8.820100E+00,   1.201400E+01,   3.455000E+00,  -2.262283E-04
   4.932800E+00,   6.307300E+00,   1.860500E+00,   1.999863E-01
   1.623700E+00,   1.156700E+01,   9.948500E+00,  -1.019016E-05
   8.420400E+00,   1.154500E+01,   7.806700E+00,   1.292674E-09
   9.555100E+00,   1.154600E+01,   3.309300E+00,  -1.564161E-05
   3.952500E+00,   4.369000E+00,   4.148200E+00,   8.479659E-01
   3.619700E+00,   1.201700E+01,   8.456300E+00,  -2.516010E-04
   4.122200E+00,   4.650000E+00,   2.329400E+00,   1.111816E+00
   7.116500E+00,   1.103300E+01,   4.201500E+00,  -1.193419E-04
   8.351100E+00,   7.565300E+00,   3.528600E+00,   1.793887E-03
   6.548000E+00,   8.503300E+00,   7.214700E+00,   9.800890E-05
   7.347100E+00,   1.594900E+01,   8.971800E+00,  -1.567135E-15
   8.669400E+00,   1.274900E+01,   4.171600E+00,  -6.006810E-05
   8.959400E+00,   1.788500E+01,   9.382000E+00,   1.099709E-21
   1.635100E+00,   5.971900E+00,   6.375200E+00,  -1.487109E-02
   6.500600E+00,   1.182500E+01,   5.497200E+00,   9.456413E-07
   5.202800E+00,   6.487100E+00,   6.287700E+00,   2.229567E-02
   8.502000E+00,   8.645300E+00,   4.367300E+00,   1.720391E-04
   7.688000E+00,   7.561400E+00,   5.474000E+00,   8.265732E-04
   3.769700E+00,   1.150000E+01,   8.991200E+00,  -3.898069E-05
   4.395700E+00,   1.086300E+01,   6.555600E+00,  -6.475177E-05
   6.651600E+00,   1.117600E+01,   5.712000E+00,   1.793085E-06
   6.208900E+00,   7.747700E+00,   1.863600E+00,   9.276482E-03
   8.536300E+00,   1.052900E+01,   5.889800E+00,   2.925519E-07
   6.850400E+00,   1.290300E+01,   7.172300E+00,   1.155376E-09
   5.373200E+00,   1.331500E+01,   9.891200E+00,  -2.402662E-08
   9.369600E+00,   1.703800E+01,   7.742600E+00,  -1.062349E-17
   4.727900E+00,   6.981100E+00,   2.484600E+00,   3.439511E-01
   3.133000E+00,   4.471600E+00,   2.577400E+00,   4.263337E+00
   3.158700E+00,   7.731200E+00,   5.603000E+00,   3.933857E-02
   4.253500E+00,   9.413400E+00,   8.678700E+00,   8.653948E-05
   6.871700E+00,   8.927900E+00,   2.239200E+00,   5.630039E-04
   7.421600E+00,   1.667800E+01,   9.256700E+00,  -6.993294E-16
   7.681200E+00,   7.502000E+00,   2.264100E+00,   2.511085E-03
   1.717400E+00,   8.940700E+00,   7.777900E+00,  -2.489895E-04
   7.207000E+00,   1.599300E+01,   8.977800E+00,  -9.761442E-15
   8.786900E+00,   1.223300E+01,   5.259300E+00,  -1.104462E-07
   4.662900E+00,   7.710900E+00,   7.252900E+00,   2.625702E-03
   5.560400E+00,   1.359100E+01,   9.438600E+00,  -2.036057E-08
   8.459600E+00,   1.138000E+01,   4.765100E+00,  -9.472831E-07
   6.930700E+00,   1.072700E+01,   5.069200E+00,   5.051818E-06
   2.665200E+00,   9.882600E+00,   7.376100E+00,  -4.988362E-04
   9.738600E+00,   1.309900E+01,   8.011300E+00,   4.209297E-13
   4.604300E+00,   7.770600E+00,   3.354800E+00,   2.283138E-01
   5.000500E+00,   7.427600E+00,   7.110600E+00,   3.498830E-03
   4.233500E+00,   6.524300E+00,   4.405600E+00,   1.127647E-01
   9.906800E+00,   1.021800E+01,   8.418600E+00,   6.776849E-10
   2.289200E+00,   1.084600E+01,   9.101200E+00,  -5.669625E-05
   4.452100E+00,   6.014100E+00,   2.232000E+00,   5.564686E-01
   4.905100E+00,   6.912500E+00,   2.109400E+00,   2.190583E-01
   7.615100E+00,   7.447400E+00,   5.565600E+00,   9.897430E-04
   7.231300E+00,   1.135900E+01,   7.861300E+00,   1.481604E-08
   7.260900E+00,   7.022200E+00,   1.743300E+00,  -6.132205E-03
   8.491900E+00,   1.071100E+01,   4.371000E+00,   7.920650E-06
   7.424600E+00,   1.563400E+01,   8.256800E+00,   8.342220E-15
   3.953500E+00,   1.223400E+01,   8.822500E+00,  -7.929140E-05
   1.753400E+00,   9.753500E+00,   8.040900E+00,  -6.719050E-05
   7.639500E+00,   7.983200E+00,   3.748700E+00,   2.430524E-03
   9.872600E+00,   1.216000E+01,   4.425800E+00,   2.269903E-06
   3.319300E+00,   4.601200E+00,   3.224400E+00,   2.093516E+00
   2.951100E+00,   1.133900E+01,   9.530300E+00,  -2.218702E-05
   4.482100E+00,   9.821400E+00,   5.865900E+00,   6.119145E-04
   4.872200E+00,   1.160600E+01,   6.840000E+00,  -7.564585E-06
   9.119600E+00,   1.559800E+01,   6.608700E+00,  -5.972651E-12
   2.990400E+00,   9.229000E+00,   9.354800E+00,   3.337397E-04
   2.949300E+00,   5.249800E+00,   2.386700E+00,   7.156200E+00
   5.463400E+00,   1.264400E+01,   7.410400E+00,  -1.823512E-07
   5.988500E+00,   6.991400E+00,   2.998900E+00,   5.689190E-02
   8.424800E+00,   1.067700E+01,   6.816400E+00,   6.953130E-08
   5.333000E+00,   5.728500E+00,   2.388800E+00,   1.815729E-01
   8.700200E+00,   1.675600E+01,   8.172300E+00,   7.622417E-18
   2.326500E+00,   4.307700E+00,   3.785900E+00,   2.291290E+00
   7.786200E+00,   9.108600E+00,   5.027900E+00,   7.446119E-05
   2.357700E+00,   4.531800E+00,   2.677900E+00,   8.013095E+00
   9.957000E+00,   1.209300E+01,   5.904100E+00,   2.165432E-09
   4.897400E+00,   5.519600E+00,   1.910000E+00,   1.987322E-01
   8.774200E+00,   1.191900E+01,   6.977500E+00,   8.069606E-10
   9.312000E+00,   1.205700E+01,   3.152800E+00,  -1.820981E-04
   2.097900E+00,   6.173500E+00,   4.111200E+00,   1.103108E+00
   1.998600E+00,   6.708300E+00,   4.731000E+00,   2.901488E-01
   1.934700E+00,   7.579300E+00,   8.008000E+00,  -3.603046E-04
   2.053200E+00,   5.846500E+00,   4.774900E+00,   2.621857E-01
   7.487000E+00,   8.502500E+00,   1.792400E+00,  -5.190193E-04
   5.610600E+00,   1.141400E+01,   7.234300E+00,   3.334641E-07
   6.650700E+00,   8.973900E+00,   2.606500E+00,   9.062893E-04
   2.441900E+00,   1.092400E+01,   8.483900E+00,  -2.419554E-04
   8.596800E+00,   1.291000E+01,   5.107300E+00,  -7.743630E-07
   8.276900E+00,   1.291700E+01,   4.912000E+00,  -3.260815E-06
   3.495900E+00,   8.068100E+00,   5.564400E+00,   2.479158E-02
   5.885900E+00,   9.646600E+00,   7.982900E+00,   6.423241E-06
   3.369000E+00,   8.917400E+00,   7.811400E+00,   6.858084E-04
   2.418400E+00,   8.437600E+00,   6.641200E+00,   3.038584E-03
   7.775300E+00,   7.683700E+00,   2.427400E+00,   2.431378E-03
   5.934300E+00,   7.095400E+00,   4.506300E+00,   2.418713E-02
   1.954000E+00,   3.798400E+00,   1.964400E+00,   1.842086E+01
   5.046800E+00,   5.675000E+00,   1.806000E+00,   1.461895E-01
   4.149200E+00,   1.071800E+01,   6.832600E+00,  -1.517800E-04
   5.975700E+00,   9.952100E+00,   4.320500E+00,   4.181351E-04
   4.309200E+00,   4.395200E+00,   2.625200E+00,   1.121920E+00
   7.115000E+00,   9.433800E+00,   5.708900E+00,   4.434346E-05
