G1,G2,G3
1.554593e-01,2.574444e-03,2.818150e-05
1.554365e-01,2.563911e-03,2.782182e-05
1.554229e-01,2.557638e-03,2.760759e-05
1.596905e-01,4.520726e-03,8.893529e-05
1.594100e-01,4.391870e-03,8.513460e-05
1.591101e-01,4.254093e-03,8.107078e-05
1.587979e-01,4.110665e-03,7.684029e-05
1.584800e-01,3.964620e-03,7.253260e-05
1.581622e-01,3.818648e-03,6.822705e-05
1.578496e-01,3.675051e-03,6.399155e-05
1.575463e-01,3.535715e-03,5.988174e-05
1.572555e-01,3.402115e-03,5.594114e-05
1.569795e-01,3.275343e-03,5.220191e-05
1.567201e-01,3.156147e-03,4.868615e-05
1.564781e-01,3.044979e-03,4.540717e-05
1.562540e-01,2.942042e-03,4.237097e-05
1.560479e-01,2.847344e-03,3.957779e-05
1.558593e-01,2.760740e-03,3.702334e-05
1.556879e-01,2.681974e-03,3.470008e-05
1.555327e-01,2.610712e-03,3.259818e-05
1.553931e-01,2.546575e-03,3.070641e-05
1.552681e-01,2.489160e-03,2.901290e-05
1.551569e-01,2.438049e-03,2.750535e-05
1.550585e-01,2.392849e-03,2.617214e-05
1.549721e-01,2.353168e-03,2.500174e-05
1.548970e-01,2.318650e-03,2.398361e-05
1.548324e-01,2.288977e-03,2.310839e-05
1.547777e-01,2.263849e-03,2.236720e-05
1.547323e-01,2.243017e-03,2.175276e-05
1.546959e-01,2.226266e-03,2.125869e-05
1.546679e-01,2.213420e-03,2.087977e-05
1.546481e-01,2.204343e-03,2.061204e-05
1.546364e-01,2.198934e-03,2.045251e-05
1.583138e-01,3.885060e-03,6.593442e-05
1.580734e-01,3.774944e-03,6.313035e-05
1.578161e-01,3.657125e-03,6.013010e-05
1.575481e-01,3.534384e-03,5.700455e-05
1.572750e-01,3.409311e-03,5.381959e-05
1.570019e-01,3.284210e-03,5.063391e-05
1.567330e-01,3.161055e-03,4.749781e-05
1.564719e-01,3.041474e-03,4.445269e-05
1.562213e-01,2.926741e-03,4.153106e-05
1.559835e-01,2.817808e-03,3.875710e-05
1.557597e-01,2.715330e-03,3.614751e-05
1.555509e-01,2.619705e-03,3.371246e-05
1.553575e-01,2.531123e-03,3.145673e-05
1.551795e-01,2.449600e-03,2.938078e-05
1.550167e-01,2.375022e-03,2.748165e-05
1.548685e-01,2.307173e-03,2.575389e-05
1.547345e-01,2.245779e-03,2.419051e-05
1.546138e-01,2.190507e-03,2.278302e-05
1.545057e-01,2.141020e-03,2.152286e-05
1.544095e-01,2.096970e-03,2.040114e-05
1.543245e-01,2.058005e-03,1.940888e-05
1.542498e-01,2.023796e-03,1.853778e-05
1.541848e-01,1.994040e-03,1.778002e-05
1.541289e-01,1.968456e-03,1.712853e-05
1.540816e-01,1.946793e-03,1.657691e-05
1.540424e-01,1.928835e-03,1.611959e-05
1.540109e-01,1.914392e-03,1.575181e-05
1.539867e-01,1.903318e-03,1.546981e-05
1.539696e-01,1.895489e-03,1.527046e-05
1.539594e-01,1.890827e-03,1.515174e-05
1.571280e-01,3.339590e-03,4.887952e-05
1.569219e-01,3.245427e-03,4.681024e-05
1.567012e-01,3.144611e-03,4.459475e-05
1.564711e-01,3.039514e-03,4.228520e-05
1.562365e-01,2.932346e-03,3.993013e-05
1.560016e-01,2.825082e-03,3.757292e-05
1.557703e-01,2.719415e-03,3.525085e-05
1.555455e-01,2.616749e-03,3.299470e-05
1.553297e-01,2.518186e-03,3.082873e-05
1.551248e-01,2.424554e-03,2.877110e-05
1.549318e-01,2.336424e-03,2.683440e-05
1.547517e-01,2.254151e-03,2.502639e-05
1.545848e-01,2.177905e-03,2.335087e-05
1.544311e-01,2.107711e-03,2.180830e-05
1.542905e-01,2.043478e-03,2.039675e-05
1.541625e-01,1.985023e-03,1.911217e-05
1.540467e-01,1.932114e-03,1.794947e-05
1.539424e-01,1.884483e-03,1.690274e-05
1.538490e-01,1.841827e-03,1.596535e-05
1.537659e-01,1.803849e-03,1.513077e-05
1.536923e-01,1.770253e-03,1.439248e-05
1.536278e-01,1.740762e-03,1.374439e-05
1.535716e-01,1.715106e-03,1.318059e-05
1.535233e-01,1.693045e-03,1.269579e-05
1.534824e-01,1.674367e-03,1.228533e-05
1.534485e-01,1.658879e-03,1.194497e-05
1.534212e-01,1.646427e-03,1.167133e-05
1.534003e-01,1.636877e-03,1.146147e-05
1.533856e-01,1.630130e-03,1.131320e-05
1.533768e-01,1.626110e-03,1.122486e-05
1.561067e-01,2.871307e-03,3.623440e-05
1.559299e-01,2.790738e-03,3.470701e-05
1.557405e-01,2.704424e-03,3.307071e-05
1.555430e-01,2.614390e-03,3.136388e-05
1.553414e-01,2.522522e-03,2.962229e-05
1.551395e-01,2.430513e-03,2.787802e-05
1.549405e-01,2.339819e-03,2.615868e-05
1.547470e-01,2.251647e-03,2.448714e-05
1.545612e-01,2.166951e-03,2.288152e-05
1.543845e-01,2.086449e-03,2.135539e-05
1.542182e-01,2.010641e-03,1.991825e-05
1.540628e-01,1.939838e-03,1.857600e-05
1.539188e-01,1.874201e-03,1.733167e-05
1.537862e-01,1.813753e-03,1.618574e-05
1.536648e-01,1.758416e-03,1.513667e-05
1.535542e-01,1.708051e-03,1.418189e-05
1.534542e-01,1.662457e-03,1.331752e-05
1.533641e-01,1.621395e-03,1.253908e-05
1.532834e-01,1.584623e-03,1.184198e-05
1.532116e-01,1.551881e-03,1.122126e-05
1.531480e-01,1.522914e-03,1.067213e-05
1.530922e-01,1.497481e-03,1.018999e-05
1.530437e-01,1.475358e-03,9.770577e-06
1.530019e-01,1.456334e-03,9.409930e-06
1.529666e-01,1.440226e-03,9.104562e-06
1.529373e-01,1.426872e-03,8.851399e-06
1.529137e-01,1.416132e-03,8.647805e-06
1.528956e-01,1.407899e-03,8.491711e-06
1.528829e-01,1.402078e-03,8.381363e-06
1.528753e-01,1.398612e-03,8.315661e-06
1.552271e-01,2.469131e-03,2.685941e-05
1.550755e-01,2.400158e-03,2.573176e-05
1.549129e-01,2.326225e-03,2.452304e-05
1.547433e-01,2.249060e-03,2.326147e-05
1.545701e-01,2.170277e-03,2.197345e-05
1.543965e-01,2.091326e-03,2.068268e-05
1.542253e-01,2.013457e-03,1.940961e-05
1.540588e-01,1.937711e-03,1.817124e-05
1.538987e-01,1.864913e-03,1.698107e-05
1.537465e-01,1.795683e-03,1.584922e-05
1.536031e-01,1.730465e-03,1.478297e-05
1.534692e-01,1.669528e-03,1.378672e-05
1.533449e-01,1.613009e-03,1.286269e-05
1.532304e-01,1.560946e-03,1.201151e-05
1.531256e-01,1.513272e-03,1.123210e-05
1.530302e-01,1.469869e-03,1.052250e-05
1.529438e-01,1.430569e-03,9.879981e-06
1.528660e-01,1.395174e-03,9.301313e-06
1.527963e-01,1.363470e-03,8.782978e-06
1.527342e-01,1.335237e-03,8.321400e-06
1.526793e-01,1.310258e-03,7.913028e-06
1.526311e-01,1.288327e-03,7.554478e-06
1.525891e-01,1.269249e-03,7.242566e-06
1.525531e-01,1.252842e-03,6.974325e-06
1.525225e-01,1.238951e-03,6.747220e-06
1.524972e-01,1.227433e-03,6.558917e-06
1.524768e-01,1.218172e-03,6.407509e-06
1.524612e-01,1.211069e-03,6.291381e-06
1.524502e-01,1.206051e-03,6.209346e-06
1.524436e-01,1.203061e-03,6.160455e-06
1.544696e-01,2.123615e-03,1.990925e-05
1.543395e-01,2.064540e-03,1.907656e-05
1.542000e-01,2.001186e-03,1.818355e-05
1.540543e-01,1.935025e-03,1.725099e-05
1.539055e-01,1.867440e-03,1.629834e-05
1.537562e-01,1.799672e-03,1.534311e-05
1.536090e-01,1.732797e-03,1.440047e-05
1.534656e-01,1.667708e-03,1.348301e-05
1.533278e-01,1.605124e-03,1.260087e-05
1.531967e-01,1.545579e-03,1.176155e-05
1.530731e-01,1.489459e-03,1.097051e-05
1.529575e-01,1.437001e-03,1.023108e-05
1.528504e-01,1.388336e-03,9.545125e-06
1.527516e-01,1.343487e-03,8.912953e-06
1.526611e-01,1.302411e-03,8.333975e-06
1.525788e-01,1.265006e-03,7.806725e-06
1.525042e-01,1.231130e-03,7.329231e-06
1.524369e-01,1.200614e-03,6.899097e-06
1.523767e-01,1.173278e-03,6.513784e-06
1.523231e-01,1.148933e-03,6.170628e-06
1.522757e-01,1.127394e-03,5.867012e-06
1.522340e-01,1.108480e-03,5.600414e-06
1.521978e-01,1.092024e-03,5.368457e-06
1.521666e-01,1.077876e-03,5.169033e-06
1.521403e-01,1.065893e-03,5.000138e-06
1.521184e-01,1.055961e-03,4.860132e-06
1.521008e-01,1.047973e-03,4.747535e-06
1.520873e-01,1.041847e-03,4.661189e-06
1.520778e-01,1.037517e-03,4.600158e-06
1.520721e-01,1.034939e-03,4.563823e-06
1.538173e-01,1.826689e-03,1.475701e-05
1.537057e-01,1.776072e-03,1.414202e-05
1.535859e-01,1.721761e-03,1.348215e-05
1.534608e-01,1.665017e-03,1.279272e-05
1.533328e-01,1.607017e-03,1.208803e-05
1.532045e-01,1.548834e-03,1.138112e-05
1.530778e-01,1.491385e-03,1.068313e-05
1.529545e-01,1.435448e-03,1.000351e-05
1.528358e-01,1.381630e-03,9.349619e-06
1.527228e-01,1.330409e-03,8.727296e-06
1.526163e-01,1.282111e-03,8.140491e-06
1.525167e-01,1.236949e-03,7.591776e-06
1.524242e-01,1.195038e-03,7.082561e-06
1.523390e-01,1.156400e-03,6.613120e-06
1.522610e-01,1.121007e-03,6.183105e-06
1.521899e-01,1.088768e-03,5.791409e-06
1.521255e-01,1.059568e-03,5.436636e-06
1.520674e-01,1.033259e-03,5.116986e-06
1.520154e-01,1.009688e-03,4.830599e-06
1.519691e-01,9.886955e-04,4.575544e-06
1.519282e-01,9.701175e-04,4.349825e-06
1.518922e-01,9.538065e-04,4.151649e-06
1.518609e-01,9.396145e-04,3.979219e-06
1.518340e-01,9.274104e-04,3.830941e-06
1.518112e-01,9.170759e-04,3.705379e-06
1.517923e-01,9.085083e-04,3.601284e-06
1.517771e-01,9.016181e-04,3.517571e-06
1.517655e-01,8.963355e-04,3.453387e-06
1.517572e-01,8.926012e-04,3.408017e-06
1.517523e-01,8.903773e-04,3.380997e-06
1.532556e-01,1.571457e-03,1.093774e-05
1.531598e-01,1.528072e-03,1.048348e-05
1.530569e-01,1.481497e-03,9.995806e-06
1.529494e-01,1.432815e-03,9.486081e-06
1.528395e-01,1.383030e-03,8.964798e-06
1.527292e-01,1.333060e-03,8.441589e-06
1.526202e-01,1.283703e-03,7.924788e-06
1.525140e-01,1.235614e-03,7.421273e-06
1.524118e-01,1.189334e-03,6.936696e-06
1.523145e-01,1.145263e-03,6.475239e-06
1.522227e-01,1.103693e-03,6.039979e-06
1.521368e-01,1.064810e-03,5.632850e-06
1.520571e-01,1.028711e-03,5.254872e-06
1.519836e-01,9.954251e-04,4.906351e-06
1.519162e-01,9.649249e-04,4.586997e-06
1.518549e-01,9.371397e-04,4.296070e-06
1.517993e-01,9.119670e-04,4.032496e-06
1.517492e-01,8.892833e-04,3.794985e-06
1.517043e-01,8.689589e-04,3.582176e-06
1.516643e-01,8.508545e-04,3.392613e-06
1.516290e-01,8.348334e-04,3.224863e-06
1.515979e-01,8.207647e-04,3.077555e-06
1.515709e-01,8.085248e-04,2.949396e-06
1.515476e-01,7.979986e-04,2.839181e-06
1.515279e-01,7.890849e-04,2.745850e-06
1.515116e-01,7.816948e-04,2.668471e-06
1.514985e-01,7.757519e-04,2.606245e-06
1.514884e-01,7.711955e-04,2.558537e-06
1.514813e-01,7.679743e-04,2.524809e-06
1.514771e-01,7.660553e-04,2.504717e-06
1.527719e-01,1.352016e-03,8.106697e-06
1.526897e-01,1.314817e-03,7.771091e-06
1.526014e-01,1.274867e-03,7.410668e-06
1.525090e-01,1.233085e-03,7.033719e-06
1.524145e-01,1.190342e-03,6.648096e-06
1.523196e-01,1.147422e-03,6.260879e-06
1.522258e-01,1.105002e-03,5.878170e-06
1.521345e-01,1.063660e-03,5.505186e-06
1.520465e-01,1.023854e-03,5.146056e-06
1.519626e-01,9.859324e-04,4.803936e-06
1.518835e-01,9.501498e-04,4.481109e-06
1.518095e-01,9.166674e-04,4.179036e-06
1.517408e-01,8.855761e-04,3.898534e-06
1.516774e-01,8.568984e-04,3.639807e-06
1.516193e-01,8.306138e-04,3.402670e-06
1.515663e-01,8.066645e-04,3.186603e-06
1.515184e-01,7.849629e-04,2.990814e-06
1.514751e-01,7.654062e-04,2.814376e-06
1.514364e-01,7.478808e-04,2.656264e-06
1.514019e-01,7.322683e-04,2.515409e-06
1.513713e-01,7.184517e-04,2.390758e-06
1.513445e-01,7.063179e-04,2.281289e-06
1.513212e-01,6.957601e-04,2.186038e-06
1.513011e-01,6.866810e-04,2.104127e-06
1.512841e-01,6.789929e-04,2.034765e-06
1.512700e-01,6.726185e-04,1.977257e-06
1.512587e-01,6.674930e-04,1.931015e-06
1.512500e-01,6.635623e-04,1.895553e-06
1.512438e-01,6.607843e-04,1.870490e-06
1.512402e-01,6.591292e-04,1.855558e-06
1.523554e-01,1.163314e-03,6.008262e-06
1.522848e-01,1.131408e-03,5.760277e-06
1.522090e-01,1.097131e-03,5.493857e-06
1.521296e-01,1.061268e-03,5.215112e-06
1.520484e-01,1.024564e-03,4.929835e-06
1.519668e-01,9.876866e-04,4.643208e-06
1.518861e-01,9.512287e-04,4.359841e-06
1.518075e-01,9.156780e-04,4.083525e-06
1.517317e-01,8.814365e-04,3.817385e-06
1.516595e-01,8.488027e-04,3.563740e-06
1.515913e-01,8.179992e-04,3.324321e-06
1.515275e-01,7.891673e-04,3.100228e-06
1.514683e-01,7.623851e-04,2.892064e-06
1.514136e-01,7.376773e-04,2.700024e-06
1.513635e-01,7.150271e-04,2.523976e-06
1.513178e-01,6.943839e-04,2.363528e-06
1.512764e-01,6.756744e-04,2.218110e-06
1.512391e-01,6.588133e-04,2.087058e-06
1.512057e-01,6.437000e-04,1.969590e-06
1.511759e-01,6.302361e-04,1.864943e-06
1.511495e-01,6.183206e-04,1.772331e-06
1.511263e-01,6.078557e-04,1.690992e-06
1.511062e-01,5.987498e-04,1.620218e-06
1.510889e-01,5.909189e-04,1.559352e-06
1.510742e-01,5.842870e-04,1.507806e-06
1.510620e-01,5.787890e-04,1.465074e-06
1.510522e-01,5.743687e-04,1.430717e-06
1.510447e-01,5.709774e-04,1.404358e-06
1.510394e-01,5.685813e-04,1.385735e-06
1.510363e-01,5.671545e-04,1.374645e-06
1.519968e-01,1.001019e-03,4.452900e-06
1.519362e-01,9.736473e-04,4.269644e-06
1.518710e-01,9.442311e-04,4.072698e-06
1.518028e-01,9.134395e-04,3.866542e-06
1.517330e-01,8.819113e-04,3.655455e-06
1.516628e-01,8.502263e-04,3.443318e-06
1.515934e-01,8.188854e-04,3.233485e-06
1.515257e-01,7.883130e-04,3.028797e-06
1.514605e-01,7.588546e-04,2.831568e-06
1.513983e-01,7.307692e-04,2.643531e-06
1.513396e-01,7.042504e-04,2.465983e-06
