G1,G2,G3
2.112654e-02,2.467952e-06,1.019116e-11
1.378373e-03,2.684625e-07,3.415832e-12
4.504631e-03,3.373707e-07,5.218480e-13
5.387749e-02,7.323962e-04,4.940150e-07
1.110331e-02,1.592995e-05,1.945980e-09
1.755213e-01,9.254833e-03,1.502515e-04
1.320382e-02,2.093620e-05,8.224775e-10
2.148931e-03,1.136812e-06,1.225362e-11
1.057524e-03,1.522027e-07,3.382420e-14
2.902930e-02,3.286442e-05,1.043798e-09
1.726829e-01,2.684613e-05,5.703904e-10
1.316215e-03,3.571591e-07,1.272783e-13
4.141309e-04,4.178609e-08,6.042944e-14
3.601961e-02,2.642758e-04,3.981647e-07
3.649478e-02,3.071384e-06,9.421753e-12
1.129043e-01,2.416064e-03,6.907519e-06
2.875608e-02,1.756681e-04,5.618028e-08
7.233041e-02,5.456354e-05,2.594946e-09
5.095286e-03,5.595089e-06,4.399324e-10
5.298475e-04,6.906844e-08,4.787826e-15
4.035788e-02,4.433203e-06,1.021478e-10
1.510976e-01,1.419270e-04,1.523912e-08
5.003764e-02,3.100663e-04,5.124821e-07
2.558192e-02,3.334984e-06,7.972802e-11
7.718806e-03,9.267336e-06,7.096849e-10
8.118669e-03,1.636268e-05,1.218677e-09
1.057065e-03,2.491045e-07,2.340129e-13
1.053499e-02,8.187648e-07,1.475410e-11
1.420848e-01,5.008304e-03,3.918957e-05
1.253995e-02,2.847632e-05,1.800349e-08
2.349620e-02,1.913292e-06,3.507912e-12
9.952886e-03,1.980430e-05,1.110578e-08
9.423722e-03,8.523273e-06,1.104581e-09
1.673064e-03,1.252811e-07,3.846664e-13
1.217641e-03,6.611366e-08,7.382345e-14
3.295172e-04,2.459638e-08,4.988355e-13
2.619161e-02,3.333199e-05,1.241929e-09
1.028844e-02,1.086041e-05,2.251656e-09
2.982546e-03,1.145203e-06,5.135725e-12
9.885520e-02,2.247912e-03,1.355846e-05
5.978453e-02,1.076223e-03,5.828214e-06
5.394440e-02,1.012610e-04,9.466562e-09
1.213747e-01,3.811659e-03,1.328865e-05
3.553237e-02,8.861761e-06,2.271751e-10
2.780365e-02,2.930466e-06,1.107534e-11
3.045657e-02,7.471680e-06,2.028205e-10
3.954181e-02,4.000589e-04,2.718542e-07
2.613597e-04,1.100187e-08,5.083813e-16
9.549789e-02,2.768750e-05,8.843219e-10
1.190766e-01,1.443000e-04,3.841953e-08
1.695227e-02,2.370811e-06,3.551024e-11
5.209924e-03,4.632004e-07,1.215337e-12
2.235005e-02,3.007109e-06,1.771694e-11
1.224975e-02,1.715495e-05,2.795653e-09
2.473302e-02,7.425473e-05,5.900670e-09
1.497762e-02,4.025609e-06,1.443471e-10
5.079768e-02,1.372549e-04,8.553844e-08
1.158144e-01,1.231681e-03,2.279168e-06
2.686644e-02,1.389992e-05,2.811311e-10
1.414978e-02,3.652541e-05,2.355330e-08
6.180518e-02,4.862973e-04,2.117838e-07
1.590753e-01,6.111708e-05,5.876526e-09
2.924676e-03,3.263468e-07,2.913066e-13
5.018332e-02,2.026077e-05,2.027018e-09
1.699791e-03,7.490188e-07,5.439766e-11
4.062769e-04,3.913162e-08,4.588216e-14
2.097199e-02,4.163996e-05,1.681802e-09
6.991564e-02,7.208708e-05,1.623007e-08
2.088457e-03,8.059227e-07,6.581128e-13
5.654250e-02,1.473570e-05,7.347432e-10
5.024940e-04,5.776614e-08,4.226087e-15
6.563599e-02,4.744802e-05,8.486408e-09
5.757135e-02,1.077278e-03,6.543751e-06
5.144431e-03,4.075099e-07,8.640895e-13
4.099135e-03,4.034495e-07,2.511817e-13
1.481478e-02,1.429015e-05,2.738611e-10
2.027323e-01,2.418160e-03,7.074598e-06
3.707209e-03,3.784151e-07,1.017472e-12
2.731236e-02,2.498404e-05,5.804107e-09
1.897340e-01,1.456347e-04,1.499124e-08
1.899664e-01,9.649530e-03,1.408380e-04
5.831935e-03,3.144080e-06,9.769068e-12
4.686266e-02,4.427591e-04,2.066581e-07
1.753606e-03,8.573097e-08,1.810841e-14
1.213165e-01,2.565603e-05,5.523164e-10
2.957337e-02,7.528356e-06,5.351816e-11
1.097232e-03,8.524651e-08,1.466687e-13
9.639107e-02,1.537570e-05,5.986763e-10
2.829938e-02,2.538598e-06,6.365680e-12
5.426672e-02,3.392357e-04,4.996790e-07
1.786552e-01,3.533455e-03,9.033235e-06
2.233844e-01,7.165298e-05,4.997640e-09
2.710469e-02,3.158972e-05,8.600891e-09
8.709332e-02,2.723346e-04,2.168630e-07
2.666800e-03,7.171908e-07,6.702772e-12
6.293706e-02,9.447428e-05,1.630490e-08
1.131743e-03,5.220766e-08,2.797081e-15
2.015068e-01,1.732405e-03,2.175396e-06
2.985517e-02,2.238818e-04,2.762941e-07
2.056820e-02,5.963420e-05,3.922251e-09
2.730499e-02,4.939485e-05,4.514371e-09
8.881238e-02,2.412746e-05,1.562311e-09
2.347995e-01,7.031906e-03,4.482251e-05
2.868388e-02,2.089235e-04,5.204277e-08
1.640310e-02,1.324454e-05,3.622813e-10
4.415860e-02,5.275659e-04,1.767402e-06
7.484036e-02,7.280982e-06,1.604883e-10
2.075800e-01,7.964485e-03,4.404054e-05
1.345682e-03,1.994703e-07,6.586395e-13
5.460465e-04,4.932057e-08,1.585169e-14
8.393742e-02,1.486473e-05,1.882595e-10
1.064566e-03,2.151980e-07,5.666214e-12
1.207285e-01,1.148716e-05,1.199076e-10
1.707888e-03,2.689306e-07,8.392944e-14
